n_nodes,influence,communities,nodes
0.03248862897985694,2.83,11,[362]
0.09746588693957126,4.82,18,"[1484, 650, 2889]"
1.3320337881741389,26.01,35,"[1484, 3071, 1999, 3337, 247, 640, 3424, 1224, 2092, 2568, 2889, 1252, 2500, 1381, 253, 602, 1601, 1259, 2379, 3040, 1876, 679, 1585, 194, 33, 886, 2433, 129, 1120, 3231, 517, 1358, 2107, 911, 143, 362, 2858, 3006, 1384, 1603, 1098]"
1.461988304093567,26.89,37,"[1484, 3071, 1999, 590, 247, 161, 640, 1624, 1876, 3337, 2092, 1065, 573, 1252, 3231, 865, 602, 3424, 3140, 1381, 253, 2252, 1872, 3040, 679, 1134, 1120, 2433, 235, 129, 517, 143, 911, 2671, 420, 2858, 1722, 2889, 3006, 1603, 1098, 2379, 93, 1384, 362]"
1.3320337881741389,25.84,38,"[1303, 1917, 253, 3337, 33, 420, 362, 640, 3424, 1065, 1224, 1384, 1120, 3354, 3071, 2433, 129, 517, 3489, 1252, 143, 2889, 911, 679, 1484, 602, 93, 2858, 2092, 2107, 1876, 3006, 1381, 1259, 1601, 1603, 1098, 2379, 1358, 886, 3040]"
0.9421702404158543,21.92,34,"[1484, 3071, 1917, 143, 253, 2092, 2342, 33, 420, 2173, 2889, 911, 1876, 602, 2858, 362, 1384, 1554, 2433, 1252, 1581, 2347, 3040, 1120, 517, 679, 3337, 640, 1603]"
0.649772579597141,18.05,33,"[1603, 1098, 1484, 143, 1876, 679, 1157, 738, 640, 602, 3337, 2500, 2858, 362, 2889, 2092, 3040, 911, 420, 2433]"
1.267056530214425,24.95,36,"[1484, 3071, 247, 1999, 3337, 1624, 2092, 640, 1252, 3231, 3424, 1601, 2568, 602, 2500, 1381, 1603, 679, 886, 1259, 3040, 2671, 2107, 3140, 1120, 1876, 3354, 3006, 2889, 911, 2433, 517, 143, 362, 2379, 420, 1384, 1358, 2858]"
0.5847953216374269,17.1,32,"[1484, 3071, 1917, 1098, 3337, 143, 247, 679, 3250, 640, 911, 420, 2092, 1384, 2889, 1876, 2858, 362]"
1.1371020142949968,23.06,38,"[2889, 2804, 3466, 189, 3393, 3071, 738, 398, 2597, 1252, 3140, 1098, 602, 3337, 1484, 3231, 865, 3424, 640, 1603, 420, 679, 253, 143, 2858, 1358, 2092, 129, 3040, 517, 911, 1726, 1876, 1384, 362]"
1.461988304093567,26.85,38,"[2889, 2804, 3381, 3040, 738, 3071, 3179, 1111, 3140, 253, 1098, 1872, 1381, 1134, 1120, 2379, 640, 1252, 1384, 2433, 3337, 129, 517, 1603, 143, 911, 420, 679, 1065, 2858, 1484, 2092, 1722, 573, 3006, 602, 93, 2671, 2252, 590, 1876, 865, 362, 235, 247]"
1.299545159194282,25.35,37,"[1303, 1917, 253, 3337, 33, 420, 362, 3424, 640, 1065, 1224, 1384, 1120, 3354, 3071, 2433, 129, 517, 3489, 1252, 911, 143, 679, 2889, 602, 93, 1484, 2107, 1876, 3006, 2092, 2858, 1381, 1259, 1601, 1603, 2379, 262, 886, 1098]"
1.461988304093567,26.51,39,"[2889, 3466, 362, 3381, 3040, 738, 3071, 3179, 3337, 1111, 3140, 1484, 253, 1384, 1381, 679, 1134, 1120, 2379, 3006, 93, 2092, 2252, 1252, 590, 1876, 235, 247, 640, 1872, 1098, 3034, 129, 517, 143, 911, 1603, 420, 1065, 2671, 2858, 1722, 573, 602, 865]"
1.3970110461338532,26.26,38,"[1303, 1917, 253, 3337, 33, 420, 362, 1065, 3354, 3424, 640, 3489, 1384, 1224, 3071, 1120, 602, 2107, 1381, 1259, 1603, 1358, 1252, 2433, 129, 517, 886, 2889, 590, 143, 1484, 865, 93, 679, 911, 2858, 2092, 1876, 3006, 1601, 1098, 2379, 2660]"
0.7797270955165692,20.7,33,"[1484, 3071, 1917, 3337, 3179, 1098, 143, 3381, 129, 2433, 517, 911, 679, 1252, 3040, 2092, 1876, 640, 1603, 3411, 1384, 362, 2889, 2858]"
1.6244314489928524,28.04,38,"[2889, 2804, 3381, 3040, 738, 3071, 3179, 1111, 3140, 253, 1381, 1098, 1872, 1134, 1120, 2379, 1722, 573, 1252, 1384, 3006, 602, 640, 93, 2252, 2433, 3337, 590, 129, 1603, 517, 143, 911, 420, 1484, 679, 1065, 2858, 2671, 2568, 2092, 2513, 2500, 2173, 362, 577, 865, 553, 78, 2580]"
1.0071474983755686,22.49,37,"[2889, 2804, 857, 1917, 738, 3466, 583, 3140, 3424, 253, 2092, 3179, 3231, 362, 640, 3337, 1252, 911, 3071, 602, 1603, 143, 3040, 420, 679, 865, 2858, 1098, 1484, 1876, 1384]"
0.7472384665367122,19.01,34,"[1484, 2671, 3040, 2016, 738, 3337, 420, 3071, 1533, 640, 2433, 1603, 1384, 2092, 2537, 362, 517, 553, 2858, 2889, 1098, 143, 911]"
1.364522417153996,25.85,37,"[1303, 1917, 253, 3337, 33, 420, 362, 1065, 3354, 3424, 640, 3489, 1384, 1224, 3071, 1120, 602, 2107, 1381, 1259, 1603, 1358, 1252, 2433, 129, 517, 886, 2889, 590, 2034, 1484, 143, 93, 679, 911, 2858, 2092, 1876, 3006, 1601, 1098, 2379]"
1.1371020142949968,23.23,37,"[2889, 2755, 362, 2, 143, 189, 3393, 3071, 738, 398, 2597, 1252, 3140, 1098, 602, 3337, 1484, 3231, 865, 3424, 640, 1603, 420, 679, 253, 2858, 1358, 2092, 129, 3040, 517, 911, 1726, 1876, 1384]"
0.617283950617284,18.25,32,"[1484, 3071, 3337, 143, 911, 1384, 679, 2433, 2889, 362, 1603, 420, 1876, 1252, 2092, 1098, 2217, 253, 93]"
0.7797270955165692,19.81,34,"[2889, 3466, 2804, 3381, 517, 3179, 3071, 3040, 1405, 362, 640, 129, 1876, 2433, 1603, 1252, 679, 1384, 911, 2858, 1098, 2092, 1484, 143]"
0.649772579597141,18.39,31,"[1484, 3071, 986, 1917, 602, 93, 3203, 143, 1603, 679, 1098, 1876, 911, 640, 517, 1384, 2889, 2092, 2858, 362]"
1.6894087069525665,28.27,40,"[2889, 3466, 1917, 253, 33, 362, 1224, 3424, 3071, 1120, 1665, 1484, 93, 420, 1065, 3337, 1157, 1876, 1554, 3450, 2102, 3179, 1252, 1384, 3460, 2433, 3489, 640, 129, 517, 602, 2226, 1259, 2107, 1872, 1282, 911, 1585, 143, 886, 2173, 1288, 2568, 1533, 772, 2092, 398, 532, 553, 679, 2858, 1603]"
1.0721247563352825,23.75,35,"[1484, 3071, 1603, 1917, 1098, 3337, 143, 2433, 33, 602, 93, 553, 3424, 640, 1065, 1224, 679, 1384, 1876, 2889, 2092, 2858, 1120, 1226, 362, 129, 517, 3489, 1252, 911, 2107, 3006, 1381]"
1.3320337881741389,25.13,39,"[2889, 1917, 3466, 253, 33, 362, 1224, 3071, 3424, 3354, 1120, 3460, 2433, 1484, 3489, 129, 517, 3179, 1384, 93, 3337, 3450, 1065, 2226, 1624, 420, 1876, 1252, 2107, 640, 1157, 398, 143, 2102, 1554, 911, 679, 2858, 602, 2092, 1603]"
1.4294996751137101,25.98,39,"[2889, 3466, 1917, 304, 3354, 420, 362, 33, 3071, 3179, 3424, 1224, 1120, 1157, 1554, 1484, 3450, 2102, 3460, 1384, 93, 2226, 3337, 1065, 1259, 1872, 1876, 1252, 1282, 1585, 640, 2433, 129, 517, 143, 911, 3489, 679, 602, 553, 2858, 2092, 2107, 1603]"
0.8122157244964261,20.28,34,"[2889, 2804, 471, 3179, 602, 288, 3071, 3424, 2433, 2858, 2218, 1384, 362, 1603, 1484, 679, 420, 640, 3040, 2092, 3337, 2192, 398, 911, 143]"
1.0721247563352825,23.12,37,"[2889, 2804, 3179, 253, 33, 3071, 553, 3424, 2433, 1065, 129, 1252, 3354, 1224, 1384, 517, 3489, 602, 1120, 3337, 93, 2107, 3006, 1148, 362, 1381, 679, 640, 143, 2858, 2092, 911, 1484]"
1.2345679012345678,24.27,39,"[2889, 1917, 3466, 253, 33, 362, 3424, 93, 3071, 1224, 1157, 1120, 1876, 1484, 1554, 3450, 2102, 3460, 3179, 1384, 3354, 1065, 3337, 2433, 420, 3489, 1292, 1252, 517, 640, 398, 143, 911, 679, 2858, 2092, 602, 1603]"
1.3320337881741389,24.5,42,"[1484, 3071, 1917, 3179, 3496, 1098, 679, 1384, 2889, 1876, 362, 3040, 3455, 398, 2197, 3466, 1252, 958, 3450, 738, 1722, 3459, 602, 420, 2107, 1157, 33, 640, 2433, 911, 129, 3460, 517, 3337, 143, 1554, 2858, 2092, 2102, 1603, 93]"
0.8447043534762833,21.2,32,"[1484, 3071, 2568, 2433, 1603, 1252, 911, 1098, 3135, 2217, 1876, 517, 253, 526, 1384, 2889, 640, 3179, 362, 2858, 2092, 398, 679, 143, 602, 420]"
0.3898635477582846,13.01,28,"[2889, 253, 1917, 420, 1098, 1384, 362, 1484, 2092, 143, 911, 3285]"
1.3970110461338532,25.71,39,"[2889, 1007, 1917, 3466, 253, 1872, 2173, 1120, 3071, 33, 362, 100, 3450, 1259, 3354, 2513, 1224, 640, 2433, 3424, 129, 3179, 1384, 93, 3460, 1157, 3337, 3489, 143, 911, 1484, 1065, 1554, 420, 679, 2858, 2092, 2102, 2107, 1252, 1603, 1876, 602]"
1.2020792722547107,24.47,37,"[2889, 3466, 1917, 253, 33, 3337, 1603, 553, 143, 3424, 911, 1065, 2858, 1224, 3354, 3489, 362, 2092, 1484, 1120, 640, 3071, 93, 1384, 2107, 3006, 1808, 2433, 602, 517, 129, 1722, 1252, 78, 235, 1876, 679]"
1.7868745938921378,29.03,40,"[2889, 1917, 517, 1872, 253, 3466, 2173, 3071, 362, 33, 1288, 1224, 3424, 1259, 1120, 2513, 609, 3156, 3354, 1484, 3179, 1585, 886, 3450, 1384, 1722, 3489, 3460, 93, 444, 2433, 3006, 2252, 129, 1252, 2523, 1065, 1876, 988, 1000, 3337, 420, 2671, 2107, 640, 1157, 143, 911, 1554, 602, 2102, 679, 2858, 2092, 1603]"
1.7868745938921378,27.95,44,"[2889, 2804, 3179, 3393, 3071, 3455, 398, 3450, 802, 33, 602, 3231, 1252, 738, 3459, 3466, 144, 3040, 2568, 3460, 2316, 1533, 886, 3489, 1384, 1722, 362, 93, 444, 3006, 2252, 129, 2523, 2671, 988, 2107, 1157, 1000, 640, 1065, 2433, 517, 1872, 3337, 2513, 911, 143, 2102, 1484, 420, 679, 2858, 2092, 1603, 1876]"
1.2020792722547107,22.88,42,"[1484, 3071, 3496, 3455, 1917, 398, 177, 3179, 3337, 1603, 640, 2197, 2433, 3450, 1384, 1098, 3459, 362, 3460, 517, 1876, 738, 679, 3040, 3466, 143, 911, 1252, 3441, 2889, 33, 420, 2858, 2092, 2102, 1722, 602]"
1.3320337881741389,23.87,43,"[1484, 3071, 1917, 143, 3489, 3393, 1870, 33, 3179, 640, 3466, 362, 3450, 1098, 129, 2433, 602, 3455, 3459, 3479, 3460, 1157, 517, 3337, 398, 911, 1252, 2889, 1384, 1554, 420, 2197, 679, 2858, 738, 2102, 93, 1722, 1603, 1876, 3040]"
0.8447043534762833,19.96,36,"[2889, 2804, 3393, 3179, 1405, 2570, 129, 640, 3466, 2433, 1252, 517, 3337, 911, 143, 420, 679, 2858, 2092, 1603, 1098, 3040, 1384, 1484, 362, 1876]"
1.267056530214425,23.31,42,"[2889, 3381, 2804, 3466, 3071, 602, 398, 517, 3179, 3455, 3459, 33, 1722, 1252, 362, 1603, 738, 3040, 2433, 1876, 3450, 3460, 1384, 1554, 420, 2102, 2197, 679, 3337, 1098, 2858, 1484, 2092, 3085, 3489, 144, 640, 911, 143]"
1.1695906432748537,24.45,37,"[1484, 3071, 2568, 1098, 2433, 1603, 911, 2217, 362, 3337, 420, 1252, 253, 1839, 235, 1876, 1384, 2889, 640, 1065, 602, 2092, 555, 679, 143, 517, 489, 3489, 553, 2858, 1722, 2107, 3006, 1224, 78, 93]"
0.8447043534762833,20.88,35,"[1484, 3071, 1917, 1098, 3459, 3179, 2776, 1603, 3337, 640, 129, 2433, 517, 1664, 911, 143, 1252, 420, 1384, 679, 2858, 362, 2092, 2889, 1876, 3040]"
1.0721247563352825,22.06,41,"[2889, 2804, 3179, 3393, 3071, 3466, 1252, 3455, 602, 3459, 33, 398, 1722, 3450, 1255, 738, 1554, 3040, 640, 2433, 3337, 911, 1384, 143, 362, 420, 679, 1098, 2858, 2092, 1603, 1484, 1876]"
2.046783625730994,30.75,41,"[2889, 1007, 3466, 785, 1917, 814, 1120, 310, 3071, 3450, 362, 3179, 2569, 573, 2107, 33, 444, 2252, 3424, 3006, 420, 3040, 1384, 2542, 339, 288, 78, 1722, 1484, 1224, 640, 1259, 93, 865, 3337, 194, 3140, 590, 1252, 1510, 2092, 129, 1601, 1876, 2379, 2433, 977, 886, 2523, 1157, 772, 517, 911, 143, 1065, 532, 1533, 679, 553, 2858, 602, 2102, 1603]"
0.8447043534762833,21.02,33,"[2889, 2804, 3179, 2217, 3071, 253, 526, 640, 2433, 602, 517, 1252, 2568, 3420, 911, 143, 420, 679, 2858, 2092, 1603, 1098, 1484, 1384, 1876, 362]"
0.8771929824561404,19.52,37,"[1484, 3071, 1917, 3393, 1876, 3179, 1870, 3466, 679, 1252, 143, 1665, 738, 911, 2092, 2889, 1384, 1603, 3424, 420, 362, 1120, 3034, 3460, 3489, 3337, 1065]"
1.299545159194282,24.81,39,"[2889, 1007, 253, 3466, 1917, 814, 1120, 3006, 3071, 310, 362, 78, 738, 444, 3040, 2252, 3450, 3459, 33, 3179, 977, 1603, 640, 2433, 3460, 1384, 1157, 1722, 517, 1906, 143, 911, 1554, 420, 1484, 679, 2092, 2858, 2102, 1876]"
0.5847953216374269,17.29,30,"[1484, 3071, 2433, 1603, 2568, 1252, 911, 1098, 143, 3337, 2191, 679, 253, 1384, 362, 1876, 2889, 2092]"
0.7147498375568551,18.78,33,"[2889, 2804, 3179, 3420, 3071, 640, 1603, 420, 1098, 517, 2770, 679, 2568, 3337, 911, 2858, 2092, 1484, 143, 1384, 362, 1876]"
1.5919428200129953,27.23,39,"[1484, 3071, 2568, 1917, 3424, 3354, 33, 3312, 1252, 2724, 526, 3399, 2433, 1603, 3337, 1000, 1098, 1876, 865, 1384, 3182, 3394, 398, 906, 362, 2252, 988, 640, 911, 93, 590, 129, 2102, 517, 143, 420, 679, 1065, 2858, 1533, 2092, 1722, 444, 602, 573, 3006, 2889, 1601, 1585]"
