node,page_rank,overall_rank,comm,rank_comm
451,0.16,1,2,1
293,0.15418181818181817,2,2,2
389,0.12654545454545454,3,2,3
631,0.10109090909090908,4,3,1
445,0.09963636363636363,5,2,4
459,0.09454545454545454,6,2,5
289,0.09381818181818181,7,2,6
424,0.09309090909090909,8,2,7
429,0.08945454545454545,9,2,8
392,0.08872727272727272,10,2,9
185,0.088,11,1,1
655,0.08654545454545454,12,3,2
673,0.08654545454545454,13,3,3
109,0.08581818181818181,14,1,2
669,0.08509090909090909,15,3,4
280,0.08436363636363636,16,2,10
140,0.08436363636363636,17,1,3
270,0.08363636363636363,18,2,11
736,0.0829090909090909,19,3,5
114,0.08145454545454545,20,1,4
28,0.08145454545454545,21,1,5
399,0.08145454545454545,22,2,12
681,0.08072727272727272,23,3,6
847,0.07709090909090908,24,4,1
903,0.07563636363636363,25,4,2
142,0.07563636363636363,26,1,6
504,0.07490909090909091,27,2,13
1164,0.07345454545454545,28,7,1
461,0.07272727272727272,29,2,14
203,0.072,30,1,7
115,0.072,31,1,8
371,0.07127272727272727,32,2,15
481,0.07127272727272727,33,2,16
1088,0.06909090909090909,34,6,1
590,0.06836363636363636,35,3,7
1117,0.0669090909090909,36,7,2
91,0.06618181818181817,37,1,9
1071,0.06545454545454545,38,6,2
1016,0.06545454545454545,39,6,3
711,0.06545454545454545,40,3,8
887,0.06545454545454545,41,4,3
1315,0.06472727272727272,42,10,1
1063,0.06472727272727272,43,6,4
11,0.06472727272727272,44,1,10
56,0.064,45,1,11
354,0.064,46,2,17
395,0.06327272727272727,47,2,18
378,0.06327272727272727,48,2,19
313,0.06254545454545454,49,2,20
1084,0.06254545454545454,50,6,5
9,0.061818181818181814,51,1,12
357,0.061090909090909085,52,2,21
316,0.06036363636363636,53,2,22
383,0.05963636363636363,54,2,23
864,0.05963636363636363,55,4,4
1163,0.05963636363636363,56,7,3
353,0.058909090909090904,57,2,24
1081,0.058909090909090904,58,6,6
435,0.058909090909090904,59,2,25
277,0.058909090909090904,60,2,26
468,0.05818181818181818,61,2,27
1108,0.05745454545454545,62,7,4
384,0.05745454545454545,63,2,28
418,0.05745454545454545,64,2,29
374,0.05745454545454545,65,2,30
284,0.05672727272727272,66,2,31
39,0.055999999999999994,67,1,13
1094,0.055999999999999994,68,6,7
425,0.05527272727272727,69,2,32
271,0.05527272727272727,70,2,33
260,0.05527272727272727,71,1,14
174,0.05454545454545454,72,1,15
519,0.05454545454545454,73,2,34
763,0.05454545454545454,74,4,5
274,0.053818181818181814,75,2,35
209,0.053818181818181814,76,1,16
779,0.053090909090909084,77,4,6
1026,0.05236363636363636,78,6,8
268,0.05236363636363636,79,2,36
1309,0.050909090909090904,80,10,2
334,0.05018181818181818,81,2,37
355,0.05018181818181818,82,2,38
151,0.05018181818181818,83,1,17
385,0.05018181818181818,84,2,39
323,0.04945454545454545,85,2,40
1023,0.04945454545454545,86,6,9
1110,0.04945454545454545,87,7,5
446,0.04872727272727272,88,2,41
1131,0.04872727272727272,89,7,6
835,0.04872727272727272,90,4,7
265,0.04872727272727272,91,2,42
184,0.04872727272727272,92,1,18
398,0.047999999999999994,93,2,43
167,0.047999999999999994,94,1,19
312,0.047999999999999994,95,2,44
473,0.047999999999999994,96,2,45
613,0.04727272727272727,97,3,9
21,0.04727272727272727,98,1,20
1032,0.04727272727272727,99,6,10
118,0.04727272727272727,100,1,21
1065,0.04727272727272727,101,6,11
130,0.04654545454545454,102,1,22
82,0.04654545454545454,103,1,23
401,0.04654545454545454,104,2,46
365,0.04654545454545454,105,2,47
844,0.04654545454545454,106,4,8
550,0.04654545454545454,107,3,10
1120,0.04581818181818181,108,7,7
866,0.04581818181818181,109,4,9
1068,0.04581818181818181,110,6,12
1167,0.04581818181818181,111,7,8
774,0.04581818181818181,112,4,10
520,0.04581818181818181,113,2,48
1184,0.04581818181818181,114,7,9
1179,0.04509090909090909,115,7,10
253,0.04509090909090909,116,1,24
1099,0.04509090909090909,117,6,13
179,0.04509090909090909,118,1,25
670,0.04509090909090909,119,3,11
768,0.04436363636363636,120,4,11
335,0.04363636363636363,121,2,49
804,0.04363636363636363,122,4,12
81,0.04363636363636363,123,1,26
276,0.04363636363636363,124,2,50
333,0.04363636363636363,125,2,51
977,0.04363636363636363,126,5,1
834,0.042909090909090904,127,4,13
232,0.042909090909090904,128,1,27
555,0.042909090909090904,129,3,12
10,0.042909090909090904,130,1,28
375,0.04218181818181818,131,2,52
224,0.04218181818181818,132,1,29
1,0.04218181818181818,133,1,30
387,0.04218181818181818,134,2,53
517,0.04218181818181818,135,2,54
249,0.04145454545454545,136,1,31
1050,0.04145454545454545,137,6,14
152,0.04145454545454545,138,1,32
159,0.04145454545454545,139,1,33
282,0.04145454545454545,140,2,55
856,0.04145454545454545,141,4,14
795,0.04145454545454545,142,4,15
1121,0.04145454545454545,143,7,11
1128,0.04145454545454545,144,7,12
1146,0.04145454545454545,145,7,13
436,0.04145454545454545,146,2,56
1199,0.04072727272727272,147,8,1
158,0.04072727272727272,148,1,34
258,0.04072727272727272,149,1,35
380,0.04072727272727272,150,2,57
318,0.04072727272727272,151,2,58
372,0.04072727272727272,152,2,59
680,0.04072727272727272,153,3,13
347,0.04072727272727272,154,2,60
47,0.04072727272727272,155,1,36
490,0.04,156,2,61
575,0.04,157,3,14
296,0.04,158,2,62
266,0.04,159,2,63
240,0.04,160,1,37
423,0.04,161,2,64
1166,0.03927272727272727,162,7,14
430,0.03927272727272727,163,2,65
169,0.03927272727272727,164,1,38
469,0.03927272727272727,165,2,66
1159,0.03927272727272727,166,7,15
248,0.03854545454545454,167,1,39
812,0.03854545454545454,168,4,16
1297,0.03854545454545454,169,10,3
455,0.03854545454545454,170,2,67
311,0.03854545454545454,171,2,68
1319,0.03854545454545454,172,10,4
1161,0.03854545454545454,173,7,16
55,0.03781818181818181,174,1,40
97,0.03781818181818181,175,1,41
693,0.03781818181818181,176,3,15
475,0.03781818181818181,177,2,69
938,0.03781818181818181,178,5,2
854,0.03781818181818181,179,4,17
227,0.03781818181818181,180,1,42
356,0.03781818181818181,181,2,70
66,0.03781818181818181,182,1,43
256,0.03781818181818181,183,1,44
900,0.03781818181818181,184,4,18
551,0.03781818181818181,185,3,16
1147,0.03709090909090909,186,7,17
75,0.03709090909090909,187,1,45
40,0.03709090909090909,188,1,46
6,0.03709090909090909,189,1,47
1114,0.03709090909090909,190,7,18
1155,0.03709090909090909,191,7,19
291,0.03709090909090909,192,2,71
1151,0.03709090909090909,193,7,20
1198,0.03709090909090909,194,8,2
1067,0.03636363636363636,195,6,15
202,0.03636363636363636,196,1,48
552,0.03636363636363636,197,3,17
996,0.03636363636363636,198,5,3
1203,0.03636363636363636,199,8,3
427,0.03636363636363636,200,2,72
403,0.03636363636363636,201,2,73
1230,0.03636363636363636,202,8,4
1324,0.03636363636363636,203,10,5
1091,0.03636363636363636,204,6,16
1303,0.03636363636363636,205,10,6
497,0.03636363636363636,206,2,74
1213,0.03636363636363636,207,8,5
444,0.03563636363636363,208,2,75
870,0.03563636363636363,209,4,19
208,0.03563636363636363,210,1,49
723,0.03563636363636363,211,3,18
838,0.03563636363636363,212,4,20
366,0.03563636363636363,213,2,76
263,0.03563636363636363,214,2,77
297,0.034909090909090904,215,2,78
605,0.034909090909090904,216,3,19
161,0.034909090909090904,217,1,50
848,0.034909090909090904,218,4,21
1175,0.034909090909090904,219,7,21
4,0.034909090909090904,220,1,51
1113,0.034909090909090904,221,7,22
1312,0.034909090909090904,222,10,7
1208,0.034909090909090904,223,8,6
80,0.034909090909090904,224,1,52
163,0.03418181818181818,225,1,53
1345,0.03418181818181818,226,11,1
1115,0.03418181818181818,227,7,23
1316,0.03418181818181818,228,10,8
431,0.03418181818181818,229,2,79
1109,0.03345454545454545,230,7,24
1240,0.03345454545454545,231,8,7
828,0.03345454545454545,232,4,22
245,0.03345454545454545,233,1,54
213,0.03345454545454545,234,1,55
175,0.03345454545454545,235,1,56
787,0.03345454545454545,236,4,23
1129,0.03345454545454545,237,7,25
1224,0.03345454545454545,238,8,8
539,0.03272727272727272,239,3,20
373,0.03272727272727272,240,2,80
943,0.03272727272727272,241,5,4
486,0.03272727272727272,242,2,81
1172,0.03272727272727272,243,7,26
1073,0.03272727272727272,244,6,17
976,0.032,245,5,5
1144,0.032,246,7,27
506,0.032,247,2,82
344,0.032,248,2,83
629,0.032,249,3,21
1006,0.032,250,5,6
102,0.032,251,1,57
932,0.032,252,5,7
1010,0.032,253,6,18
700,0.03127272727272727,254,3,22
1339,0.03127272727272727,255,11,2
1239,0.03127272727272727,256,8,9
434,0.03127272727272727,257,2,84
946,0.03127272727272727,258,5,8
1323,0.03127272727272727,259,10,9
540,0.03127272727272727,260,3,23
1158,0.03127272727272727,261,7,28
182,0.03127272727272727,262,1,58
178,0.03127272727272727,263,1,59
