n_nodes,influence,communities,time,nodes,std
0.29154518950437325,47.96,11,17,"[394, 157]",14.5
0.43731778425655987,45.77,12,12,"[640, 3, 21]",26.0
0.43731778425655987,44.97,13,17,"[226, 470, 373]",18.0
0.7288629737609331,47.45,12,14,"[342, 623, 678, 220, 545]",25.5
1.8950437317784257,48.83,12,14,"[34, 3, 463, 292, 615, 684, 369, 18, 281, 282, 475, 681, 189]",4.5
1.457725947521866,48.62,12,10,"[640, 262, 298, 653, 561, 14, 675, 246, 376, 90]",10.0
0.5830903790087465,46.57,12,16,"[640, 397, 525, 670]",14.0
0.14577259475218662,44.9,10,14,[240],3.0
1.0204081632653064,47.74,13,20,"[34, 3, 463, 351, 615, 684, 500]",13.5
0.43731778425655987,48.18,11,16,"[339, 455, 236]",2.5
1.0204081632653064,48.32,11,12,"[446, 494, 324, 263, 438, 284, 500]",14.0
1.6034985422740526,48.98,11,14,"[644, 256, 398, 159, 345, 399, 281, 626, 282, 640, 475]",10.5
1.8950437317784257,51.82,11,13,"[282, 227, 324, 263, 388, 353, 236, 420, 271, 53, 629, 88, 189]",8.0
