n_nodes,influence,nodes,time,std
0.2394253790901839,9.04,"[151, 1135, 245, 339, 2453, 262]",10,29.0
0.03990422984836384,0.89,[103],1,0.6403124237432849
0.8379888268156428,19.29,"[2453, 151, 1612, 1018, 1045, 1352, 333, 2600, 425, 2228, 763, 1848, 262, 1192, 1833, 1135, 529, 115, 339, 2197, 1182]",10,39.53846228674049
1.0375099760574624,22.51,"[2453, 151, 1612, 918, 1352, 333, 807, 1848, 750, 1833, 277, 716, 1137, 810, 714, 1283, 262, 1960, 1135, 529, 339, 2197, 1077, 2613, 1437, 1182]",10,59.68450385150236
1.9154030327214686,28.5,"[2453, 151, 1612, 1018, 1045, 1840, 2600, 1352, 763, 1192, 2247, 1848, 46, 425, 1767, 750, 1833, 97, 2616, 1042, 1669, 1914, 716, 1532, 316, 1135, 906, 505, 191, 2182, 193, 1129, 1126, 339, 1128, 262, 529, 2197, 1437, 1182, 416, 1960, 818, 436, 2613, 1077, 566, 2285]",10,48.36786123036659
0.4788507581803674,14.54,"[2453, 151, 1848, 947, 1018, 1549, 2128, 1833, 262, 750, 1135, 339]",10,55.717950428923714
1.715881883479649,27.04,"[151, 2557, 1135, 818, 1137, 714, 1298, 1848, 1018, 1437, 1352, 1042, 2453, 1192, 1182, 190, 942, 339, 906, 91, 2175, 1767, 425, 1833, 2613, 1283, 633, 262, 1355, 15, 912, 529, 274, 2197, 1565, 502, 809, 566, 337, 2023, 2285, 750, 238]",10,37.78835799555202
0.3591380686352754,12.29,"[2453, 151, 1848, 63, 262, 1833, 750, 1135, 339]",9,69.14918654619156
0.43894652833200354,13.99,"[2453, 2029, 262, 1135, 339, 1182, 2613, 1074, 1833, 750, 529]",10,59.91235264951628
1.276935355147646,23.92,"[151, 1135, 818, 1833, 1352, 1018, 714, 274, 333, 97, 1848, 261, 339, 750, 715, 566, 810, 425, 193, 2285, 2453, 1283, 262, 1077, 1638, 1182, 277, 2197, 1437, 1960, 2613, 716]",11,37.613960174382065
0.1596169193934558,7.59,"[339, 1135, 2453, 2164]",11,52.26624149486932
0.8778930566640066,20.26,"[2453, 151, 1597, 1042, 1283, 1352, 750, 1848, 1159, 2197, 784, 1192, 1833, 262, 339, 1135, 1182, 416, 723, 529, 2613, 1077]",10,30.246322090462503
0.39904229848363926,13.29,"[2453, 151, 1352, 1532, 1042, 262, 1833, 1135, 339, 2197]",11,34.79942528261063
2.0351157222665606,29.56,"[2453, 151, 2322, 1352, 1018, 807, 1137, 333, 1833, 633, 750, 1848, 763, 906, 716, 1045, 1767, 193, 277, 97, 714, 2285, 91, 810, 1126, 425, 2587, 1569, 912, 1283, 1565, 262, 2023, 1159, 1135, 15, 2275, 784, 529, 274, 2197, 2616, 1437, 1182, 416, 1960, 2613, 1077, 566, 339, 1128]",9,49.02336177782996
0.07980845969672812,4.38,"[339, 1098]",10,46.13718673694789
1.5562649640861932,25.69,"[2453, 151, 1848, 63, 1018, 1437, 1352, 262, 1833, 750, 1135, 339, 1042, 1192, 1182, 190, 942, 906, 91, 2175, 1767, 425, 2613, 1283, 633, 1355, 15, 912, 529, 274, 2197, 1565, 502, 809, 566, 337, 2023, 2285, 1645]",10,51.96960650226246
1.5163607342378294,25.5,"[2453, 2204, 1135, 1045, 91, 262, 339, 1767, 1833, 193, 2613, 333, 1283, 1437, 97, 1126, 1128, 277, 425, 2587, 2275, 810, 1159, 1569, 1077, 15, 784, 529, 912, 274, 750, 2197, 1565, 1960, 566, 1950, 2023, 2285]",11,34.93150440504961
2.1149241819632882,29.72,"[2453, 151, 1833, 1848, 1018, 1042, 1192, 947, 2600, 810, 716, 2285, 847, 190, 1569, 2101, 274, 316, 465, 339, 416, 2616, 505, 1352, 191, 715, 1135, 2212, 1355, 426, 1045, 566, 67, 1350, 238, 425, 1077, 2613, 633, 1960, 1437, 1182, 2197, 529, 262, 337, 809, 867, 1565, 2023, 912, 15, 91]",8,61.6789267092092
1.3168395849960097,24.87,"[2453, 151, 1042, 947, 1018, 1833, 1848, 810, 1569, 716, 2285, 1192, 763, 238, 633, 919, 1283, 750, 906, 1045, 190, 1355, 339, 1767, 1135, 1437, 1182, 1352, 262, 2197, 425, 529, 2613]",10,50.36278387857446
0.5985634477254591,16.56,"[2453, 151, 1018, 1848, 1597, 1833, 1283, 1135, 1042, 750, 2605, 262, 784, 339, 2197]",10,31.203204963593084
0.11971268954509195,6.42,"[339, 1135, 1]",9,27.180139808323283
0.678371907422187,19.18,"[2453, 151, 1687, 1355, 2600, 716, 1352, 1848, 750, 262, 2197, 1833, 1135, 529, 339, 2613, 1182]",12,70.77965809468141
1.11731843575419,23.45,"[2453, 151, 1597, 1042, 1192, 1600, 1283, 1352, 750, 1848, 2197, 274, 2616, 1437, 784, 1159, 1182, 1960, 339, 566, 1833, 2613, 1077, 1128, 1135, 416, 262, 529]",10,50.04647839758558
0.638467677573823,16.83,"[2453, 2266, 1848, 1074, 1355, 262, 2613, 1352, 2600, 1833, 716, 1135, 2281, 339, 2197, 1182]",11,45.453382712401066
0.9577015163607345,22.33,"[2453, 151, 1612, 1521, 1283, 1833, 333, 262, 1848, 750, 529, 277, 1137, 807, 2197, 1437, 1182, 810, 1968, 1960, 1077, 2613, 339, 1135]",11,63.59567595363697
