n_nodes,influence,nodes,time,std
0.3192338387869116,11.15,"[151, 1352, 2453, 262, 1135, 810, 339, 750]",11,52.86738124779778
1.2370311252992818,23.53,"[2453, 151, 1833, 1848, 1018, 1042, 1192, 947, 810, 1569, 716, 2285, 416, 2600, 784, 847, 2616, 465, 339, 1352, 190, 2101, 262, 529, 2197, 1437, 1182, 1960, 425, 1077, 2613]",11,54.150161587939884
2.23463687150838,30.49,"[2453, 151, 1612, 1352, 1018, 1833, 333, 1848, 807, 750, 277, 716, 1137, 810, 1283, 714, 262, 97, 91, 2285, 633, 1159, 784, 942, 1155, 529, 390, 274, 1182, 15, 2616, 894, 2275, 1135, 2309, 2197, 1046, 416, 1437, 729, 809, 802, 566, 1960, 110, 339, 1128, 46, 560, 818, 380, 2613, 1077, 1355, 190, 465]",10,48.545751616387605
0.19952114924181963,8.14,"[2453, 2204, 1135, 339, 262]",9,47.86689879238052
1.5961691939345573,26.51,"[2453, 151, 1612, 1018, 1298, 714, 942, 190, 1511, 2613, 1848, 1042, 763, 238, 633, 1283, 750, 1352, 1045, 436, 97, 1437, 2275, 566, 1128, 1129, 1192, 117, 1833, 1960, 262, 906, 529, 2197, 1355, 1182, 425, 339, 1767, 1135]",11,44.134000498481896
0.5187549880287312,16.07,"[2453, 1231, 1135, 716, 750, 262, 339, 2613, 1182, 1074, 1833, 529, 2197]",13,30.761826993857177
1.6759776536312851,26.7,"[2453, 151, 1833, 1848, 1018, 1569, 784, 847, 1352, 947, 1192, 716, 2285, 810, 190, 1042, 2101, 425, 2600, 465, 339, 818, 2616, 750, 416, 1347, 436, 1135, 15, 1355, 274, 633, 566, 91, 262, 1960, 1077, 2613, 529, 2197, 1437, 1418]",10,35.77149703325261
2.3543495610534717,31.58,"[2453, 151, 1612, 1352, 1833, 1597, 1283, 1848, 750, 1159, 784, 333, 810, 714, 262, 807, 277, 97, 2587, 2285, 1569, 2275, 1532, 529, 1767, 274, 1182, 716, 316, 505, 2616, 191, 715, 2197, 1135, 1355, 416, 1437, 426, 1045, 425, 566, 465, 1960, 339, 67, 1350, 238, 633, 2613, 1077, 337, 809, 867, 1565, 2023, 912, 15, 91]",10,42.305555190778435
0.27932960893854775,10.4,"[2453, 749, 1018, 262, 1612, 1135, 339]",11,54.08040310500653
1.755786113328013,27.81,"[151, 1135, 1833, 1352, 818, 714, 1848, 333, 1018, 810, 2453, 339, 750, 274, 97, 1182, 1077, 261, 715, 566, 277, 425, 193, 2285, 2275, 2616, 262, 716, 1283, 1437, 592, 1129, 436, 800, 117, 2173, 1128, 784, 1569, 529, 2197, 1960, 2613, 416]",10,32.601226970775194
