node,page_rank,rank,comm,rank_comm
1075,0.00044245831092671397,770,63,12
417,0.00044064080628659685,771,16,46
1135,0.00044041378485970074,772,69,4
1134,0.00044041378485970074,773,69,5
136,0.00043872376123267983,774,6,28
420,0.00043855229404025106,775,16,47
430,0.00043670526848670207,776,16,48
252,0.0004340933120206905,777,12,45
1101,0.0004324189341475667,778,65,7
261,0.00042943873516791003,779,12,46
940,0.0004289818847102935,780,50,2
939,0.0004289818847102935,781,50,3
523,0.00042503582936114377,782,23,8
520,0.00042503582936114377,783,23,9
527,0.00042503582936114377,784,23,10
186,0.0004227102461934504,785,8,29
1269,0.00041950654885291715,786,92,36
957,0.0004172144447345813,787,51,9
453,0.0004172144447345813,788,19,12
946,0.0004172144447345813,789,51,10
962,0.0004172144447345813,790,51,11
963,0.0004172144447345813,791,51,12
941,0.0004172144447345813,792,51,13
958,0.0004172144447345813,793,51,14
215,0.0004141871818044028,794,11,2
759,0.00041367571861666526,795,34,23
978,0.00041349187064808823,796,52,12
985,0.00041349187064808823,797,52,13
986,0.00041349187064808823,798,52,14
966,0.00041349187064808823,799,52,15
967,0.00041349187064808823,800,52,16
997,0.00041292467060803466,801,53,2
1184,0.00040742510433922926,802,84,3
908,0.0004060483164056146,803,43,17
1158,0.00040539700897222546,804,74,2
511,0.00040512011465553704,805,22,2
1168,0.00040512011465553704,806,77,2
1174,0.0004037804721448166,807,79,2
472,0.0004022904582905178,808,19,13
470,0.0004022904582905178,809,19,14
1203,0.00040111436697044724,810,85,11
1205,0.00040111436697044724,811,85,12
1148,0.00040064300415598817,812,72,2
948,0.0003999673644729221,813,51,15
950,0.0003999673644729221,814,51,16
254,0.00039647840879040606,815,12,47
883,0.0003955772744835208,816,42,28
696,0.00039292430271025867,817,31,3
694,0.00039292430271025867,818,31,4
519,0.00039265571552951097,819,23,11
514,0.00039265571552951097,820,23,12
517,0.00039265571552951097,821,23,13
1265,0.00038830171153181217,822,92,37
702,0.00038822017599285743,823,32,9
461,0.0003878573172979488,824,19,15
748,0.0003834306662907928,825,34,24
1021,0.00038336895153597255,826,58,15
824,0.00038291261650659215,827,41,11
815,0.00038291261650659215,828,41,12
819,0.00038291261650659215,829,41,13
844,0.00038291261650659215,830,41,14
823,0.00038291261650659215,831,41,15
813,0.00038291261650659215,832,41,16
1235,0.00038281471085759337,833,90,5
1182,0.0003817238633252502,834,82,4
488,0.000380540923243317,835,21,19
704,0.0003794830128940848,836,32,10
1250,0.00037897388220800284,837,92,38
528,0.00037759521076650396,838,23,14
1105,0.00037759521076650396,839,66,5
1245,0.0003775846364773905,840,92,39
797,0.0003763062701292084,841,39,7
170,0.00037579732331083175,842,6,29
1023,0.0003747297319596938,843,58,16
1026,0.0003747297319596938,844,58,17
130,0.0003747297319596938,845,6,30
910,0.00037452218889570557,846,43,18
891,0.00037452218889570557,847,43,19
904,0.00037452218889570557,848,43,20
1188,0.0003730034137088537,849,84,4
1187,0.0003730034137088537,850,84,5
1045,0.0003704185749120337,851,60,5
1043,0.0003704185749120337,852,60,6
913,0.0003696966064888846,853,46,8
614,0.00036888082992661986,854,27,41
839,0.00036622397050894615,855,41,17
842,0.00036622397050894615,856,41,18
820,0.00036622397050894615,857,41,19
846,0.00036622397050894615,858,41,20
964,0.0003661166365930131,859,52,17
990,0.0003661166365930131,860,52,18
965,0.0003661166365930131,861,52,19
272,0.00036477403067243036,862,12,48
782,0.0003646148099893028,863,36,16
529,0.0003646148099893028,864,23,15
769,0.0003646148099893028,865,36,17
771,0.0003646148099893028,866,36,18
1128,0.0003638344732092761,867,68,10
1115,0.0003638344732092761,868,68,11
1120,0.0003638344732092761,869,68,12
462,0.0003617059615950919,870,19,16
556,0.00036127541352286416,871,25,25
1220,0.0003603013775370442,872,86,12
465,0.0003596538197370735,873,19,17
1113,0.00035945265177473186,874,68,13
35,0.00035760202453787244,875,2,31
647,0.00035760202453787244,876,27,42
172,0.0003574374120042978,877,6,31
456,0.0003566502336554123,878,19,18
639,0.00035616082786855627,879,27,43
900,0.0003556275776444331,880,43,21
1214,0.0003554845025262087,881,86,13
1032,0.0003547071623735881,882,58,18
1016,0.0003547071623735881,883,58,19
1012,0.0003547071623735881,884,58,20
1033,0.0003547071623735881,885,58,21
604,0.00035318755944697223,886,26,16
1047,0.00035239075049395816,887,60,7
745,0.0003504272733625603,888,34,25
1124,0.00035007450801350845,889,68,14
1123,0.00035007450801350845,890,68,15
45,0.0003497686410549425,891,2,32
1149,0.000348779184417084,892,73,5
337,0.00034839553836030896,893,15,12
859,0.0003482051160981377,894,42,29
713,0.0003474880150479484,895,32,11
159,0.0003469682824725495,896,6,32
920,0.000346878306796839,897,46,9
1219,0.00034655948778529574,898,86,14
1209,0.00034655948778529574,899,86,15
638,0.00034461636431156893,900,27,44
629,0.00034373199933376494,901,27,45
1253,0.0003426378042336519,902,92,40
705,0.00034214417748969976,903,32,12
709,0.00034214417748969976,904,32,13
698,0.00034214417748969976,905,32,14
706,0.00034214417748969976,906,32,15
715,0.00034214417748969976,907,32,16
332,0.0003420175977335867,908,13,30
41,0.00034179219930537396,909,2,33
49,0.00034179219930537396,910,2,34
66,0.00034169868478589333,911,2,35
23,0.0003413312048533479,912,1,21
499,0.00034020577847028856,913,21,20
509,0.00034020577847028856,914,21,21
342,0.00034018778686556765,915,15,13
339,0.00034018778686556765,916,15,14
106,0.0003400437983934729,917,3,28
497,0.0003400437983934729,918,21,22
641,0.00033986323347986596,919,27,46
487,0.0003371900544084387,920,21,23
494,0.0003371900544084387,921,21,24
486,0.0003371900544084387,922,21,25
754,0.0003362770585490727,923,34,26
445,0.00033560255607392324,924,17,10
115,0.00033508527032858216,925,3,29
91,0.00033450210079645124,926,3,30
116,0.0003334807915138168,927,3,31
693,0.00033343065401178745,928,31,5
501,0.0003333831153511876,929,21,26
755,0.00033260039571383513,930,34,27
236,0.00033157770940127037,931,12,49
347,0.0003306570008795005,932,15,15
271,0.0003303452244103682,933,12,50
483,0.00032940081469164475,934,21,27
899,0.00032849566559321915,935,43,22
354,0.00032849566559321915,936,15,16
60,0.0003267398053927084,937,2,36
273,0.0003259101623792765,938,12,51
150,0.00032589292924844126,939,6,33
89,0.0003250484770762926,940,3,32
127,0.0003236942752601891,941,6,34
1289,0.00032310202665313155,942,93,3
697,0.000322951432152716,943,32,17
20,0.00032215625824894673,944,1,22
1097,0.00032199314177956684,945,65,8
1049,0.00032182416883097997,946,61,9
165,0.0003205825900565296,947,6,35
217,0.00032042542624385585,948,12,52
918,0.00031983820892035603,949,46,10
56,0.00031873646618743926,950,2,37
18,0.0003182620874892992,951,1,23
877,0.0003176733390678223,952,42,30
538,0.0003167910190217551,953,24,13
717,0.00031608536523543556,954,33,12
868,0.0003156905349254443,955,42,31
886,0.0003156905349254443,956,42,32
386,0.0003156885527544821,957,16,49
624,0.0003150509029759797,958,27,47
929,0.00031383837599570493,959,47,2
631,0.00031383837599570493,960,27,48
129,0.00031382406511020714,961,6,36
1193,0.0003131833233722263,962,85,13
306,0.0003131833233722263,963,13,31
329,0.0003119512174511428,964,13,32
303,0.0003119512174511428,965,13,33
1083,0.0003110852639371866,966,63,13
1076,0.0003110852639371866,967,63,14
1085,0.0003110852639371866,968,63,15
1072,0.0003110852639371866,969,63,16
1078,0.0003110852639371866,970,63,17
270,0.0003108424836004714,971,12,53
224,0.0003108424836004714,972,12,54
58,0.0003088799814092147,973,2,38
80,0.0003088799814092147,974,3,33
107,0.0003088799814092147,975,3,34
98,0.0003088799814092147,976,3,35
376,0.00030873818017500233,977,16,50
108,0.00030816876434315154,978,3,36
43,0.00030808586383088875,979,2,39
1070,0.000307900262422358,980,63,18
664,0.000307654212426078,981,27,49
232,0.0003069397150905973,982,12,55
636,0.0003065348051221971,983,27,50
145,0.00030644762305334075,984,6,37
230,0.00030644762305334075,985,12,56
287,0.00030644762305334075,986,12,57
239,0.00030644762305334075,987,12,58
288,0.00030644762305334075,988,12,59
672,0.0003057719461297112,989,27,51
613,0.0003057719461297112,990,27,52
663,0.0003046897602906951,991,27,53
251,0.0003045888276211774,992,12,60
607,0.0003041658744378735,993,27,54
219,0.00030416424071363007,994,12,61
237,0.0003040715283317132,995,12,62
262,0.0003040715283317132,996,12,63
879,0.00030389489798269447,997,42,33
675,0.0003036301771548929,998,28,7
269,0.0003031506258307309,999,12,64
559,0.00030264537200083263,1000,25,26
79,0.0003024455163825774,1001,3,37
82,0.0003024455163825774,1002,3,38
85,0.0003024001178312156,1003,3,39
55,0.0003022611124345878,1004,2,40
286,0.0003020770342773157,1005,12,65
280,0.0003020770342773157,1006,12,66
260,0.0003020770342773157,1007,12,67
1091,0.00030135512358216523,1008,63,19
92,0.00030135512358216523,1009,3,40
94,0.00030135512358216523,1010,3,41
120,0.00030135512358216523,1011,3,42
314,0.00030113999901721576,1012,13,34
164,0.00029839223737516084,1013,6,38
282,0.00029839223737516084,1014,12,68
95,0.00029739180075884263,1015,3,43
83,0.00029739180075884263,1016,3,44
1065,0.0002970636691018622,1017,63,20
901,0.00029667226308748343,1018,43,23
425,0.0002957598183036162,1019,16,51
384,0.0002957598183036162,1020,16,52
383,0.0002957598183036162,1021,16,53
382,0.0002907953848701402,1022,16,54
412,0.0002887068726237944,1023,16,55
197,0.0002869018532212325,1024,8,30
176,0.00028433663450770657,1025,8,31
207,0.00028433663450770657,1026,8,32
191,0.00028062508408243736,1027,8,33
203,0.00028062508408243736,1028,8,34
