n_nodes,influence,communities,time,nodes,std
0.14534883720930214,52.31,11,17,"[513, 1305]",22.331368072735714
0.5813953488372094,52.99,12,16,"[1076, 518, 1117, 331, 544, 1239, 96, 1017]",40.507283295723504
1.5261627906976745,55.52,13,14,"[513, 1305, 89, 542, 730, 508, 351, 350, 111, 544, 407, 56, 282, 1117, 696, 489, 539, 1017, 55, 96, 841]",18.80132974020721
0.8720930232558137,53.82,13,15,"[513, 703, 768, 553, 1269, 96, 489, 407, 696, 1017, 56, 539]",33.35580908927259
0.14534883720930214,51.6,12,17,"[57, 1305]",54.84569262941257
0.6540697674418603,54.61,12,14,"[98, 1305, 88, 89, 730, 1117, 860, 96, 1017]",35.05780940104501
0.43604651162790686,52.73,12,18,"[604, 106, 1239, 860, 56, 539]",28.41284920594906
0.3633720930232558,53.71,11,16,"[513, 1305, 88, 526, 730]",32.57360894957757
0.6540697674418603,52.97,13,13,"[57, 1305, 398, 89, 878, 638, 860, 96, 1017]",24.504081292715302
0.7267441860465116,53.66,13,15,"[98, 1305, 88, 89, 730, 489, 407, 1128, 1017, 696]",24.842705166708395
1.1627906976744184,55.03,13,17,"[57, 75, 88, 89, 730, 1163, 351, 696, 727, 1017, 96, 1175, 841, 111, 407, 539]",199.168370982945
0.2906976744186047,51.97,12,17,"[57, 1305, 456, 89]",30.371203466441692
