measure,Hyperarea,GD
two-hop,0.9218954602720953,3.3959219648088994
page_rank,0.9589091983632333,0.7665362035788508
degree_centrality,0.9587359925631693,0.7874022628036224
katz_centrality,0.9638338531962934,0.5871679338579454
betweenness,0.9613779528953784,0.6811376696566602
closeness,0.9599708958726665,0.7092809111631848
eigenvector_centrality,0.9595651177619255,0.7391042079474736
core,0.9623897286655575,0.6401982895389374
