n_nodes,influence,communities,time,nodes,std
17.0,206.9,6,17,"[480, 289, 180, 108, 26, 159, 215, 314, 351, 457, 356, 228, 488, 107, 241, 379, 410]",77.17642126971164
2.0,62.9,2,5,"[463, 164]",14.517575555167607
8.0,127.6,6,13,"[180, 235, 41, 428, 329, 495, 112, 365]",48.16648212190714
6.0,126.6,5,10,"[180, 235, 41, 428, 272, 259]",44.36766840842552
7.0,130.2,5,13,"[463, 289, 180, 26, 22, 459, 434]",57.20498230049547
4.0,96.2,4,12,"[275, 290, 66, 346]",50.2995029796518
8.0,145.4,5,13,"[180, 362, 235, 24, 495, 112, 329, 365]",37.02377614452637
22.0,236.7,7,14,"[185, 260, 436, 298, 418, 98, 485, 410, 495, 60, 112, 49, 29, 351, 354, 496, 228, 488, 263, 241, 379, 109]",62.48039692575584
5.0,106.7,4,11,"[242, 290, 66, 276, 280]",23.83296037004216
6.0,120.4,6,11,"[463, 336, 180, 454, 26, 259]",44.02147203354291
3.0,81.4,3,11,"[246, 65, 55]",22.999130418344084
10.0,139.5,7,13,"[480, 290, 66, 374, 30, 493, 302, 144, 414, 234]",35.85582240027413
18.0,215.3,6,17,"[290, 164, 345, 9, 139, 301, 495, 42, 460, 516, 305, 340, 215, 222, 351, 354, 356, 228]",69.0467233111029
11.0,149.6,7,15,"[463, 235, 422, 24, 329, 495, 365, 112, 241, 379, 326]",36.83870247443577
9.0,132.8,7,13,"[180, 1, 418, 472, 230, 334, 73, 493, 311]",69.38594958635358
22.0,237.2,6,15,"[180, 1, 194, 69, 487, 72, 439, 309, 460, 205, 76, 340, 215, 222, 351, 354, 356, 228, 175, 107, 232, 379]",55.814782988022095
2.0,59.2,3,8,"[180, 455]",38.499870129651086
19.0,228.2,7,17,"[180, 139, 150, 24, 404, 286, 196, 207, 163, 219, 471, 301, 495, 351, 295, 42, 107, 148, 263]",54.8839685154053
5.0,53.2,6,16,"[463, 164, 340, 495, 280]",36.07214992206592
8.0,118.9,7,13,"[275, 290, 66, 428, 139, 495, 112, 470]",51.047918664721294
12.0,202.1,7,13,"[366, 289, 180, 26, 469, 259, 30, 493, 302, 144, 414, 220]",62.4704730252621
23.0,252.8,7,15,"[480, 419, 8, 428, 307, 167, 118, 301, 485, 495, 60, 77, 112, 49, 222, 351, 69, 163, 356, 215, 228, 145, 380]",45.11939715909334
23.0,258.8,6,16,"[180, 168, 150, 24, 139, 301, 495, 163, 471, 219, 42, 228, 49, 351, 295, 148, 29, 488, 232, 215, 107, 379, 380]",73.48122209108936
5.0,95.4,5,15,"[41, 164, 340, 414, 234]",58.371311446634465
3.0,67.9,4,7,"[188, 229, 55]",19.079832284378185
18.0,202.9,7,15,"[480, 289, 345, 9, 139, 301, 495, 42, 427, 516, 305, 340, 215, 222, 351, 354, 356, 228]",64.08307108745647
7.0,84.7,7,12,"[275, 290, 66, 428, 472, 495, 112]",66.24047101281813
9.0,155.3,6,16,"[275, 443, 66, 9, 139, 495, 301, 311, 215]",57.758462583417156
