n_nodes,influence,communities,time,nodes,std
3.0,1756.7,7,21,"[748, 1748, 527]",24.78790027412568
71.0,1799.6,7,12,"[870, 1458, 1416, 1673, 526, 780, 919, 783, 1425, 535, 287, 1823, 640, 657, 1941, 1430, 1163, 1695, 1827, 1530, 892, 2046, 712, 1023, 2072, 1315, 1509, 229, 1641, 490, 1387, 94, 492, 1319, 874, 13, 1433, 1583, 1839, 945, 1714, 950, 57, 1850, 1468, 1214, 1729, 1730, 452, 1479, 1993, 1096, 1480, 1229, 718, 593, 465, 1235, 1364, 2006, 1368, 89, 1622, 1118, 1248, 222, 1383, 367, 2030, 495, 1406]",19.912056649176147
5.0,1766.1,7,21,"[1884, 1429, 738, 628, 640]",22.99652147608416
9.0,1773.4,7,18,"[1884, 1429, 738, 1642, 640, 367, 2030, 900, 1406]",26.838219016916902
66.0,1799.0,7,12,"[870, 1458, 138, 1416, 1673, 913, 919, 526, 631, 783, 1450, 908, 1275, 49, 1941, 1715, 1882, 1430, 657, 488, 287, 1660, 1678, 127, 1425, 1523, 1288, 940, 1583, 1839, 640, 945, 712, 1714, 950, 57, 1695, 1850, 1468, 1214, 1729, 1730, 452, 1479, 1993, 1827, 1096, 1480, 1229, 718, 593, 465, 1235, 1364, 2006, 1368, 642, 1622, 1118, 1248, 222, 1383, 367, 2030, 495, 1406]",23.559286916203554
28.0,1781.9,7,14,"[870, 1458, 1416, 1673, 1638, 526, 919, 783, 913, 631, 1450, 1275, 1941, 49, 1882, 1715, 908, 1430, 367, 1795, 657, 2030, 1425, 495, 1406, 640, 712, 488]",19.09685838037241
32.0,1784.4,7,15,"[1202, 1458, 138, 1416, 1673, 913, 919, 526, 631, 1601, 783, 1345, 1860, 1482, 49, 908, 1715, 640, 712, 1425, 287, 1882, 488, 1660, 638, 127, 1523, 1430, 1288, 1695, 940, 1927]",19.40206174611348
20.0,1780.4,7,15,"[748, 1419, 49, 1397, 1673, 138, 526, 919, 1163, 631, 913, 161, 1275, 640, 1450, 1941, 908, 657, 1430, 712]",30.942042595795126
38.0,1788.6,7,13,"[870, 1430, 1458, 1523, 138, 1288, 1416, 913, 631, 919, 1673, 940, 1275, 526, 1450, 1700, 783, 49, 1715, 1882, 1128, 1660, 488, 127, 886, 640, 1941, 908, 1678, 619, 1425, 287, 1695, 1583, 1839, 945, 1479, 712]",23.56034804496742
4.0,1762.0,7,19,"[439, 1458, 1905, 640]",45.91557469965937
7.0,1766.6,7,19,"[439, 1647, 1905, 640, 2030, 900, 1406]",29.158360722098216
29.0,1782.6,7,14,"[870, 1458, 705, 1416, 1673, 138, 526, 402, 1425, 1941, 1275, 631, 919, 1430, 783, 657, 1678, 49, 640, 1715, 1882, 119, 488, 1660, 908, 1523, 1288, 940, 950]",20.190096582235558
13.0,1776.1,7,18,"[870, 1458, 719, 287, 1416, 1673, 526, 279, 640, 712, 1425, 1941, 222]",26.74341040331244
60.0,1798.2,7,12,"[1426, 590, 1401, 1049, 527, 1469, 705, 908, 1425, 526, 631, 1941, 783, 640, 1450, 712, 1275, 926, 1715, 1882, 488, 1678, 1430, 1288, 1660, 657, 127, 287, 940, 1695, 1523, 1827, 1096, 1480, 1229, 1583, 1839, 718, 945, 593, 950, 57, 1714, 1850, 1468, 1214, 1729, 1730, 452, 1993, 1479, 465, 1235, 1364, 2006, 1368, 642, 1622, 1672, 1248]",17.16420694352058
41.0,1794.0,7,13,"[870, 1481, 1430, 1397, 410, 904, 161, 1149, 1450, 1275, 640, 1673, 712, 1023, 919, 908, 2072, 49, 1425, 1941, 526, 1315, 1509, 488, 1827, 1523, 1678, 2052, 940, 1839, 1479, 1096, 1480, 1729, 1730, 452, 1583, 945, 57, 950, 1714]",15.559241626763175
35.0,1786.0,7,15,"[870, 1523, 1430, 1458, 138, 1288, 940, 1660, 631, 127, 929, 913, 1275, 919, 1678, 619, 287, 1673, 1450, 1433, 1700, 1715, 1128, 1882, 488, 49, 886, 1862, 526, 289, 640, 712, 908, 1425, 1941]",29.463367085246723
19.0,1780.1,7,16,"[870, 1458, 1335, 1673, 1638, 526, 919, 783, 473, 631, 1450, 1345, 1860, 1482, 1882, 640, 1425, 908, 712]",28.579713084634
49.00000000000001,1795.4,7,13,"[870, 1523, 1430, 1458, 138, 1288, 940, 1660, 631, 127, 1416, 913, 1275, 919, 1678, 619, 287, 2072, 2056, 1673, 1433, 1509, 229, 1641, 490, 1387, 94, 492, 1319, 874, 13, 526, 1797, 1714, 783, 950, 57, 1850, 1468, 1425, 1941, 1214, 1729, 1583, 945, 640, 1730, 452, 712]",19.845654436173174
