n_nodes,influence,communities,time,nodes
58.0,111.34,9,5,"[1341, 1524, 17, 1190, 861, 230, 1114, 3861, 988, 699, 1134, 599, 1594, 514, 164, 5147, 2897, 114, 360, 5746, 513, 184, 263, 3592, 2418, 1793, 1545, 1444, 636, 568, 777, 4546, 776, 180, 1093, 4372, 4298, 1307, 292, 550, 734, 716, 214, 1119, 1277, 899, 524, 3728, 2957, 143, 1423, 2618, 1302, 545, 172, 565, 2487, 1600]"
57.0,104.3,11,5,"[1341, 4354, 1914, 1190, 861, 230, 2512, 17, 4546, 888, 3833, 1134, 5346, 114, 3861, 699, 38, 360, 5746, 284, 1533, 52, 599, 3422, 2897, 1138, 4190, 1119, 636, 713, 546, 2274, 643, 1444, 2817, 1419, 22, 513, 565, 184, 899, 3592, 777, 2487, 524, 2957, 4372, 143, 3728, 1423, 1302, 545, 172, 180, 740, 1600, 734]"
81.0,146.86,6,5,"[1341, 326, 533, 1190, 5225, 861, 1134, 230, 184, 599, 3592, 220, 513, 1593, 1648, 716, 3046, 159, 284, 988, 1419, 3156, 1533, 713, 2957, 52, 5707, 748, 558, 3277, 734, 2960, 1793, 2274, 568, 1526, 524, 410, 565, 2487, 2142, 1545, 488, 3087, 180, 776, 2643, 1507, 4298, 1759, 1423, 143, 2937, 352, 709, 2370, 172, 740, 962, 1509, 4651, 239, 545, 1600, 3538, 546, 1277, 44, 914, 22, 1307, 1311, 292, 550, 5479, 223, 694, 1342, 2242, 213, 1641]"
33.0,70.76,7,5,"[3376, 17, 1546, 3718, 513, 777, 988, 5225, 1293, 599, 1524, 184, 903, 829, 1119, 4627, 180, 4372, 3833, 482, 553, 1816, 172, 568, 214, 713, 565, 524, 740, 734, 4651, 3277, 52]"
80.0,139.08,11,5,"[1341, 4354, 861, 1190, 2195, 230, 17, 3861, 1914, 2512, 1134, 699, 888, 114, 3833, 360, 2897, 1444, 599, 5746, 5346, 38, 1119, 284, 4372, 52, 4651, 1138, 636, 4190, 713, 546, 565, 184, 1533, 2274, 2817, 2487, 1419, 22, 1307, 180, 292, 214, 1780, 3796, 1793, 3728, 2242, 709, 44, 3303, 740, 899, 643, 223, 213, 3592, 777, 734, 513, 1302, 1277, 1600, 524, 2957, 558, 1423, 716, 3070, 143, 4298, 189, 550, 172, 545, 914, 2370, 352, 1509]"
47.0,93.24,9,5,"[1341, 3592, 17, 1190, 861, 230, 184, 3861, 1134, 699, 599, 777, 2897, 1524, 1444, 513, 360, 114, 180, 5178, 1114, 4546, 1914, 5085, 3411, 4372, 748, 1793, 1545, 568, 1093, 4298, 899, 776, 734, 524, 2957, 1119, 143, 1423, 1302, 565, 2487, 545, 172, 1600, 740]"
68.0,126.83,9,5,"[3376, 17, 4, 3718, 777, 513, 988, 5225, 1134, 599, 1524, 903, 184, 829, 1119, 4627, 180, 482, 3833, 553, 4372, 1816, 713, 52, 2955, 3277, 1317, 740, 558, 87, 172, 568, 1086, 2274, 2487, 284, 4286, 1138, 4651, 1648, 214, 4930, 3087, 546, 143, 1277, 1423, 550, 565, 914, 22, 1307, 716, 1311, 292, 209, 223, 410, 606, 3895, 1600, 899, 1641, 213, 643, 524, 1342, 2242]"
20.0,47.84,5,5,"[1341, 17, 1190, 3727, 861, 230, 699, 513, 599, 3592, 2897, 184, 1134, 13, 538, 1524, 777, 2957, 180, 988]"
16.0,33.78,8,4,"[5691, 4048, 4, 3718, 513, 988, 274, 407, 239, 1562, 3867, 3355, 184, 13, 2957, 538]"
39.0,79.59,8,5,"[3376, 4048, 4, 3718, 513, 988, 599, 5225, 777, 1134, 1524, 184, 903, 1100, 634, 13, 3833, 1035, 180, 1877, 4952, 538, 2035, 2955, 3856, 172, 643, 524, 545, 52, 1600, 1419, 1138, 558, 3277, 2274, 1526, 410, 740]"
71.0,132.21,10,5,"[1341, 1970, 861, 17, 777, 1190, 3861, 230, 1444, 1134, 699, 209, 1086, 599, 410, 606, 4651, 4190, 3833, 546, 1120, 184, 2527, 2274, 1533, 5746, 513, 1122, 3592, 13, 988, 3728, 4349, 734, 1119, 1641, 1648, 2957, 524, 1138, 284, 636, 175, 5346, 1302, 776, 488, 694, 1475, 2242, 709, 713, 143, 716, 3701, 213, 214, 223, 3303, 1784, 1277, 1307, 2937, 1311, 292, 1342, 4294, 352, 899, 740, 1423]"
49.00000000000001,98.52,8,5,"[3376, 4048, 4, 1100, 3718, 988, 5225, 634, 1134, 1524, 513, 89, 13, 1035, 3833, 164, 1308, 777, 184, 3156, 903, 748, 1793, 875, 3339, 2035, 1545, 606, 263, 180, 209, 3046, 899, 1419, 524, 546, 568, 4651, 172, 558, 734, 565, 52, 713, 3277, 214, 2274, 740, 1138]"
81.0,142.41,11,5,"[1341, 4354, 1190, 17, 861, 230, 4546, 3861, 1914, 699, 2512, 1134, 888, 114, 3833, 360, 2897, 599, 5746, 1444, 5346, 38, 1119, 4372, 4190, 284, 1533, 565, 636, 2817, 184, 3592, 1138, 2487, 513, 488, 1475, 2846, 622, 2274, 713, 4651, 1120, 558, 223, 2937, 3303, 3728, 546, 1122, 740, 1126, 1551, 213, 899, 1641, 1784, 914, 734, 643, 1419, 1277, 1600, 1302, 777, 2957, 716, 524, 180, 214, 1311, 175, 22, 1307, 1423, 292, 172, 550, 143, 545, 1342]"
43.0,86.07,7,5,"[1341, 17, 1190, 3861, 861, 230, 699, 513, 599, 3592, 1134, 184, 2993, 4930, 3087, 546, 1277, 550, 914, 22, 1307, 716, 1311, 988, 292, 209, 223, 410, 606, 3895, 1641, 213, 643, 4169, 2242, 524, 1600, 899, 1093, 1423, 143, 565, 2487]"
73.0,134.79,11,5,"[735, 1102, 1119, 533, 3718, 777, 5225, 1134, 513, 599, 3735, 988, 184, 1524, 903, 4372, 740, 180, 524, 713, 1086, 3833, 2274, 606, 4190, 5746, 1120, 546, 2957, 4627, 1533, 776, 3728, 4651, 4349, 1641, 1302, 1648, 172, 1138, 284, 734, 636, 143, 175, 5346, 488, 2151, 1475, 2242, 1784, 709, 3303, 899, 716, 3592, 213, 214, 1122, 223, 1277, 13, 1307, 410, 1423, 2937, 1311, 292, 1342, 4294, 352, 3538, 1509]"
52.0,100.32,10,5,"[3376, 4048, 4, 3861, 513, 988, 861, 599, 230, 699, 777, 1134, 184, 1524, 3592, 2897, 1444, 360, 114, 4372, 5746, 1114, 180, 4546, 1594, 514, 3728, 164, 636, 5147, 263, 524, 2418, 1793, 734, 1545, 568, 1119, 776, 565, 2487, 1093, 4298, 899, 1302, 740, 143, 1423, 4474, 2957, 545, 172]"
56.0,111.37,7,5,"[1341, 4627, 2960, 4, 1143, 1403, 164, 1308, 3156, 2487, 5126, 209, 565, 1086, 283, 606, 748, 410, 3833, 4201, 4651, 3046, 159, 1093, 1533, 2274, 546, 184, 643, 52, 568, 1419, 558, 1526, 988, 1793, 734, 263, 1648, 1545, 172, 1138, 1317, 545, 3277, 1600, 899, 776, 524, 2957, 1302, 284, 713, 716, 214, 740]"
7.0,20.0,3,4,"[1341, 3758, 3389, 103, 184, 988, 538]"
16.0,40.66,4,4,"[735, 1102, 1119, 533, 3903, 861, 4345, 220, 1134, 599, 538, 988, 513, 184, 3592, 2957]"
63.0,118.08,9,5,"[3376, 4048, 1100, 4, 3718, 988, 634, 599, 13, 673, 777, 5225, 184, 1524, 1134, 2957, 3833, 538, 2955, 3087, 143, 903, 180, 4627, 1423, 4372, 713, 740, 914, 553, 3277, 22, 52, 87, 3281, 1138, 1816, 410, 1648, 1307, 284, 1277, 1311, 546, 1086, 568, 1317, 558, 4286, 292, 214, 550, 2487, 172, 4930, 4651, 565, 3895, 1600, 716, 209, 606, 223]"
3.0,6.53,2,3,"[1427, 17, 1119]"
13.0,28.49,7,4,"[3376, 4048, 4, 3718, 513, 988, 3627, 5225, 2904, 1134, 1524, 184, 3156]"
9.0,15.43,7,3,"[3376, 4048, 513, 4, 3718, 5181, 599, 777, 3833]"
35.0,73.97,10,5,"[735, 4627, 3239, 103, 184, 1127, 1093, 2358, 3861, 988, 1444, 699, 2957, 1134, 599, 545, 114, 1524, 1100, 875, 513, 360, 779, 5746, 3592, 13, 1551, 4367, 1793, 2274, 524, 180, 4372, 734, 1119]"
7.0,19.45,4,3,"[1341, 17, 3471, 103, 184, 1772, 988]"
39.0,81.22,7,5,"[1341, 1970, 17, 1190, 861, 230, 777, 3861, 1444, 699, 1134, 599, 4360, 875, 1524, 360, 2035, 1100, 2955, 184, 3856, 172, 2274, 643, 513, 52, 1600, 1419, 13, 988, 1138, 558, 3277, 1526, 180, 524, 410, 740, 545]"
81.0,143.4,10,5,"[3376, 17, 1546, 2277, 861, 513, 230, 4546, 3861, 1914, 699, 2512, 1119, 777, 888, 599, 3833, 360, 1134, 2897, 184, 5746, 1444, 5346, 38, 4372, 114, 4190, 284, 1533, 172, 565, 524, 4206, 636, 2817, 545, 3592, 558, 1419, 2487, 488, 1600, 1475, 2846, 2274, 622, 740, 643, 713, 4651, 1120, 223, 2937, 3303, 3728, 546, 1122, 1126, 1551, 213, 899, 1641, 1784, 914, 734, 1277, 1302, 2957, 716, 180, 214, 1311, 175, 22, 1307, 1423, 292, 550, 143, 1342]"
44.0,91.75,6,5,"[3376, 17, 1546, 2277, 513, 3718, 988, 777, 1524, 2960, 5225, 1730, 1100, 634, 599, 1134, 1494, 1119, 538, 1093, 184, 713, 52, 1138, 3277, 2274, 734, 748, 1648, 1419, 4627, 524, 740, 636, 3156, 1308, 410, 545, 172, 558, 546, 716, 214, 1526]"
35.0,71.31,11,5,"[3376, 3239, 103, 1127, 513, 1093, 3925, 2358, 3861, 599, 1444, 184, 1134, 699, 1119, 1524, 2957, 545, 114, 1100, 4627, 180, 4372, 875, 360, 779, 5746, 3592, 13, 1551, 4367, 1793, 734, 2274, 524]"
52.0,102.2,9,5,"[3376, 17, 4, 3718, 513, 777, 988, 5225, 599, 1134, 1524, 903, 184, 829, 1119, 4627, 180, 4372, 482, 3833, 98, 1816, 1317, 3277, 713, 172, 568, 740, 1086, 4651, 546, 52, 2274, 2955, 558, 214, 87, 2487, 565, 1648, 410, 1302, 524, 643, 284, 716, 4286, 1138, 4930, 899, 3087, 1600]"
8.0,11.68,6,2,"[3376, 4048, 4, 3718, 2173, 988, 3627, 5225]"
8.0,20.37,4,3,"[1341, 1190, 17, 3861, 1127, 184, 988, 1143]"
86.0,151.64,10,5,"[1341, 1190, 17, 3861, 861, 230, 699, 1793, 599, 2421, 1134, 513, 1524, 3592, 283, 159, 482, 184, 1119, 875, 4627, 4372, 1100, 748, 1308, 988, 3156, 777, 1312, 903, 636, 1914, 5746, 654, 1648, 2920, 38, 180, 1528, 3978, 734, 484, 524, 360, 345, 3578, 1419, 1526, 779, 303, 740, 2278, 1126, 1122, 716, 545, 5486, 888, 1780, 13, 1551, 1277, 1600, 143, 214, 172, 1423, 914, 3303, 22, 410, 1307, 1311, 292, 223, 550, 558, 1641, 175, 1342, 2242, 2370, 709, 1873, 213, 1509]"
26.0,53.32,9,5,"[3207, 4048, 513, 3861, 4402, 988, 861, 4, 1444, 777, 360, 1524, 599, 699, 114, 4372, 5746, 1114, 184, 734, 1119, 643, 230, 1093, 3592, 1134]"
68.0,129.12,7,5,"[1341, 103, 2850, 513, 3471, 184, 599, 988, 3728, 5225, 2960, 1134, 1524, 903, 1100, 634, 1494, 538, 180, 1093, 1419, 748, 22, 777, 636, 1307, 4908, 1311, 292, 550, 3046, 175, 914, 694, 159, 3795, 1342, 2242, 3277, 213, 1793, 223, 1641, 899, 643, 1648, 740, 263, 776, 1545, 524, 2957, 1302, 410, 2274, 545, 546, 1317, 4651, 172, 565, 568, 1086, 1600, 716, 209, 214, 606]"
48.0,97.05,9,5,"[1088, 17, 4, 3718, 777, 513, 988, 5225, 1524, 1134, 599, 903, 829, 1119, 4627, 184, 180, 4372, 482, 3833, 98, 1816, 1317, 3277, 713, 568, 1307, 1311, 292, 172, 213, 3895, 1423, 143, 4651, 643, 546, 899, 214, 558, 524, 3087, 2487, 410, 565, 1600, 4930, 716]"
84.0,149.2,11,5,"[1341, 1102, 1119, 533, 3833, 3735, 777, 3718, 5225, 1134, 606, 4190, 5746, 599, 1524, 2957, 988, 513, 1533, 184, 740, 776, 3728, 4349, 4372, 903, 180, 2274, 713, 734, 3534, 1120, 636, 524, 5346, 2151, 1784, 1641, 1648, 3303, 1138, 3592, 1122, 13, 546, 2495, 914, 22, 4627, 694, 4651, 622, 488, 2370, 848, 2142, 172, 1302, 743, 1873, 1277, 1759, 284, 175, 1475, 239, 2937, 2242, 709, 899, 223, 716, 143, 213, 214, 1423, 410, 1307, 1311, 292, 352, 1509, 1342, 3538]"
23.0,48.92,6,4,"[3376, 17, 1546, 2277, 513, 3718, 988, 777, 1524, 2960, 5225, 1730, 1100, 634, 599, 1134, 1494, 1119, 5254, 1093, 713, 184, 4627]"
67.0,123.48,11,5,"[1341, 1970, 4360, 861, 17, 230, 875, 1190, 2035, 1100, 3861, 1134, 1444, 699, 5621, 1769, 360, 599, 389, 2955, 777, 5746, 3592, 3833, 636, 776, 87, 1317, 184, 3281, 713, 1816, 1648, 1307, 1311, 172, 1086, 558, 180, 52, 568, 513, 565, 2487, 4286, 292, 4372, 550, 740, 1600, 1119, 1138, 284, 4930, 3895, 209, 606, 223, 899, 214, 524, 3087, 716, 1277, 4651, 410, 546]"
64.0,122.07,10,5,"[1341, 1970, 861, 17, 777, 1190, 3861, 230, 1444, 1134, 699, 209, 148, 599, 410, 606, 4651, 4190, 3833, 546, 1120, 2527, 184, 2274, 1533, 5746, 1122, 3592, 3728, 4349, 988, 734, 513, 1119, 13, 1641, 1648, 2957, 1138, 284, 636, 175, 5346, 1302, 524, 776, 488, 694, 1475, 2242, 709, 713, 143, 716, 3701, 213, 214, 223, 3303, 1784, 1277, 1307, 2937, 1311]"
18.0,37.22,7,4,"[735, 1102, 675, 533, 3735, 3718, 5225, 1134, 777, 606, 4190, 5746, 599, 1524, 2957, 988, 513, 3833]"
33.0,69.28,8,5,"[3376, 4048, 3718, 1569, 4, 988, 903, 599, 1100, 513, 634, 13, 184, 1524, 777, 1134, 553, 3833, 1816, 713, 4372, 1317, 87, 180, 1086, 568, 1119, 740, 2955, 172, 3277, 558, 52]"
60.0,111.13,11,5,"[3376, 3239, 103, 1127, 513, 1093, 3925, 2358, 3861, 599, 1524, 184, 2957, 699, 1119, 1444, 545, 1134, 114, 5323, 779, 13, 1551, 4367, 1793, 180, 1100, 734, 4372, 2274, 558, 52, 875, 5746, 568, 360, 565, 2487, 4286, 3592, 292, 550, 740, 1600, 524, 1138, 284, 4930, 3895, 209, 606, 223, 899, 214, 3087, 716, 1277, 4651, 410, 546]"
24.0,51.43,7,4,"[3376, 5263, 4, 903, 3718, 988, 13, 599, 513, 3833, 5225, 1035, 184, 1524, 1134, 634, 777, 180, 1877, 4952, 1100, 538, 2035, 2955]"
56.0,110.0,8,5,"[1341, 1970, 861, 17, 1190, 777, 3861, 230, 1444, 1134, 699, 148, 209, 599, 4190, 1120, 606, 410, 4725, 2527, 4651, 5746, 1793, 263, 1533, 546, 2274, 1545, 184, 545, 4627, 740, 3277, 1317, 52, 734, 988, 172, 1648, 1641, 1138, 558, 565, 3872, 568, 1086, 1600, 776, 524, 2957, 1302, 284, 713, 716, 213, 214]"
72.0,133.9,9,5,"[3376, 17, 3718, 4, 829, 5225, 988, 777, 482, 1134, 553, 1524, 1816, 1317, 513, 599, 1119, 3277, 568, 184, 903, 52, 4627, 3833, 2955, 558, 87, 740, 180, 713, 4286, 4930, 2274, 4372, 2487, 172, 1086, 565, 3087, 1648, 550, 4651, 214, 546, 2486, 1600, 643, 1302, 1307, 1277, 284, 1311, 292, 716, 175, 899, 1342, 524, 1475, 709, 143, 3538, 410, 223, 5621, 1120, 352, 2242, 1641, 1509, 488, 213]"
67.0,125.9,9,5,"[3376, 17, 2274, 4, 829, 3718, 988, 5225, 546, 1134, 777, 1524, 2486, 482, 1302, 175, 3895, 599, 209, 513, 553, 1119, 606, 184, 3833, 1816, 3277, 899, 1317, 568, 643, 903, 2955, 52, 740, 524, 87, 3087, 180, 143, 1423, 4627, 1648, 4372, 713, 2487, 558, 4286, 4930, 410, 565, 1307, 284, 637, 1277, 1311, 1600, 214, 292, 550, 4651, 172, 1342, 716, 213, 223, 1641]"
73.0,137.08,9,5,"[1341, 1970, 861, 17, 1190, 777, 3861, 230, 1444, 1134, 699, 209, 606, 1086, 599, 4190, 2527, 410, 1533, 3833, 4651, 1120, 5746, 1122, 2274, 180, 546, 184, 2955, 4372, 558, 87, 2487, 988, 565, 643, 1648, 1641, 4286, 1119, 4930, 172, 513, 3087, 1600, 550, 2486, 3538, 552, 488, 899, 524, 143, 1423, 175, 284, 1302, 1307, 1475, 1311, 1277, 709, 713, 2937, 223, 2242, 716, 292, 213, 214, 1342, 352, 740]"
41.0,81.67,9,5,"[1341, 17, 903, 899, 4, 184, 988, 3718, 5225, 4043, 213, 1134, 524, 1524, 777, 3833, 599, 829, 1119, 482, 1342, 2955, 3087, 643, 143, 513, 180, 4627, 1423, 713, 740, 914, 553, 3277, 4372, 22, 52, 87, 3281, 1138, 1816]"
86.0,155.49,8,5,"[735, 4627, 17, 1190, 3861, 1093, 861, 230, 988, 184, 699, 3592, 599, 1134, 513, 2993, 4372, 482, 1277, 553, 546, 3833, 3087, 550, 1816, 1317, 716, 914, 22, 223, 1307, 903, 1311, 1641, 292, 1086, 180, 1399, 213, 159, 636, 776, 410, 2242, 214, 568, 1600, 740, 713, 734, 2352, 172, 1302, 565, 1281, 3277, 643, 2957, 2274, 524, 284, 143, 1138, 1423, 899, 545, 52, 3046, 1533, 4651, 558, 694, 488, 1475, 622, 1120, 1419, 2937, 3303, 1122, 1126, 1551, 1784, 175, 1342, 2370]"
17.0,38.07,6,4,"[1341, 17, 3471, 103, 1772, 184, 13, 988, 1551, 4367, 778, 2274, 524, 180, 4372, 734, 1119]"
24.0,49.95,8,4,"[3376, 17, 4, 3718, 777, 5225, 988, 513, 599, 1134, 3052, 903, 829, 184, 1119, 4627, 180, 4372, 482, 3833, 98, 1816, 1317, 3277]"
18.0,42.6,4,5,"[1341, 343, 903, 899, 4, 230, 988, 5225, 184, 1134, 545, 172, 2426, 1600, 740, 713, 2957, 284]"
26.0,56.58,6,5,"[4690, 4627, 3239, 103, 1127, 184, 1093, 2358, 3861, 1444, 988, 2957, 1134, 699, 599, 545, 114, 1226, 213, 1120, 352, 1509, 488, 2937, 513, 1119]"
46.0,94.19,7,5,"[3376, 4048, 4, 3782, 513, 988, 1134, 3249, 1524, 3833, 599, 634, 538, 777, 3277, 1100, 184, 2957, 903, 734, 52, 568, 565, 13, 2487, 740, 643, 1302, 284, 1533, 180, 558, 488, 1600, 545, 546, 1138, 899, 713, 2274, 172, 4651, 694, 3087, 214, 410]"
91.0,160.52,10,5,"[5691, 4048, 4, 3718, 513, 988, 3861, 1093, 861, 230, 699, 3592, 599, 1134, 2957, 184, 2993, 4372, 482, 1277, 553, 3833, 546, 3087, 550, 1816, 1317, 716, 914, 22, 223, 1307, 903, 1311, 1641, 292, 1086, 180, 1399, 213, 159, 636, 776, 410, 2242, 214, 568, 1600, 740, 713, 734, 2352, 172, 1302, 565, 2487, 3277, 643, 2274, 524, 284, 598, 1138, 1423, 899, 545, 52, 3046, 1533, 4651, 558, 694, 488, 1475, 622, 1120, 1419, 2937, 3303, 1122, 1126, 1551, 1784, 175, 1342, 2370, 5766, 1873, 3538, 352, 1509]"
44.0,92.27,5,5,"[1341, 17, 903, 2277, 798, 777, 988, 1524, 5225, 1134, 184, 1730, 1100, 634, 1494, 1119, 538, 1093, 1138, 4627, 599, 740, 3156, 1419, 636, 748, 1308, 545, 734, 1526, 172, 546, 2274, 716, 524, 513, 214, 2960, 410, 558, 52, 713, 3277, 1648]"
56.0,108.75,9,5,"[3376, 17, 3718, 4, 829, 5225, 988, 482, 553, 1134, 777, 1524, 1816, 513, 1119, 1317, 903, 599, 3833, 2955, 3277, 87, 568, 184, 180, 4286, 4930, 52, 740, 4372, 2708, 4627, 3087, 558, 2274, 713, 1138, 3872, 776, 1648, 2957, 524, 1302, 410, 1086, 284, 546, 4651, 214, 565, 172, 1600, 716, 213, 1120, 1641]"
60.0,113.22,10,5,"[3376, 4048, 4, 1100, 3718, 988, 5225, 634, 1134, 1524, 89, 599, 3592, 513, 699, 13, 1119, 1444, 545, 284, 114, 184, 5323, 779, 1551, 875, 4367, 4372, 1793, 2957, 606, 5746, 360, 4286, 209, 292, 180, 550, 1600, 410, 4930, 899, 2487, 568, 734, 546, 524, 4651, 300, 1138, 2274, 740, 558, 214, 565, 52, 3087, 223, 716, 1277]"
62.0,120.8,8,5,"[1341, 1970, 17, 861, 1190, 3861, 230, 777, 1444, 1134, 699, 4360, 599, 875, 1524, 360, 2035, 1100, 2955, 3856, 13, 1308, 184, 3650, 748, 513, 1793, 283, 52, 2274, 643, 988, 1093, 1419, 636, 1138, 776, 558, 410, 180, 3277, 734, 1600, 568, 565, 2487, 524, 1302, 2957, 284, 1533, 713, 740, 214, 899, 4651, 545, 546, 3087, 694, 488, 1475]"
61.0,117.66,8,5,"[735, 4627, 17, 1190, 3861, 1093, 861, 230, 988, 184, 699, 3592, 2993, 482, 599, 1277, 513, 1134, 546, 4372, 3087, 720, 3833, 716, 914, 553, 22, 1816, 223, 1307, 1311, 1641, 292, 1317, 1399, 213, 159, 1086, 636, 776, 903, 410, 180, 2242, 214, 1600, 734, 2352, 1302, 565, 2487, 643, 2957, 2274, 568, 740, 713, 172, 3277, 558, 52]"
42.0,83.36,9,4,"[1341, 17, 899, 903, 4043, 184, 988, 1342, 5225, 4, 643, 1134, 143, 1524, 213, 3833, 3718, 1423, 914, 22, 524, 599, 1119, 482, 3281, 1641, 829, 777, 513, 2955, 3087, 4627, 4372, 1816, 740, 553, 180, 1804, 713, 3277, 87, 1138]"
9.0,15.5,6,3,"[4064, 710, 3728, 4, 2323, 5181, 599, 777, 3833]"
55.0,106.52,9,5,"[3376, 17, 1317, 3718, 829, 5225, 568, 988, 482, 1134, 4, 1524, 4286, 4930, 553, 2708, 558, 2274, 3833, 1119, 777, 1816, 3872, 776, 599, 1648, 2957, 1302, 87, 3277, 513, 903, 740, 410, 2955, 184, 1086, 180, 1138, 284, 1448, 52, 4651, 214, 565, 172, 1600, 713, 4372, 716, 1120, 4627, 524, 3087, 213]"
91.0,164.32,9,5,"[1341, 1970, 17, 861, 777, 230, 1190, 1444, 4360, 3861, 1134, 482, 699, 553, 3833, 599, 1816, 1317, 716, 903, 1086, 1399, 159, 2352, 3046, 184, 1784, 5766, 513, 643, 172, 2274, 899, 776, 636, 988, 1138, 1419, 52, 524, 1093, 2957, 1551, 3087, 143, 1423, 734, 914, 22, 3277, 1302, 558, 180, 1600, 410, 1307, 740, 284, 568, 2487, 1311, 545, 713, 1277, 488, 622, 214, 565, 2937, 546, 1533, 292, 837, 4651, 3303, 1120, 175, 223, 1126, 1641, 694, 1122, 1342, 2242, 2370, 1475, 1873, 3538, 213, 352, 1509]"
33.0,68.17,9,4,"[1341, 17, 903, 899, 4, 988, 5225, 184, 4043, 13, 3718, 1317, 3833, 87, 1134, 1524, 4052, 1086, 568, 172, 558, 1119, 513, 2955, 4372, 599, 1816, 553, 180, 52, 713, 3277, 740]"
44.0,87.91,8,5,"[1341, 4, 17, 899, 903, 988, 3718, 4043, 5225, 184, 213, 3833, 829, 1134, 1524, 482, 1342, 2955, 777, 643, 143, 1119, 1423, 3087, 524, 599, 914, 553, 180, 22, 5384, 3281, 713, 4627, 1648, 513, 4167, 546, 52, 716, 2274, 214, 740, 1138]"
27.0,58.89,6,4,"[2182, 103, 2850, 3471, 3728, 599, 184, 513, 988, 5225, 2960, 634, 1494, 5440, 1134, 1524, 1600, 716, 1100, 565, 1793, 524, 180, 4372, 734, 2274, 1119]"
81.0,145.61,8,5,"[4690, 4627, 3782, 634, 4, 184, 5225, 538, 1100, 1524, 988, 777, 734, 2957, 1134, 13, 599, 1533, 1138, 694, 545, 213, 622, 3277, 2937, 3833, 568, 352, 3275, 488, 1120, 1784, 4931, 3303, 52, 513, 740, 3796, 903, 4298, 1126, 1122, 2274, 713, 558, 180, 44, 3070, 1551, 1423, 914, 2487, 22, 2370, 1277, 1873, 214, 565, 643, 899, 172, 3087, 1600, 143, 1302, 410, 1307, 550, 4651, 284, 1311, 546, 292, 175, 1342, 223, 1106, 1641, 3538, 709, 2242]"
51.0,101.65,9,5,"[3376, 4048, 3718, 1569, 1100, 988, 4, 903, 599, 634, 213, 829, 524, 1524, 482, 184, 1134, 3833, 513, 1342, 777, 643, 553, 143, 713, 4627, 1816, 1423, 3087, 1119, 740, 4372, 180, 757, 22, 5384, 3281, 3277, 2274, 3895, 209, 606, 52, 2955, 223, 214, 716, 1138, 1277, 4651, 546]"
51.0,103.6,7,5,"[1341, 2277, 17, 798, 903, 1730, 988, 1524, 1100, 5225, 1134, 777, 634, 1494, 538, 184, 1093, 3156, 1119, 1138, 1419, 636, 748, 1308, 545, 740, 734, 599, 1526, 4627, 172, 2960, 410, 558, 1816, 3895, 4372, 2274, 209, 606, 223, 1277, 716, 546, 4651, 214, 513, 524, 62, 713, 3277]"
40.0,83.37,7,5,"[1341, 343, 903, 230, 899, 4, 988, 545, 5225, 184, 2426, 1134, 740, 2957, 172, 284, 1317, 3277, 568, 713, 1307, 1311, 1600, 292, 213, 3895, 1423, 143, 4651, 643, 546, 214, 558, 524, 3473, 2487, 410, 565, 4930, 716]"
61.0,116.3,9,5,"[1341, 17, 1190, 903, 3861, 184, 988, 1093, 4033, 230, 699, 1134, 213, 3592, 2993, 3833, 1277, 546, 720, 599, 716, 482, 223, 1307, 1311, 1641, 292, 1317, 1399, 159, 3087, 1086, 740, 636, 180, 643, 713, 4627, 776, 410, 3277, 513, 2242, 553, 914, 214, 52, 4372, 22, 1600, 734, 2352, 1302, 1816, 565, 2487, 2957, 2274, 568, 172, 558]"
44.0,90.23,7,5,"[1341, 17, 899, 903, 4043, 184, 988, 1342, 5225, 143, 857, 734, 4577, 1134, 643, 1524, 3833, 565, 2487, 1302, 284, 1533, 1100, 488, 599, 1600, 545, 546, 52, 568, 2274, 4651, 13, 777, 694, 3087, 172, 558, 513, 740, 713, 180, 3277, 1138]"
75.0,139.99,8,5,"[735, 4627, 1190, 17, 3861, 1093, 861, 230, 988, 184, 699, 3592, 2993, 1277, 599, 553, 546, 3087, 1134, 4372, 550, 513, 716, 3833, 914, 482, 22, 1816, 223, 1307, 1311, 1641, 292, 1086, 1317, 1399, 213, 159, 636, 776, 903, 180, 410, 2242, 214, 568, 1600, 740, 713, 734, 2352, 172, 1302, 565, 1281, 643, 2957, 2274, 524, 284, 143, 2339, 1423, 899, 545, 3277, 52, 3046, 1533, 4651, 558, 694, 488, 1475, 622]"
6.0,9.6,6,2,"[3376, 5775, 4, 4786, 777, 3833]"
31.0,66.76,9,4,"[735, 4627, 3239, 103, 184, 1127, 1093, 2358, 3861, 988, 1444, 699, 2957, 1134, 599, 545, 114, 1524, 1100, 875, 513, 360, 779, 5746, 4249, 13, 1551, 4367, 1793, 2274, 524]"
55.0,108.63,7,5,"[1341, 2277, 17, 798, 1730, 903, 988, 1524, 1100, 5225, 1134, 777, 634, 1494, 538, 3156, 1119, 184, 1093, 1138, 748, 636, 1308, 1526, 2960, 3895, 209, 1419, 740, 606, 734, 62, 545, 599, 1784, 175, 1342, 2370, 513, 172, 4627, 1277, 2274, 524, 558, 4372, 223, 410, 1816, 546, 285, 713, 716, 3277, 214]"
