n_nodes,influence,communities,time,nodes,std
1.0,413.9,4,18,[1258],248.67279706473724
6.0,630.1,7,21,"[133, 1161, 1547, 1037, 238, 520]",71.32524097400582
21.0,687.7,7,20,"[516, 1029, 902, 644, 777, 1171, 25, 158, 1342, 57, 194, 190, 67, 1326, 593, 734, 1103, 607, 481, 214, 1229]",122.52346713997282
4.0,639.7,6,26,"[655, 1096, 1502, 488]",93.97877419928395
2.0,606.8,6,28,"[732, 1459]",126.3266005241968
26.0,707.0,7,20,"[992, 183, 1547, 655, 658, 1037, 1182, 287, 544, 802, 37, 423, 816, 949, 822, 1215, 1473, 1101, 1105, 474, 17, 88, 1112, 478, 233, 760]",87.68694315575154
52.0,752.5,7,15,"[1537, 258, 1154, 262, 1285, 1541, 136, 1289, 1419, 1165, 142, 271, 273, 659, 147, 789, 1172, 29, 932, 1192, 1322, 939, 940, 45, 180, 1026, 184, 825, 1467, 575, 192, 1344, 578, 195, 326, 1357, 333, 1104, 1109, 342, 119, 1240, 600, 346, 859, 604, 215, 990, 734, 478, 1249, 354]",41.771401700206326
49.00000000000001,743.6,7,17,"[992, 183, 1547, 655, 658, 1037, 1182, 287, 544, 1438, 671, 800, 929, 673, 432, 1317, 40, 1198, 815, 946, 816, 819, 1333, 567, 188, 191, 1479, 323, 199, 1099, 847, 1361, 1231, 82, 83, 84, 1110, 91, 736, 342, 119, 1240, 600, 346, 859, 503, 604, 215, 990]",33.5542843762164
19.0,685.4,7,21,"[516, 1029, 902, 644, 221, 1171, 25, 158, 1342, 1326, 57, 190, 194, 67, 572, 1145, 954, 155, 1116]",92.78254146120379
24.0,702.7,7,21,"[968, 513, 1502, 1324, 1231, 879, 1116, 1170, 816, 1500, 274, 60, 81, 340, 985, 477, 514, 607, 1250, 357, 106, 1522, 1011, 864]",60.55485116817644
43.0,727.3,7,17,"[128, 1029, 902, 134, 906, 1040, 402, 541, 542, 543, 674, 930, 405, 290, 944, 1329, 574, 820, 854, 61, 960, 1480, 1431, 929, 1482, 165, 1358, 340, 199, 1099, 1231, 847, 1361, 1261, 83, 84, 1110, 186, 736, 342, 119, 1240, 898]",33.72595439717014
40.0,734.9,6,17,"[992, 183, 1547, 655, 658, 1037, 1182, 287, 544, 802, 37, 423, 816, 949, 822, 1215, 1473, 1101, 1105, 474, 17, 88, 960, 1480, 969, 711, 1358, 81, 340, 985, 477, 847, 1502, 607, 864, 1250, 357, 106, 1522, 1011]",54.90400713973435
48.0,742.5,7,15,"[516, 1029, 902, 134, 1109, 1040, 402, 1299, 1035, 1438, 671, 800, 929, 673, 459, 1317, 40, 1198, 815, 816, 441, 819, 1333, 313, 188, 191, 323, 1479, 199, 1099, 1231, 847, 1361, 1261, 83, 84, 1110, 186, 736, 342, 119, 1240, 898, 346, 859, 503, 604, 215]",57.41437102328998
39.0,725.8,7,16,"[516, 1029, 902, 134, 1109, 1040, 402, 1299, 1035, 1438, 671, 800, 929, 673, 459, 1317, 40, 1198, 815, 816, 76, 819, 1333, 313, 188, 191, 323, 1479, 199, 1099, 1231, 847, 420, 1261, 83, 84, 1110, 186, 736]",46.0282521936256
70.0,766.2,7,14,"[732, 1459, 902, 185, 777, 1171, 25, 158, 1342, 644, 1326, 190, 194, 1075, 960, 958, 1020, 629, 287, 288, 801, 804, 293, 165, 933, 1448, 1195, 555, 685, 175, 1457, 818, 1463, 697, 448, 450, 761, 451, 66, 1095, 711, 328, 1483, 461, 975, 720, 848, 1234, 338, 1109, 598, 93, 1119, 100, 1382, 358, 1128, 959, 1514, 1133, 1262, 242, 888, 758, 632, 890, 1275, 1148, 637, 1023]",46.76334034262309
22.0,702.0,6,19,"[516, 1029, 902, 134, 1109, 1040, 402, 1299, 1035, 1438, 671, 190, 1105, 960, 1480, 969, 1482, 1358, 81, 340, 6, 477]",34.35418460682774
3.0,631.3,6,26,"[893, 513, 1502]",169.6080481580989
24.0,712.4,6,19,"[128, 1029, 902, 134, 1203, 1040, 402, 541, 542, 543, 674, 930, 405, 290, 944, 1329, 574, 820, 854, 61, 1011, 864, 340, 1231]",49.671822998557246
33.0,718.9,7,19,"[133, 1161, 1547, 1037, 238, 520, 57, 67, 644, 593, 190, 1145, 1103, 607, 481, 1326, 214, 1229, 194, 250, 761, 448, 450, 451, 66, 1095, 711, 328, 1483, 461, 975, 428, 848]",36.15591237958185
