n_nodes,influence,communities,time,nodes,std
5.0,377.28,6,21,"[976, 624, 518, 121, 263]",102.13193232285386
38.0,497.54,7,15,"[513, 514, 516, 919, 187, 876, 188, 291, 214, 56, 17, 496, 519, 941, 660, 828, 94, 108, 459, 471, 203, 973, 954, 193, 217, 128, 456, 995, 232, 554, 506, 818, 874, 111, 362, 675, 866, 864]",58.89032518164592
5.0,391.28,5,18,"[605, 776, 518, 121, 263]",100.02854792507986
14.0,429.78,7,18,"[513, 514, 1031, 915, 187, 718, 56, 188, 29, 541, 287, 675, 973, 419]",74.48281412513896
21.0,461.38,6,17,"[513, 514, 758, 919, 187, 140, 471, 876, 56, 188, 291, 260, 214, 675, 828, 447, 705, 456, 554, 459, 632]",54.54429392704612
6.0,393.62,5,19,"[513, 335, 132, 364, 755, 699]",74.22297487975
14.0,440.36,6,18,"[513, 697, 516, 919, 187, 431, 56, 188, 29, 541, 620, 419, 675, 510]",52.615362775524034
4.0,343.04,6,22,"[957, 514, 268, 721]",117.48954166222627
16.0,441.48,7,18,"[976, 514, 1031, 915, 431, 187, 678, 188, 29, 541, 620, 419, 457, 85, 603, 477]",58.84598541956792
18.0,455.2,6,17,"[13, 776, 518, 121, 263, 56, 188, 925, 287, 839, 789, 541, 763, 457, 85, 603, 477, 419]",44.680895246178764
22.0,463.92,7,17,"[513, 514, 1031, 915, 11, 431, 56, 188, 29, 541, 287, 926, 828, 466, 611, 554, 459, 973, 954, 637, 168, 675]",50.58649622181793
26.0,474.7,7,17,"[513, 205, 1031, 919, 876, 921, 187, 471, 260, 140, 188, 660, 917, 419, 632, 828, 882, 56, 555, 214, 818, 954, 216, 456, 71, 207]",48.31024736016159
15.0,444.4,6,18,"[513, 514, 1031, 915, 431, 187, 56, 188, 660, 456, 287, 510, 675, 866, 818]",46.58856512063878
13.0,426.7,7,18,"[513, 514, 1031, 915, 620, 431, 56, 979, 763, 633, 187, 477, 29]",70.84433640030797
4.0,367.66,5,19,"[513, 10, 268, 721]",116.06522476607711
16.0,445.8,6,17,"[513, 514, 1031, 915, 431, 11, 799, 188, 620, 541, 140, 510, 29, 37, 419, 675]",58.381161345077736
29.0,479.4,7,15,"[513, 740, 1031, 841, 876, 187, 882, 188, 88, 56, 291, 507, 214, 832, 660, 675, 941, 519, 323, 866, 503, 471, 504, 362, 554, 597, 818, 1021, 207]",38.159669809892215
12.0,423.84,7,18,"[976, 624, 518, 121, 222, 920, 992, 364, 755, 887, 122, 71]",57.15612303157028
13.0,433.8,6,18,"[917, 740, 516, 919, 187, 431, 620, 56, 979, 763, 633, 477, 29]",86.38078490034691
8.0,419.18,5,18,"[605, 725, 518, 56, 263, 121, 188, 925]",65.3866530723205
15.0,440.28,7,19,"[513, 152, 1031, 967, 915, 29, 79, 431, 56, 541, 260, 214, 620, 828, 477]",75.64025647761912
8.0,376.0,7,21,"[976, 535, 1031, 967, 915, 122, 431, 680]",125.21424200145924
8.0,405.92,6,19,"[923, 624, 518, 758, 263, 121, 188, 925]",89.21552555469255
20.0,459.48,7,18,"[513, 514, 758, 52, 187, 140, 471, 876, 291, 188, 56, 1015, 818, 507, 511, 419, 675, 954, 456, 554]",46.974818786239084
12.0,431.6,5,19,"[13, 776, 518, 121, 263, 56, 188, 925, 287, 839, 807, 71]",78.7185772229148
28.0,479.14,7,16,"[513, 514, 1031, 919, 876, 809, 187, 260, 58, 188, 214, 140, 632, 660, 882, 56, 917, 419, 471, 828, 350, 456, 954, 216, 459, 866, 362, 108]",35.582602490543046
11.0,429.28,6,20,"[513, 514, 758, 919, 187, 140, 755, 94, 351, 122, 291]",53.548815112941575
41.0,503.64,7,15,"[513, 514, 1031, 919, 876, 530, 187, 954, 188, 58, 632, 796, 21, 882, 140, 660, 917, 419, 471, 56, 555, 828, 818, 216, 456, 569, 866, 1003, 496, 459, 108, 362, 874, 506, 251, 116, 207, 111, 370, 1011, 761]",30.842989478972363
2.0,334.9,5,20,"[257, 719]",105.24797575250557
17.0,449.28,7,16,"[414, 152, 1031, 967, 915, 79, 29, 188, 11, 541, 431, 419, 675, 510, 37, 140, 620]",65.79275340035558
7.0,405.36,6,18,"[976, 624, 518, 121, 263, 758, 478]",79.13213253792671
37.0,495.66,7,16,"[513, 514, 1031, 915, 431, 187, 919, 188, 56, 530, 1003, 660, 554, 456, 954, 632, 864, 653, 818, 675, 882, 866, 140, 58, 874, 1032, 419, 111, 214, 555, 641, 828, 471, 216, 108, 459, 362]",38.51233568611491
30.0,483.84,7,16,"[513, 514, 1031, 919, 876, 58, 187, 188, 214, 660, 56, 260, 632, 882, 828, 471, 456, 419, 917, 124, 216, 954, 569, 866, 459, 362, 818, 108, 140, 207]",32.848890392218735
3.0,353.06,5,20,"[405, 44, 657]",106.79218136174576
9.0,405.66,7,18,"[13, 776, 518, 912, 263, 965, 1009, 722, 704]",73.74496592988568
11.0,416.14,7,19,"[513, 671, 1031, 166, 876, 291, 965, 351, 755, 94, 122]",60.644079678069154
24.0,470.18,7,18,"[513, 152, 437, 1031, 967, 915, 161, 292, 56, 541, 188, 431, 632, 954, 447, 828, 554, 214, 459, 795, 620, 925, 207, 818]",53.40887192218161
