n_nodes,influence,communities,time,nodes,std
3.0,153.1,4,14,"[201, 149, 342]",39.18367006802706
8.0,189.1,5,14,"[32, 116, 6, 262, 135, 2, 309, 294]",30.516225192510298
6.0,160.8,6,14,"[32, 151, 468, 278, 358, 433]",31.56596268134397
4.0,161.7,4,15,"[32, 108, 206, 375]",49.43642381888075
11.0,198.2,7,15,"[516, 260, 6, 142, 135, 15, 399, 336, 472, 99, 365]",49.83532883407111
9.0,193.1,5,14,"[28, 160, 6, 262, 249, 358, 184, 453, 365]",40.02861476494034
7.0,183.8,5,16,"[32, 151, 258, 389, 332, 336, 461]",38.647638996451
12.0,201.6,7,13,"[32, 116, 260, 493, 225, 358, 202, 236, 132, 489, 431, 313]",45.50395587198985
10.0,201.4,6,13,"[509, 160, 6, 262, 221, 15, 294, 167, 295, 424]",51.40437724552258
8.0,175.7,7,13,"[196, 99, 342, 493, 279, 153, 454, 474]",56.84408500451036
13.0,212.9,5,15,"[32, 160, 260, 228, 249, 6, 40, 377, 262, 431, 120, 313, 346]",27.51290606242823
13.0,204.3,7,13,"[509, 160, 479, 477, 249, 6, 40, 377, 262, 431, 120, 313, 346]",24.05181905802553
9.0,193.0,6,13,"[509, 160, 6, 262, 135, 333, 358, 356, 365]",18.89576672167605
8.0,188.3,6,15,"[32, 370, 206, 262, 497, 15, 309, 474]",31.825932822149927
9.0,176.3,7,14,"[32, 151, 468, 278, 358, 433, 72, 94, 494]",54.72513133835313
7.0,186.2,4,13,"[294, 6, 160, 375, 100, 313, 346]",38.81803704465232
10.0,193.2,7,14,"[32, 151, 410, 278, 358, 433, 72, 94, 494, 475]",46.56436405664744
14.0,209.6,7,13,"[35, 99, 205, 493, 331, 358, 73, 202, 20, 262, 431, 313, 346, 475]",41.08332995267059
4.0,152.9,5,15,"[509, 160, 301, 26]",65.397935747239
19.0,227.9,6,11,"[35, 99, 255, 493, 49, 331, 92, 358, 20, 142, 73, 313, 346, 202, 446, 457, 262, 239, 111]",21.256528408938276
13.0,210.9,6,13,"[35, 99, 205, 493, 331, 358, 73, 90, 120, 262, 431, 313, 346]",46.602682326235254
15.0,220.0,7,14,"[35, 99, 260, 493, 391, 73, 236, 202, 132, 262, 431, 313, 346, 475, 483]",32.66251674320275
5.0,150.2,6,14,"[179, 482, 15, 514, 290]",59.80209026447152
12.0,210.5,6,11,"[35, 99, 499, 493, 331, 358, 73, 202, 20, 262, 431, 313]",61.514225996918796
18.0,221.6,7,13,"[294, 6, 160, 493, 433, 67, 475, 65, 384, 92, 339, 249, 111, 446, 247, 262, 40, 313]",32.27398333023056
7.0,175.4,7,12,"[509, 160, 483, 358, 228, 15, 433]",77.85345207503647
5.0,183.0,5,14,"[28, 160, 38, 262, 313]",44.094897664015505
20.0,233.2,7,14,"[509, 160, 6, 262, 433, 398, 475, 120, 294, 346, 92, 365, 239, 339, 446, 249, 111, 247, 423, 313]",21.420550879937707
