n_nodes,influence,communities,time,nodes,std
2.0,157.0,4,14,"[380, 215]",57.74677480171512
13.0,213.8,7,13,"[1, 398, 516, 18, 19, 201, 232, 457, 335, 175, 308, 491, 275]",36.24582734605461
14.0,218.5,7,13,"[1, 397, 130, 67, 36, 361, 302, 307, 86, 136, 442, 188, 221, 500]",27.573356705341485
18.0,226.3,7,13,"[1, 398, 516, 57, 19, 201, 232, 335, 175, 457, 308, 39, 419, 289, 163, 88, 229, 124]",28.541373477812872
21.0,231.4,6,11,"[1, 226, 400, 18, 19, 419, 27, 156, 163, 286, 139, 169, 44, 440, 88, 457, 473, 222, 350, 357, 39]",23.892467432226418
7.0,182.7,6,16,"[32, 271, 390, 205, 495, 474, 339]",47.00265949922408
7.0,169.8,7,14,"[1, 232, 282, 205, 495, 474, 339]",51.0
11.0,207.1,6,12,"[1, 397, 326, 130, 201, 36, 232, 457, 249, 369, 484]",31.997031112276648
6.0,163.1,6,16,"[32, 271, 390, 205, 495, 151]",45.615896352039385
19.0,226.4,6,13,"[1, 226, 400, 18, 19, 419, 27, 156, 163, 286, 139, 169, 44, 440, 88, 457, 167, 222, 350]",15.154207336578182
20.0,229.2,6,12,"[1, 226, 400, 18, 19, 419, 27, 156, 163, 229, 139, 169, 44, 440, 88, 473, 222, 308, 457, 357]",16.77170235843696
10.0,197.4,7,13,"[1, 282, 232, 205, 379, 19, 503, 452, 181, 505]",52.56652927481517
23.0,232.2,7,12,"[1, 428, 516, 18, 19, 419, 27, 156, 229, 139, 169, 44, 163, 440, 88, 457, 473, 222, 350, 357, 39, 105, 289]",21.937183046143367
12.0,203.4,7,13,"[1, 398, 516, 143, 19, 201, 232, 335, 175, 457, 308, 39]",36.365368140581225
22.0,231.5,7,13,"[1, 210, 310, 18, 19, 232, 160, 201, 169, 335, 308, 139, 244, 406, 151, 88, 395, 86, 222, 457, 491, 473]",34.27608495729931
9.0,192.0,7,17,"[10, 395, 328, 253, 495, 430, 205, 188, 221]",46.225966728668865
5.0,179.6,5,14,"[32, 320, 220, 390, 160]",37.94324709352114
7.0,187.8,5,14,"[1, 489, 326, 130, 201, 36, 232]",35.89275692949763
8.0,194.1,5,14,"[1, 425, 187, 488, 341, 176, 362, 178]",35.24202037341219
4.0,162.5,5,15,"[385, 205, 188, 502]",44.20588196156706
1.0,84.8,2,11,[412],46.74655067488937
6.0,191.6,4,13,"[1, 100, 130, 67, 123, 399]",36.2
13.0,219.8,6,14,"[1, 397, 435, 130, 67, 36, 302, 307, 497, 361, 442, 188, 275]",37.786902492795036
9.0,198.7,6,14,"[1, 282, 232, 205, 43, 361, 188, 306, 500]",50.437684324322426
3.0,89.9,5,12,"[1, 219, 166]",28.124899999822222
5.0,181.9,4,13,"[10, 194, 328, 390, 160]",51.59467026738323
16.0,224.2,6,12,"[1, 226, 400, 18, 19, 419, 27, 156, 163, 286, 139, 169, 44, 440, 216, 457]",37.00662102921584
16.0,220.0,7,13,"[1, 398, 516, 143, 379, 201, 335, 232, 163, 175, 308, 88, 457, 229, 84, 39]",32.33017166672642
21.0,229.2,7,15,"[1, 226, 400, 18, 19, 419, 27, 156, 163, 286, 44, 493, 440, 169, 88, 167, 24, 222, 86, 457, 473]",34.54851661070269
