measure,Hyperarea,GD
two-hop,0.7156789476121043,5.183414213401338
page_rank,0.9765235243789068,0.25641459985300996
degree_centrality,0.963755890168264,0.3700624220433499
katz_centrality,0.9546501047772723,0.45803164864182294
betweenness,0.973920424113007,0.2710919414248014
closeness,0.9485962088079998,0.49085391944790363
eigenvector_centrality,0.9453582827521182,0.5243446438608751
core,0.9492975730548251,0.49343148222109323
