n_nodes,influence,communities,time,nodes,std
3.0,40.6,4,6,"[947, 121, 604]",12.167168939404105
44.0,295.2,7,11,"[770, 582, 371, 980, 278, 146, 336, 785, 468, 376, 790, 269, 564, 630, 250, 660, 757, 195, 1020, 100, 575, 280, 920, 153, 411, 671, 545, 879, 252, 552, 177, 310, 620, 694, 972, 98, 237, 596, 750, 753, 501, 761, 1019, 382]",29.109448637856403
5.0,99.3,4,9,"[633, 637, 924, 842, 314]",17.811513130556875
4.0,68.9,4,11,"[633, 450, 344, 564]",20.574012734515353
33.0,261.6,6,15,"[770, 582, 371, 468, 980, 602, 721, 146, 336, 278, 639, 124, 37, 785, 750, 753, 391, 920, 280, 153, 411, 671, 545, 879, 552, 177, 310, 694, 252, 972, 596, 98, 620]",33.27536626394967
8.0,97.7,7,13,"[160, 132, 1031, 970, 913, 323, 579, 496]",35.196022502549916
26.0,235.1,7,13,"[964, 778, 473, 11, 715, 575, 431, 528, 221, 314, 79, 200, 846, 993, 413, 639, 882, 160, 920, 153, 411, 671, 545, 252, 552, 177]",48.86563209455087
25.0,230.1,7,13,"[964, 778, 473, 993, 11, 575, 715, 44, 431, 221, 528, 314, 920, 153, 79, 413, 411, 671, 545, 252, 846, 882, 552, 160, 200]",54.12291566425445
13.0,160.3,5,14,"[633, 450, 473, 715, 431, 575, 200, 58, 1, 241, 694, 382, 596]",40.721615881494685
30.0,251.7,7,13,"[964, 778, 473, 993, 44, 116, 11, 575, 715, 177, 221, 310, 620, 431, 700, 1018, 314, 79, 528, 252, 920, 153, 882, 411, 413, 671, 846, 160, 545, 200]",69.51726404282608
10.0,131.7,6,14,"[633, 405, 473, 726, 715, 575, 431, 829, 1, 200]",45.66935515200537
5.0,73.3,5,10,"[633, 405, 473, 877, 715]",22.830681111171433
28.0,241.3,6,15,"[80, 431, 473, 778, 79, 715, 11, 280, 221, 575, 879, 838, 528, 993, 694, 639, 846, 882, 200, 314, 920, 153, 411, 413, 252, 671, 552, 177]",43.621554305182656
3.0,55.0,3,10,"[519, 405, 473]",42.83456548162943
6.0,88.0,6,10,"[633, 687, 442, 909, 22, 258]",42.25174552607265
20.0,194.8,7,12,"[770, 776, 202, 564, 995, 921, 407, 920, 280, 694, 533, 596, 411, 620, 671, 252, 552, 972, 177, 98]",50.30506932705689
31.0,260.6,7,14,"[770, 776, 202, 564, 995, 921, 407, 920, 280, 533, 694, 314, 411, 231, 671, 596, 252, 575, 153, 620, 79, 545, 846, 552, 177, 972, 882, 310, 993, 293, 160]",38.50506460194555
13.0,154.2,6,14,"[964, 778, 473, 58, 241, 575, 694, 921, 715, 596, 345, 1, 200]",35.425414605901224
18.0,192.5,6,14,"[633, 450, 473, 58, 715, 575, 431, 241, 694, 382, 200, 596, 297, 1, 413, 293, 882, 160]",47.46166874436675
21.0,201.6,7,16,"[964, 778, 473, 993, 11, 575, 715, 639, 221, 431, 920, 615, 314, 153, 528, 633, 413, 160, 200, 882, 846]",57.659691292964794
9.0,126.7,5,12,"[633, 631, 405, 431, 473, 829, 715, 1, 200]",22.01272359341297
30.0,254.5,6,15,"[770, 582, 371, 468, 980, 602, 721, 146, 336, 278, 639, 124, 37, 785, 750, 528, 882, 920, 413, 153, 411, 671, 846, 160, 200, 545, 620, 177, 310, 959]",50.73302671830255
22.0,220.4,7,15,"[964, 778, 473, 431, 615, 575, 11, 286, 639, 221, 715, 993, 920, 694, 314, 160, 484, 200, 413, 846, 528, 882]",56.38696657916614
9.0,115.2,6,11,"[633, 405, 202, 654, 949, 174, 353, 829, 773]",35.39717502852452
18.0,188.2,7,14,"[633, 637, 473, 726, 715, 575, 431, 346, 1, 200, 968, 993, 413, 293, 882, 557, 697, 920]",51.57945327356621
8.0,102.2,6,12,"[964, 1031, 970, 913, 323, 285, 496, 160]",43.730995872493004
43.0,294.8,7,12,"[743, 778, 473, 184, 715, 575, 431, 44, 221, 528, 11, 574, 920, 153, 79, 147, 411, 671, 660, 177, 252, 250, 630, 790, 545, 280, 757, 564, 552, 753, 310, 750, 879, 195, 972, 100, 596, 673, 620, 237, 501, 761, 1019]",41.536008474575404
36.0,278.7,7,14,"[770, 2, 473, 902, 842, 920, 146, 315, 468, 376, 575, 694, 717, 147, 993, 413, 639, 882, 160, 248, 753, 153, 411, 671, 177, 501, 761, 596, 1019, 545, 98, 552, 972, 750, 732, 252]",44.6358600230801
17.0,189.8,6,11,"[633, 450, 473, 58, 694, 518, 715, 431, 596, 724, 293, 200, 882, 557, 1, 697, 920]",41.58557442190742
14.0,182.7,6,12,"[633, 518, 473, 287, 450, 724, 694, 382, 1, 200, 715, 596, 431, 920]",67.95851675838725
15.0,164.0,7,16,"[743, 327, 473, 726, 715, 575, 70, 346, 1, 200, 968, 993, 773, 829, 382]",27.527440854536408
12.0,147.2,6,12,"[743, 405, 715, 473, 431, 575, 249, 200, 1, 829, 968, 773]",23.389955108977873
28.0,239.2,7,13,"[964, 778, 473, 615, 804, 575, 11, 993, 639, 221, 715, 160, 920, 431, 314, 838, 153, 694, 413, 411, 252, 528, 671, 552, 177, 882, 200, 846]",39.25926642208181
10.0,135.8,5,13,"[633, 450, 202, 715, 431, 359, 11, 200, 1, 829]",40.29007321909455
38.0,281.2,7,11,"[770, 582, 371, 602, 468, 721, 980, 639, 868, 630, 278, 146, 250, 336, 660, 757, 195, 1020, 920, 785, 411, 671, 153, 100, 575, 750, 280, 252, 879, 552, 694, 98, 237, 310, 972, 545, 177, 620]",34.24689766971601
14.0,159.3,7,12,"[743, 405, 715, 575, 431, 891, 249, 200, 1, 829, 968, 773, 501, 1005]",38.105773840718676
23.0,226.7,7,13,"[964, 778, 473, 993, 11, 318, 715, 639, 221, 431, 615, 920, 314, 528, 153, 633, 413, 160, 200, 882, 846, 98, 620]",38.95689926059311
7.0,112.9,5,14,"[633, 450, 473, 201, 431, 920, 353]",53.63058828690955
34.0,275.1,7,13,"[743, 778, 473, 184, 200, 715, 993, 575, 221, 639, 431, 882, 413, 160, 528, 846, 79, 11, 920, 153, 252, 633, 98, 671, 545, 760, 972, 596, 100, 620, 237, 501, 761, 1019]",52.52846847186771
40.0,289.3,7,13,"[633, 807, 473, 617, 431, 993, 778, 270, 44, 218, 11, 528, 221, 596, 920, 177, 153, 620, 310, 411, 700, 252, 29, 882, 79, 413, 314, 671, 545, 552, 831, 195, 750, 879, 972, 846, 98, 100, 501, 1005]",29.04203849594584
18.0,192.5,6,13,"[633, 202, 450, 359, 715, 431, 11, 241, 694, 80, 200, 596, 297, 1, 413, 293, 882, 160]",44.78269755162143
21.0,210.0,6,14,"[964, 155, 778, 615, 11, 473, 575, 715, 639, 221, 431, 920, 314, 153, 528, 736, 413, 160, 200, 882, 846]",41.454070970171315
9.0,100.2,7,11,"[633, 1031, 970, 913, 687, 285, 496, 160, 413]",46.71926797371722
13.0,144.3,7,14,"[770, 582, 371, 468, 575, 473, 1, 993, 346, 828, 968, 200, 413]",34.44764142869581
12.0,136.1,7,14,"[633, 946, 202, 564, 546, 788, 32, 921, 1006, 237, 244, 250]",41.52697918221358
7.0,93.2,6,8,"[964, 155, 778, 353, 920, 473, 221]",40.71621298696626
11.0,140.6,5,13,"[633, 405, 473, 726, 241, 575, 357, 694, 431, 1, 200]",32.41974706872341
16.0,182.5,7,11,"[633, 637, 473, 70, 726, 575, 58, 715, 346, 1, 993, 293, 968, 413, 652, 882]",29.221396270541213
10.0,115.0,7,12,"[964, 155, 778, 353, 920, 473, 1004, 200, 1, 829]",32.609967801272056
