n_nodes,influence,communities,time,nodes,std
2.0,144.1,3,11,"[143, 414]",69.83523465987639
1.0,95.4,1,11,[331],38.311878053679386
3.0,166.4,3,14,"[195, 327, 201]",33.31906361229259
16.0,213.7,7,13,"[333, 509, 312, 292, 45, 236, 465, 250, 118, 33, 294, 175, 24, 190, 399, 367]",35.22442334517344
17.0,221.6,6,12,"[333, 509, 312, 173, 45, 38, 53, 465, 437, 33, 250, 294, 175, 190, 141, 326, 329]",21.66310227091217
16.0,218.6,6,13,"[333, 509, 312, 173, 45, 38, 53, 465, 437, 33, 250, 335, 420, 438, 286, 305]",38.80992141192765
1.0,84.7,3,8,[166],52.49419015472093
1.0,92.2,2,9,[420],36.75663205463743
4.0,169.4,4,14,"[328, 146, 22, 173]",47.35229667080574
12.0,213.1,6,12,"[366, 1, 422, 198, 334, 48, 61, 498, 469, 304, 179, 93]",42.24795853056097
7.0,183.8,6,14,"[328, 108, 22, 173, 334, 239, 465]",28.70121948628664
10.0,200.0,6,14,"[298, 36, 458, 173, 415, 402, 61, 498, 111, 304]",42.89627023413574
16.0,220.8,5,14,"[157, 108, 22, 173, 11, 31, 48, 465, 437, 33, 250, 335, 420, 438, 286, 305]",39.90739279882864
6.0,182.1,5,13,"[157, 185, 354, 378, 270, 8]",56.06781608017205
3.0,164.0,4,15,"[420, 125, 465]",26.619541694026214
12.0,206.3,7,14,"[366, 1, 237, 157, 334, 48, 191, 304, 498, 469, 179, 93]",38.22878496630517
20.0,230.4,7,11,"[298, 465, 1, 270, 327, 437, 184, 356, 159, 430, 304, 22, 408, 156, 93, 33, 239, 44, 513, 166]",21.157740900200096
7.0,149.0,7,14,"[245, 36, 353, 201, 243, 509, 447]",55.31039685267138
8.0,193.0,6,14,"[482, 36, 327, 223, 270, 213, 33, 465]",58.602047745791275
5.0,178.4,4,16,"[328, 108, 327, 42, 453]",38.56215761598409
7.0,186.6,5,13,"[328, 108, 22, 184, 264, 334, 465]",39.42093352522236
15.0,214.1,6,14,"[486, 232, 458, 173, 334, 48, 61, 498, 111, 73, 175, 24, 16, 399, 41]",36.61707252088839
19.0,220.5,7,12,"[157, 33, 354, 378, 270, 184, 29, 37, 77, 141, 430, 304, 513, 418, 239, 166, 22, 408, 433]",21.156559266572625
10.0,185.0,7,13,"[486, 232, 458, 173, 334, 48, 85, 498, 469, 304]",45.856733420513066
15.0,213.0,7,12,"[317, 1, 327, 270, 465, 437, 184, 356, 159, 33, 430, 513, 44, 239, 166]",38.1103660438994
8.0,179.7,7,12,"[328, 108, 22, 491, 264, 243, 509, 447]",58.704769823243495
6.0,154.9,6,15,"[150, 237, 327, 42, 509, 447]",40.13988041835701
4.0,166.0,5,15,"[328, 108, 22, 397]",50.845255432537655
11.0,190.4,7,14,"[486, 232, 458, 173, 334, 48, 278, 44, 501, 374, 294]",33.398952079369195
