n_nodes,influence,communities,time,nodes,std
4.0,383.26,5,20,"[20, 594, 596, 334]",90.90662187101664
5.0,390.35,5,20,"[264, 607, 124, 411, 719]",64.46925701448714
1.0,242.09,3,18,[387],146.1205885561648
5.0,382.49,6,21,"[264, 567, 685, 368, 953]",82.8503470119468
6.0,391.85,6,20,"[264, 719, 1010, 414, 146, 174]",56.4838879681631
8.0,403.83,7,19,"[218, 950, 1017, 804, 719, 441, 174, 379]",96.2574173765326
3.0,360.13,5,21,"[264, 719, 707]",104.27953730238738
9.0,409.97,7,19,"[379, 719, 279, 950, 1017, 720, 441, 804, 174]",69.29083344858827
9.0,423.6,6,18,"[264, 719, 152, 592, 804, 174, 146, 427, 540]",71.65280943549946
8.0,414.57,6,19,"[379, 719, 471, 486, 146, 804, 174, 697]",66.40962204379724
7.0,390.38,7,20,"[20, 586, 950, 1017, 804, 538, 379]",82.80650397160841
7.0,411.13,6,19,"[264, 520, 124, 584, 719, 252, 786]",64.42242699557352
8.0,415.36,5,18,"[264, 719, 11, 524, 478, 31, 174, 379]",67.04186453254414
6.0,398.56,5,19,"[264, 19, 722, 146, 719, 338]",77.37033733931887
4.0,365.01,6,21,"[264, 735, 985, 719]",90.2816542825839
10.0,416.74,7,19,"[379, 719, 217, 1017, 950, 441, 804, 174, 141, 183]",84.28070419734283
2.0,340.99,5,19,"[387, 719]",115.08174268753493
