n_nodes,influence,nodes,time,std
0.9620009620009622,11.08,"[328, 1177, 1037, 1931, 95, 504, 990, 33, 961, 819, 724, 631, 695, 1064, 310, 1775, 1232, 1608, 1227, 1220]",16,63.731565177704525
0.7696007696007698,9.62,"[328, 980, 489, 1708, 695, 707, 396, 1363, 403, 1142, 1227, 815, 240, 1232, 1329, 1709]",17,65.22369201448198
0.4329004329004329,6.93,"[328, 1276, 504, 95, 631, 1177, 202, 1775, 664]",15,57.920293507543626
1.1544011544011545,12.56,"[1952, 504, 1931, 1286, 1177, 819, 926, 1005, 194, 225, 1709, 1774, 1200, 779, 610, 1080, 1329, 192, 516, 1142, 1928, 532, 240, 689]",17,76.43461257833391
0.19240019240019235,3.8,"[328, 1276, 309, 767]",11,48.303192441079915
0.6734006734006734,8.9,"[328, 1866, 504, 813, 12, 596, 1709, 281, 398, 1286, 113, 1356, 630, 1080]",15,74.18492838845368
2.1164021164021167,17.92,"[1952, 504, 312, 819, 95, 194, 1774, 980, 1005, 695, 1177, 1329, 1642, 1142, 320, 691, 926, 516, 240, 1663, 752, 905, 1546, 523, 1709, 779, 396, 243, 1045, 664, 489, 426, 1080, 1978, 1719, 192, 1368, 990, 1220, 82, 1363, 1108, 100, 2022]",16,70.19841593654375
1.5873015873015874,15.12,"[1952, 504, 1931, 819, 1177, 1463, 225, 1934, 53, 1446, 1569, 610, 489, 1064, 980, 516, 1786, 1142, 240, 991, 1712, 523, 589, 2037, 363, 1363, 1056, 689, 396, 390, 1948, 1279, 1372]",18,80.79921039218144
1.394901394901395,14.23,"[328, 1177, 1037, 1931, 586, 481, 1426, 1642, 593, 1774, 72, 516, 980, 489, 1045, 426, 1108, 1363, 2022, 1122, 396, 1978, 1142, 990, 192, 194, 1329, 631, 552]",19,66.1290737875558
0.1443001443001446,3.34,"[328, 495, 980]",9,40.66308399519151
0.38480038480038514,6.11,"[328, 1177, 1037, 245, 95, 1775, 631, 504]",15,60.92940505207645
1.6354016354016356,15.66,"[328, 1276, 504, 95, 631, 1177, 33, 1775, 819, 695, 523, 980, 516, 192, 1045, 194, 1108, 1978, 1329, 489, 1227, 2035, 552, 1232, 1608, 691, 1797, 1360, 1122, 1220, 2022, 426, 396, 1363]",17,74.92396145426375
1.7797017797017798,16.83,"[1952, 504, 926, 95, 1650, 596, 780, 1426, 516, 194, 695, 1753, 1709, 1774, 243, 489, 1708, 707, 1232, 1227, 1080, 426, 396, 1363, 1472, 1329, 240, 2012, 523, 1045, 1368, 192, 990, 1978, 766, 1108, 100]",17,83.96943253351188
2.260702260702261,18.61,"[328, 504, 980, 1931, 819, 1177, 1286, 225, 1934, 53, 1446, 1569, 610, 489, 1064, 516, 1786, 1142, 240, 991, 1712, 523, 589, 2037, 363, 1363, 1056, 689, 396, 390, 1948, 975, 1372, 766, 1283, 540, 426, 657, 772, 1045, 397, 1220, 1108, 552, 1608, 1360, 691]",17,63.738406004543286
1.5392015392015392,14.95,"[1952, 504, 926, 95, 1650, 596, 780, 1426, 1753, 243, 489, 516, 1708, 695, 194, 707, 1709, 1774, 1232, 1227, 1080, 426, 552, 1948, 1279, 1372, 192, 1363, 396, 240, 1329, 89]",17,67.11465115755277
0.5291005291005291,8.19,"[328, 495, 1004, 631, 1177, 202, 504, 1775, 664, 1108, 1978]",16,63.479209194822204
0.33670033670033694,5.73,"[328, 1276, 504, 1938, 1170, 1178, 1709]",14,58.5881387313166
0.6253006253006255,8.58,"[328, 1276, 202, 95, 504, 664, 558, 1177, 1422, 1978, 1363, 396, 1775]",17,70.13220658156992
2.0202020202020203,17.85,"[328, 1836, 744, 596, 1650, 137, 1774, 82, 695, 1177, 1501, 62, 926, 626, 1142, 1080, 1709, 426, 990, 489, 320, 194, 2022, 516, 1546, 243, 240, 779, 1368, 1663, 396, 192, 752, 523, 664, 1978, 1220, 766, 1363, 1608, 100, 1108]",17,60.394784543038156
1.8759018759018762,16.85,"[1952, 504, 225, 95, 819, 1177, 926, 661, 695, 1709, 980, 1045, 1108, 1978, 194, 516, 1645, 1227, 2035, 523, 1329, 1232, 691, 1797, 243, 396, 664, 1608, 552, 192, 752, 1546, 1400, 1663, 82, 1220, 1363, 2022, 428]",17,60.24971037274785
2.1645021645021645,18.32,"[328, 1276, 1709, 767, 1931, 586, 481, 1426, 516, 926, 1774, 1005, 489, 980, 1142, 1778, 225, 1501, 1363, 1642, 240, 396, 192, 772, 905, 1546, 779, 816, 1045, 1368, 243, 2022, 1220, 664, 752, 990, 1663, 426, 691, 1402, 1978, 1608, 82, 1108, 100]",16,77.05129719868447
2.356902356902357,19.2,"[1952, 504, 1931, 1712, 1177, 481, 1426, 926, 516, 1005, 980, 194, 1709, 1774, 1142, 1363, 1642, 1080, 779, 1329, 523, 240, 320, 1220, 2022, 552, 489, 396, 990, 1368, 243, 664, 752, 1546, 426, 1400, 1663, 905, 766, 100, 1045, 82, 1108, 1978, 1608, 691, 772, 574, 1360]",17,49.10960802124163
1.298701298701299,13.55,"[1952, 504, 1931, 1286, 1177, 819, 926, 1005, 225, 1709, 194, 1200, 1774, 327, 610, 1080, 1928, 1329, 532, 240, 1142, 689, 990, 516, 192, 631, 552]",17,66.72577912621178
