measure,Hyperarea,GD
two-hop,0.2525372490045181,3.4063031958797705
page_rank,0.9524684230980323,0.3418064684220374
degree_centrality,0.9361610430133309,0.40494968383804686
katz_centrality,0.6036431456636613,1.4315026236548571
betweenness,0.874584510118727,0.5928906988746382
closeness,0.8413688834300146,0.7713899477256487
eigenvector_centrality,0.8266957018132559,0.7946215074278967
core,0.45824796308646965,1.8799504554624864
