n_nodes,influence,communities,time,nodes,std
4.0,44.04,4,8,"[201, 242, 410, 335]",28.523281718624176
16.0,116.14,7,10,"[94, 234, 431, 495, 477, 155, 255, 185, 446, 199, 204, 36, 302, 215, 299, 301]",26.91233174587442
1.0,14.68,1,4,[380],13.63577647220722
2.0,24.54,2,6,"[328, 18]",18.30546366525579
6.0,58.94,6,9,"[156, 482, 242, 33, 450, 335]",23.754586925476097
6.0,61.52,5,9,"[187, 242, 431, 304, 335, 33]",25.82402757123683
3.0,37.08,3,7,"[201, 18, 298]",28.781549645562865
9.0,81.36,7,10,"[94, 242, 307, 466, 335, 495, 300, 199, 446]",29.763877435576163
16.0,116.82,6,10,"[94, 307, 242, 187, 340, 119, 335, 446, 495, 36, 302, 215, 234, 299, 199, 77]",28.716134837404564
13.0,103.16,7,10,"[94, 349, 307, 86, 87, 198, 495, 242, 463, 335, 302, 446, 199]",27.581073220598213
14.0,108.3,7,11,"[94, 187, 242, 307, 86, 313, 495, 446, 104, 402, 363, 199, 463, 335]",25.75879655573994
19.0,131.46,7,10,"[94, 234, 477, 431, 340, 155, 495, 242, 446, 379, 415, 59, 273, 36, 199, 299, 215, 301, 302]",30.96067828714352
18.0,124.2,7,10,"[201, 382, 44, 431, 477, 495, 176, 155, 252, 242, 215, 301, 123, 273, 446, 299, 36, 199]",25.529622010519464
4.0,44.42,3,8,"[328, 307, 242, 175]",21.862515866203506
15.0,112.4,7,10,"[94, 234, 313, 495, 242, 198, 86, 463, 446, 88, 215, 199, 402, 335, 464]",27.169019121050354
21.0,136.14,7,10,"[94, 187, 509, 340, 242, 119, 335, 446, 155, 477, 313, 495, 41, 36, 45, 212, 234, 311, 378, 199, 375]",22.957665386532664
17.0,121.42,7,10,"[94, 201, 242, 234, 495, 155, 365, 431, 335, 215, 446, 199, 299, 36, 436, 444, 464]",27.26821592990638
12.0,98.2,7,9,"[94, 477, 234, 232, 495, 155, 242, 199, 446, 86, 299, 335]",28.702445888808846
14.0,110.42,6,10,"[94, 297, 234, 495, 242, 155, 86, 346, 446, 215, 299, 36, 436, 199]",27.337454160912642
7.0,67.42,5,10,"[94, 242, 307, 187, 335, 127, 510]",31.475933663673903
9.0,83.9,6,9,"[94, 340, 307, 155, 300, 242, 389, 495, 446]",31.039980670097073
10.0,85.16,7,9,"[94, 477, 286, 232, 495, 155, 446, 242, 199, 335]",24.3899651496266
11.0,96.02,7,10,"[94, 307, 262, 187, 335, 495, 198, 463, 86, 446, 199]",25.043969333953434
5.0,56.28,5,9,"[187, 242, 410, 378, 33]",29.374029345665196
10.0,89.32,6,10,"[94, 340, 307, 300, 155, 389, 126, 242, 446, 495]",26.199854961430606
7.0,61.82,7,9,"[187, 244, 431, 494, 335, 477, 33]",28.42674796736342
8.0,72.94,7,9,"[94, 477, 455, 199, 495, 335, 446, 242]",23.031283073246264
8.0,76.24,5,10,"[94, 307, 187, 117, 242, 408, 335, 446]",26.491696812397652
17.0,125.32,6,10,"[94, 307, 187, 495, 242, 155, 86, 431, 446, 215, 299, 36, 436, 199, 444, 309, 335]",26.114363863590476
7.0,64.26,6,9,"[94, 510, 187, 335, 242, 155, 477]",30.619575437944924
8.0,76.14,6,10,"[94, 180, 455, 242, 199, 495, 335, 446]",27.03036070791509
