measure,Hyperarea,GD
two-hop,0.12359661145320579,1.6063010062097927
page_rank,0.9380271547420701,0.12876144266609688
degree_centrality,0.8951761583649201,0.25014192519105916
katz_centrality,0.5481747718392336,0.8892282245953188
betweenness,0.8240442276311339,0.3907914011660308
closeness,0.6885006941817564,0.6719841274596039
eigenvector_centrality,0.6069838219974185,0.7972234584363166
core,0.49657120409392147,0.9428892847095501
