n_nodes,influence,communities,time,nodes,std
5.0,486.6,4,12,"[752, 770, 481, 966, 405]",132.34791875960877
9.0,500.56,6,12,"[749, 215, 895, 513, 966, 68, 975, 834, 122]",69.18663454743265
8.0,490.78,7,11,"[798, 895, 88, 213, 513, 68, 975, 834]",33.1039635089214
5.0,458.04,6,13,"[734, 88, 513, 868, 966]",89.97237131475418
7.0,483.12,7,13,"[749, 68, 273, 88, 831, 513, 919]",60.089563153679194
13.0,509.68,7,10,"[734, 68, 690, 27, 966, 395, 305, 834, 792, 473, 975, 89, 985]",25.796712968903613
11.0,506.24,6,11,"[734, 292, 513, 895, 605, 834, 393, 938, 60, 901, 118]",32.47302880853586
17.0,516.2,7,12,"[749, 68, 273, 88, 966, 938, 513, 61, 60, 780, 393, 857, 89, 985, 903, 834, 879]",34.47448331737547
25.0,526.52,7,10,"[734, 215, 513, 895, 60, 393, 966, 938, 473, 975, 26, 198, 857, 487, 780, 943, 985, 426, 68, 497, 205, 97, 696, 834, 969]",24.05514497981669
11.0,506.8,5,11,"[734, 999, 895, 215, 60, 513, 68, 966, 938, 393, 810]",19.502163982491787
7.0,499.72,6,11,"[734, 88, 268, 848, 966, 938, 617]",22.262982729185236
11.0,504.06,7,11,"[734, 1001, 273, 88, 60, 831, 513, 940, 780, 938, 393]",32.813923873867935
15.0,514.72,7,12,"[734, 999, 895, 60, 215, 617, 473, 975, 68, 966, 938, 834, 780, 89, 269]",47.86676926637101
5.0,484.18,5,11,"[734, 1001, 245, 821, 513]",27.118525033637063
19.0,520.82,7,10,"[734, 999, 895, 215, 834, 89, 513, 966, 938, 985, 975, 903, 969, 857, 393, 780, 270, 696, 68]",22.478469698802893
22.0,521.68,7,11,"[734, 88, 215, 895, 966, 393, 26, 938, 60, 198, 857, 487, 473, 943, 975, 985, 426, 497, 306, 834, 780, 68]",28.372916663607217
10.0,504.3,5,11,"[734, 215, 895, 513, 199, 938, 999, 919, 68, 780]",26.97733122456705
10.0,498.88,7,11,"[734, 88, 868, 513, 966, 938, 999, 130, 68, 780]",21.311067547169003
23.0,521.94,6,10,"[734, 60, 215, 895, 473, 513, 26, 198, 393, 487, 966, 938, 975, 943, 325, 426, 497, 834, 985, 68, 780, 969, 696]",15.61569723067145
9.0,493.46,7,11,"[734, 525, 273, 88, 831, 513, 143, 938, 68]",27.477525361647835
12.0,509.82,6,11,"[734, 513, 895, 215, 966, 74, 923, 999, 938, 393, 975, 857]",51.587599285099515
12.0,508.96,7,11,"[734, 88, 938, 215, 513, 966, 999, 41, 74, 393, 975, 857]",42.334175319710674
18.0,518.8,7,10,"[734, 88, 587, 895, 966, 749, 954, 794, 393, 198, 938, 473, 26, 975, 780, 857, 943, 985]",26.151833587723825
6.0,469.12,6,12,"[734, 921, 273, 513, 88, 831]",55.388377842287454
