measure,Hyperarea,GD
two-hop,0.09885807099365555,1.4974155478233375
page_rank,0.9727528028621043,0.10046543433326985
degree_centrality,0.9461560533575063,0.1785486981309633
katz_centrality,0.6370134489695622,0.8365127511780867
betweenness,0.9470854140075992,0.1661401649802171
closeness,0.8673496553758504,0.4132878232078388
eigenvector_centrality,0.7326826070874003,0.6958830743044754
core,0.5553065595965336,0.9302946575875267
