measure,Hyperarea,GD
two-hop,0.09527479407746121,1.2820776105692226
page_rank,0.8439697907149294,0.35882795730809486
degree_centrality,0.8077315563549387,0.4386770573163512
katz_centrality,0.49271231734727244,0.9404825585642097
betweenness,0.786678496424426,0.4844061195103631
closeness,0.6472348848750344,0.748416350611026
eigenvector_centrality,0.5565536179324945,0.8701605186961778
core,0.2899571559275815,1.1509264929543563
