n_nodes,influence,communities,nodes
0.6554307116104869,3.89,33,"[629, 7430, 269, 8333, 1218, 3174, 3087, 6286, 3089, 1309, 7319, 1159, 1568, 628, 482, 1338, 1934, 2835, 7723, 6724, 5161, 7210, 525, 34, 1889, 4601, 1064, 2714, 1468, 1748, 1499, 1778, 564, 1515, 3344, 3957, 1554, 2582, 1943, 1406, 41, 57, 1145, 1283, 391, 1143, 1627, 776, 2125, 1802, 6030, 3214, 783, 1633, 1938, 3221, 2027, 1466, 1534, 1440, 1454, 3003, 63, 960, 194, 1348, 967, 880, 761, 124]"
0.08426966292134841,2.47,17,"[629, 1774, 1411, 761, 57, 5753, 5318, 31, 338]"
0.20599250936329572,2.94,23,"[629, 10510, 1540, 1849, 194, 6724, 2125, 3344, 960, 57, 1218, 1889, 1627, 776, 1454, 41, 525, 1394, 761, 1338, 759, 124]"
0.20599250936329572,2.92,25,"[1540, 5565, 10510, 1849, 194, 6724, 2125, 3344, 960, 57, 1218, 1889, 1627, 776, 1454, 41, 8347, 1394, 761, 1338, 759, 124]"
0.08426966292134841,2.4,19,"[1540, 1411, 4243, 57, 10628, 31, 5318, 761, 5492]"
0.20599250936329572,2.97,21,"[629, 1411, 1540, 1849, 1218, 1889, 1627, 1454, 1394, 1338, 759, 960, 8028, 6724, 776, 41, 525, 2125, 3344, 761, 57, 124]"
0.11235955056179803,2.52,22,"[1540, 7684, 4105, 761, 57, 6376, 1159, 253, 1411, 1751, 9547, 124]"
0.08426966292134841,2.47,18,"[629, 1317, 1774, 4263, 31, 338, 1411, 761, 57]"
0.01872659176029945,1.92,15,"[1540, 9612]"
0.7397003745318353,4.0,38,"[629, 253, 967, 1850, 370, 1744, 1769, 8102, 4937, 7123, 2125, 4561, 882, 3485, 2978, 7469, 1230, 3003, 1778, 2164, 57, 1283, 6993, 1411, 525, 4243, 3916, 1998, 1338, 1440, 639, 1271, 761, 124, 6096, 7902, 1633, 2624, 194, 14, 5482, 1943, 3407, 7585, 7649, 9136, 9654, 63, 3627, 7607, 7136, 2549, 1840, 10672, 3174, 4914, 2483, 960, 5063, 1159, 2061, 2889, 564, 3288, 1497, 7386, 468, 5042, 6057, 8159, 4551, 1144, 4349, 2592, 9440, 41, 6724, 3532, 1890]"
0.5149812734082397,3.64,37,"[1540, 1230, 2329, 6849, 3214, 1283, 7037, 2889, 6993, 9065, 1890, 3221, 5789, 7325, 1840, 525, 5346, 2266, 1707, 1802, 2061, 41, 3174, 1144, 1778, 124, 639, 1627, 63, 2624, 761, 57, 7386, 3288, 194, 1159, 564, 2592, 8898, 5315, 2529, 4243, 1440, 7996, 2835, 1998, 880, 9669, 9128, 9461, 3419, 4062, 7491, 7850, 9544]"
0.1404494382022472,2.3,27,"[1540, 1230, 7908, 3153, 4510, 1108, 4243, 253, 2286, 2492, 5629, 4105, 1144, 761, 124]"
0.6367041198501873,3.79,47,"[629, 7903, 253, 9660, 9924, 1761, 1282, 2281, 1046, 10386, 5920, 3610, 8671, 744, 2026, 1890, 4587, 1454, 1145, 3532, 2174, 7491, 7712, 7208, 2107, 3389, 8884, 1911, 8428, 1144, 639, 1283, 1540, 1159, 1230, 1802, 4359, 1627, 5514, 4243, 10507, 525, 124, 6114, 5346, 7311, 2582, 1564, 5789, 2592, 8481, 41, 8745, 7469, 4914, 880, 564, 1338, 194, 6724, 2125, 1998, 4944, 7386, 482, 1766, 5865, 1271]"
0.32771535580524347,3.22,32,"[1540, 1230, 393, 1998, 4459, 880, 124, 1591, 3214, 9755, 7649, 8898, 525, 3288, 7386, 8159, 2582, 5346, 1766, 1778, 1159, 10507, 4243, 1564, 3037, 960, 8745, 564, 63, 194, 6724, 2125, 761, 1627, 5865]"
