n_nodes,influence,communities,time,nodes,std
2.0,327.5,5,13,"[1001, 879]",100.08041766499578
15.0,453.9,6,18,"[521, 650, 280, 786, 414, 345, 558, 439, 923, 765, 733, 46, 707, 746, 363]",43.03301058489867
21.0,481.0,7,17,"[521, 618, 352, 993, 414, 315, 877, 420, 705, 72, 303, 1009, 96, 558, 60, 317, 563, 488, 61, 577, 650]",116.02624703057494
9.0,433.4,6,19,"[87, 158, 876, 303, 474, 746, 734, 39, 54]",56.60256177948132
10.0,447.8,6,17,"[87, 57, 209, 724, 267, 39, 693, 971, 746, 586]",77.47670617675999
15.0,451.0,7,18,"[1001, 691, 13, 170, 414, 345, 558, 439, 923, 765, 733, 46, 707, 746, 363]",101.89214886339379
18.0,466.2,7,17,"[521, 650, 280, 786, 414, 693, 39, 971, 1016, 752, 716, 181, 972, 91, 746, 378, 63, 231]",28.1120970402423
3.0,318.4,6,21,"[1001, 843, 446]",147.1048945480741
1.0,219.8,4,14,[191],142.27916221288345
12.0,436.1,7,18,"[87, 919, 195, 458, 448, 346, 352, 213, 1009, 598, 124, 614]",115.51034585698373
8.0,432.1,6,18,"[223, 214, 16, 210, 39, 941, 1017, 586]",123.72323953081732
7.0,356.5,7,19,"[521, 153, 1005, 378, 763, 870, 1001]",130.83352016971799
11.0,434.3,7,19,"[659, 879, 195, 458, 845, 83, 448, 352, 503, 598, 1009]",43.42821663388908
8.0,416.3,7,19,"[997, 919, 567, 1, 195, 83, 448, 352]",133.9186320121289
6.0,423.2,6,23,"[87, 137, 980, 786, 733, 1009]",82.0480956512703
13.0,445.5,7,16,"[139, 971, 586, 752, 716, 181, 935, 746, 91, 378, 63, 231, 1001]",66.6084829432408
35.0,498.7,7,14,"[521, 650, 13, 786, 317, 301, 451, 60, 558, 166, 708, 197, 420, 1009, 203, 488, 858, 758, 61, 604, 78, 72, 992, 496, 96, 628, 632, 353, 153, 743, 746, 879, 634, 474, 894]",40.711669088849696
4.0,403.7,6,18,"[139, 843, 195, 414]",91.31133555041235
47.0,509.2,7,13,"[1001, 158, 876, 303, 734, 474, 746, 414, 315, 877, 705, 420, 1009, 72, 96, 558, 563, 60, 317, 488, 61, 966, 78, 604, 571, 992, 353, 496, 628, 632, 199, 967, 971, 743, 76, 812, 978, 306, 724, 214, 730, 742, 363, 879, 326, 634, 894]",24.743483990739865
26.0,486.5,7,16,"[729, 137, 13, 786, 733, 1005, 558, 301, 60, 451, 79, 702, 420, 197, 587, 634, 894, 601, 363, 72, 746, 416, 225, 481, 467, 1015]",26.26480534860291
3.0,395.9,5,20,"[932, 214, 233]",93.75585315061667
41.0,503.7,7,15,"[708, 158, 876, 303, 734, 474, 746, 414, 315, 877, 705, 420, 1009, 72, 96, 558, 563, 60, 317, 488, 61, 966, 78, 604, 571, 992, 353, 496, 628, 632, 199, 967, 971, 743, 76, 812, 978, 306, 724, 214, 730]",43.11855748978623
34.0,495.7,7,15,"[521, 650, 13, 786, 301, 420, 558, 60, 749, 701, 46, 9, 363, 879, 372, 746, 634, 894, 733, 601, 225, 481, 467, 1015, 72, 743, 76, 96, 812, 978, 306, 724, 214, 730]",29.54335796757031
10.0,418.1,7,20,"[1001, 915, 195, 414, 611, 91, 378, 63, 746, 231]",54.02999167129309
17.0,456.7,7,16,"[1001, 650, 280, 414, 345, 786, 91, 63, 165, 378, 439, 923, 9, 733, 46, 707, 714]",47.850182862764484
31.0,492.7,6,17,"[521, 650, 13, 786, 317, 301, 451, 166, 60, 708, 558, 197, 203, 488, 858, 567, 420, 758, 604, 78, 61, 72, 992, 496, 628, 632, 481, 467, 1015, 1023, 96]",20.221028658305194
12.0,451.1,6,20,"[183, 650, 13, 345, 414, 704, 868, 439, 923, 765, 733, 46]",58.307460929112665
1.0,245.5,3,17,[863],97.72103151318042
38.0,501.0,7,13,"[708, 158, 876, 303, 734, 474, 746, 414, 315, 877, 705, 420, 1009, 72, 96, 558, 563, 60, 317, 488, 61, 966, 78, 604, 571, 992, 353, 496, 628, 632, 199, 967, 971, 743, 76, 812, 379, 306]",24.674075463935825
30.0,492.4,7,15,"[521, 650, 13, 301, 420, 786, 558, 60, 749, 253, 474, 46, 746, 363, 96, 317, 563, 488, 61, 577, 837, 710, 846, 201, 212, 467, 1033, 225, 481, 333]",38.49727263066826
17.0,459.7,6,18,"[521, 479, 280, 786, 345, 414, 165, 439, 923, 765, 733, 46, 707, 91, 920, 63, 714]",72.88655568758891
25.0,485.2,7,16,"[729, 137, 13, 786, 733, 1005, 301, 558, 60, 451, 79, 702, 420, 197, 587, 634, 894, 601, 72, 416, 225, 363, 481, 467, 500]",27.89067944672557
19.0,467.7,7,17,"[1001, 650, 280, 414, 345, 165, 439, 63, 476, 786, 971, 586, 378, 752, 716, 231, 746, 972, 46]",34.79669524538214
