n_nodes,influence,communities,time,nodes,std
1.0,835.7,6,20,[921],248.7990353679049
2.0,847.6,7,18,"[256, 1021]",19.63058837630701
1.0,831.3,7,18,[324],65.85620699675924
12.0,857.8,7,15,"[929, 703, 231, 616, 742, 488, 1009, 754, 371, 882, 758, 507]",24.479583329787296
5.0,848.9,7,17,"[641, 311, 6, 997, 230]",19.02340663498523
7.0,851.5,7,18,"[641, 385, 760, 1032, 230, 318, 1023]",11.740953964648698
42.0,871.2,7,12,"[641, 87, 40, 997, 1030, 612, 774, 745, 1035, 882, 758, 427, 781, 879, 881, 372, 687, 175, 838, 333, 846, 468, 728, 331, 701, 991, 224, 737, 863, 357, 231, 616, 1001, 488, 1009, 754, 371, 99, 362, 241, 242, 639]",11.208925015361643
4.0,847.8,7,18,"[641, 818, 252, 762]",13.978555004005242
3.0,849.7,6,17,"[641, 809, 110]",23.997708223911715
21.0,865.6,7,13,"[641, 385, 224, 737, 863, 718, 332, 21, 338, 736, 219, 989, 162, 993, 357, 102, 485, 998, 1017, 372, 501]",19.11439248315258
6.0,849.0,7,16,"[641, 620, 413, 737, 45, 877]",23.225201829047684
38.0,869.2,7,12,"[641, 385, 19, 737, 863, 224, 332, 162, 815, 678, 219, 989, 1037, 501, 372, 764, 118, 993, 283, 547, 686, 507, 302, 832, 180, 231, 357, 616, 1012, 488, 1009, 371, 438, 567, 830, 191, 959, 1001]",17.705648816126452
8.0,851.7,6,15,"[641, 335, 6, 997, 983, 612, 862, 507]",23.712654849257177
