n_nodes,influence,communities,time,nodes,std
6.0,128.66,5,16,"[146, 567, 301, 575, 252, 508]",68.18627721176746
7.0,138.26,5,15,"[146, 746, 878, 451, 269, 615, 731]",94.55537213717683
13.0,215.56,6,18,"[146, 746, 430, 950, 94, 775, 875, 418, 889, 580, 11, 118, 302]",103.39539835021672
5.0,113.8,4,14,"[146, 746, 38, 964, 359]",63.198813279997594
23.0,322.72,7,22,"[927, 136, 393, 11, 371, 146, 1035, 579, 367, 721, 671, 287, 677, 37, 945, 177, 434, 909, 431, 359, 548, 266, 654]",113.51370666135435
4.0,86.88,3,13,"[920, 746, 430, 257]",69.51307502909076
20.0,315.9,6,20,"[927, 136, 393, 11, 371, 146, 1035, 579, 367, 721, 671, 287, 677, 37, 844, 775, 28, 829, 557, 341]",109.1138872921316
14.0,232.96,6,18,"[920, 746, 430, 580, 192, 193, 513, 624, 185, 968, 320, 370, 118, 405]",85.20911688311293
20.0,304.68,7,20,"[920, 1014, 475, 950, 139, 886, 318, 579, 367, 376, 775, 177, 671, 434, 909, 431, 359, 548, 566, 654]",107.2881055849156
10.0,184.68,6,19,"[889, 1014, 263, 541, 420, 371, 763, 146, 440, 579]",113.47995241451241
22.0,317.9,6,20,"[927, 592, 136, 393, 11, 371, 94, 146, 889, 775, 343, 485, 367, 721, 728, 671, 670, 579, 418, 548, 266, 654]",106.81648000191731
13.0,241.68,5,20,"[633, 269, 746, 430, 58, 630, 763, 320, 513, 11, 258, 86, 712]",98.8156283186015
36.0,425.04,7,24,"[920, 1014, 475, 950, 139, 886, 318, 579, 367, 376, 775, 177, 671, 434, 361, 909, 359, 548, 566, 654, 11, 47, 319, 220, 605, 438, 747, 680, 115, 634, 1019, 418, 1021, 753, 510, 225]",114.54948450342323
34.0,420.44,7,23,"[920, 430, 746, 784, 1009, 679, 371, 923, 393, 440, 775, 118, 763, 343, 586, 11, 94, 559, 580, 909, 529, 670, 418, 302, 438, 931, 192, 468, 193, 225, 361, 753, 47, 319]",122.62606737557883
11.0,206.62,6,17,"[920, 185, 580, 213, 430, 320, 192, 968, 370, 624, 440]",86.42019208495199
17.0,293.38,6,22,"[475, 185, 746, 430, 968, 370, 320, 763, 624, 192, 193, 580, 513, 118, 776, 440, 274]",115.31200978215583
4.0,82.88,4,10,"[634, 1002, 746, 402]",57.41735277770998
13.0,213.18,7,20,"[920, 776, 475, 431, 950, 1014, 318, 671, 58, 440, 359, 579, 775]",100.81292774242796
23.0,337.06,6,22,"[90, 430, 746, 784, 1009, 679, 371, 923, 393, 440, 775, 118, 763, 343, 586, 11, 94, 559, 580, 909, 529, 670, 753]",137.05518450609594
33.0,409.88,7,24,"[920, 185, 746, 430, 968, 320, 370, 580, 586, 592, 529, 192, 118, 193, 440, 513, 763, 670, 302, 94, 7, 1023, 361, 11, 747, 909, 47, 438, 319, 634, 220, 1019, 605]",103.40274851279342
43.0,479.64,7,23,"[649, 490, 746, 580, 430, 968, 320, 370, 440, 586, 592, 529, 192, 118, 193, 513, 763, 670, 302, 94, 7, 775, 774, 468, 361, 889, 11, 47, 319, 220, 909, 605, 438, 747, 680, 115, 634, 1019, 418, 954, 753, 510, 225]",122.54511658976868
3.0,80.88,3,12,"[146, 180, 398]",85.177839841123
26.0,348.88,7,24,"[920, 866, 746, 237, 438, 26, 886, 579, 950, 376, 605, 11, 139, 367, 680, 485, 39, 359, 1019, 361, 747, 909, 654, 326, 220, 319]",113.09684522567373
7.0,117.06,6,16,"[920, 66, 11, 1014, 440, 671, 370]",74.60982240965328
30.0,398.68,7,22,"[920, 439, 11, 314, 1014, 318, 431, 671, 398, 886, 359, 139, 654, 579, 950, 909, 94, 367, 177, 657, 566, 361, 889, 47, 789, 220, 605, 438, 747, 680]",117.368617611353
14.0,213.68,7,22,"[920, 314, 11, 318, 1014, 439, 597, 671, 760, 775, 319, 634, 220, 950]",102.14227136695169
16.0,260.26,6,21,"[920, 750, 439, 318, 1014, 431, 398, 656, 11, 671, 579, 359, 139, 909, 886, 369]",103.72257034994841
8.0,136.4,6,15,"[401, 11, 1014, 439, 997, 727, 886, 579]",84.09293906149315
12.0,207.52,6,18,"[920, 1002, 746, 548, 94, 886, 101, 139, 391, 671, 909, 359]",85.52132833393084
5.0,91.38,5,13,"[920, 602, 1014, 386, 950]",57.44946997144534
46.0,503.14,7,22,"[920, 439, 1021, 11, 668, 624, 192, 100, 753, 440, 513, 185, 139, 968, 320, 950, 94, 202, 909, 118, 775, 875, 418, 889, 634, 302, 220, 605, 703, 836, 361, 583, 438, 590, 85, 747, 603, 551, 862, 225, 622, 241, 946, 1019, 510, 763]",104.40038314105938
12.0,189.84,7,17,"[920, 11, 1014, 439, 310, 944, 950, 760, 319, 634, 671, 220]",76.68535453396562
28.0,397.94,7,23,"[920, 750, 1014, 439, 312, 124, 118, 692, 886, 671, 950, 11, 39, 680, 747, 47, 438, 139, 361, 319, 367, 634, 220, 359, 566, 909, 654, 434]",109.69130503371723
9.0,174.24,7,15,"[920, 1014, 439, 750, 55, 950, 11, 139, 312]",76.37158895819832
6.0,99.92,6,13,"[920, 11, 1014, 439, 334, 950]",59.18903952591223
11.0,188.78,7,16,"[920, 251, 1014, 692, 439, 139, 312, 950, 367, 671, 11]",107.28074570956336
