n_nodes,influence,communities,time,nodes,std
7.0,162.22,6,14,"[509, 151, 457, 19, 274, 328, 307]",51.27755454387426
9.0,153.08,7,14,"[110, 473, 230, 457, 54, 179, 205, 514, 330]",38.19550235302581
3.0,128.74,3,13,"[290, 320, 128]",58.075774639689485
3.0,123.6,4,14,"[290, 177, 308]",48.787801754127024
13.0,187.2,7,13,"[290, 177, 19, 406, 505, 91, 120, 280, 6, 260, 363, 465, 408]",36.78817744874024
6.0,136.64,6,15,"[290, 260, 177, 31, 465, 408]",56.527518962006454
8.0,145.1,7,14,"[243, 472, 493, 112, 457, 19, 124, 330]",49.984881714374396
9.0,171.3,5,14,"[290, 109, 211, 19, 354, 479, 258, 280, 141]",39.451742673803395
6.0,159.38,5,13,"[128, 54, 325, 206, 280, 97]",36.632029700796
4.0,134.66,5,13,"[325, 147, 509, 87]",51.86879215867668
17.0,202.22,7,13,"[342, 258, 410, 93, 6, 498, 19, 406, 91, 120, 260, 363, 465, 113, 280, 179, 220]",31.80757142568417
8.0,170.66,6,14,"[243, 290, 493, 19, 112, 457, 330, 45]",56.948218584956635
10.0,171.8,7,13,"[325, 94, 509, 120, 97, 363, 465, 395, 280, 179]",34.42234158217596
10.0,183.4,6,13,"[160, 94, 225, 120, 97, 363, 465, 395, 280, 179]",42.002685628421425
12.0,176.32,7,13,"[160, 345, 260, 363, 120, 505, 147, 179, 465, 91, 36, 395]",36.901512164137664
15.0,196.48,6,13,"[160, 345, 266, 19, 58, 255, 91, 97, 120, 280, 309, 363, 395, 465, 179]",32.22364970018139
14.0,196.08,6,13,"[160, 345, 381, 217, 19, 278, 397, 97, 415, 363, 395, 503, 179, 280]",44.791517054013696
5.0,153.12,5,14,"[160, 345, 383, 507, 12]",46.67040175528811
7.0,166.66,5,13,"[160, 345, 359, 226, 150, 19, 397]",36.20830843881001
14.0,195.26,7,13,"[160, 345, 481, 217, 259, 295, 19, 280, 97, 363, 503, 397, 395, 179]",26.6392567463884
20.0,208.22,7,12,"[160, 99, 382, 217, 397, 278, 19, 97, 415, 363, 179, 503, 280, 220, 395, 120, 378, 111, 206, 470]",34.10190024030919
11.0,184.84,6,14,"[160, 345, 507, 347, 515, 226, 97, 363, 397, 282, 179]",39.925210080849915
11.0,188.32,5,14,"[160, 99, 382, 217, 397, 280, 226, 282, 97, 363, 179]",35.14614630368456
11.0,173.02,7,14,"[243, 472, 493, 386, 457, 19, 124, 330, 179, 238, 280]",47.19077876026205
12.0,185.5,6,13,"[160, 99, 382, 278, 217, 97, 397, 363, 203, 19, 179, 503]",35.22513307285013
2.0,113.4,3,14,"[160, 387]",50.488874021907044
4.0,144.82,4,14,"[160, 99, 382, 18]",52.16510711193834
15.0,196.62,5,13,"[160, 99, 382, 278, 217, 97, 243, 304, 397, 71, 363, 145, 359, 429, 24]",35.419254650542825
13.0,194.4,5,13,"[160, 355, 232, 33, 408, 397, 278, 194, 19, 17, 145, 359, 363]",32.66974747377151
6.0,160.54,4,14,"[160, 387, 35, 363, 112, 194]",32.83961631931774
18.0,207.42,7,12,"[160, 355, 232, 33, 408, 194, 397, 278, 71, 373, 19, 24, 494, 145, 59, 464, 359, 363]",32.15600099514863
8.0,171.02,5,14,"[160, 317, 232, 217, 17, 145, 363, 6]",37.939894570227786
8.0,174.12,4,14,"[160, 355, 68, 94, 114, 145, 6, 363]",30.634855965060453
24.0,214.8,7,12,"[243, 472, 447, 91, 6, 19, 59, 124, 179, 220, 406, 505, 235, 309, 387, 395, 429, 111, 120, 470, 465, 363, 226, 464]",26.794775610181922
24.0,216.92,6,12,"[160, 355, 68, 94, 464, 408, 85, 278, 243, 363, 235, 19, 120, 387, 226, 470, 373, 59, 429, 465, 220, 111, 179, 309]",27.944115659651857
12.0,189.88,5,14,"[340, 355, 68, 325, 163, 408, 188, 85, 71, 363, 278, 243]",37.52705690565142
13.0,191.64,6,14,"[509, 317, 232, 290, 408, 179, 33, 226, 220, 450, 11, 111, 59]",35.73529907528409
