n_nodes,influence,communities,time,nodes,std
8.0,169.94,6,13,"[514, 234, 330, 163, 495, 11, 471, 302]",47.35512221502548
2.0,121.22,3,12,"[367, 155]",54.72219293851444
1.0,79.1,2,11,[180],35.616602870009935
17.0,206.74,6,13,"[514, 495, 330, 234, 163, 11, 23, 359, 396, 237, 78, 204, 369, 52, 276, 55, 279]",39.529781178245855
6.0,163.28,5,15,"[367, 234, 22, 198, 359, 108]",34.7948042098242
18.0,207.2,7,12,"[514, 234, 330, 473, 236, 88, 311, 115, 178, 315, 19, 251, 446, 445, 117, 54, 343, 26]",28.42199852227144
13.0,198.84,5,14,"[148, 234, 351, 106, 94, 88, 311, 115, 122, 315, 19, 251, 446]",32.641844310639065
17.0,206.38,7,13,"[514, 234, 330, 88, 163, 408, 23, 359, 22, 237, 78, 204, 369, 479, 276, 55, 279]",37.15225430576185
11.0,190.22,6,14,"[514, 234, 330, 88, 139, 405, 42, 302, 143, 249, 6]",39.822626734056605
1.0,79.16,1,12,[189],42.4479728609035
6.0,142.0,6,14,"[514, 234, 330, 473, 359, 203]",47.59583595231835
20.0,213.6,7,12,"[514, 234, 330, 473, 359, 72, 11, 87, 233, 115, 78, 117, 54, 361, 26, 251, 136, 425, 243, 319]",36.19171175835705
7.0,171.64,5,14,"[121, 234, 22, 198, 359, 340, 108]",37.69681684174408
11.0,184.84,7,14,"[514, 234, 317, 473, 236, 430, 311, 115, 122, 315, 19]",41.19654839910742
12.0,189.9,7,13,"[514, 234, 330, 471, 453, 117, 302, 215, 11, 163, 369, 52]",37.8841602784066
18.0,212.78,6,13,"[514, 234, 424, 364, 23, 72, 11, 420, 315, 115, 19, 117, 54, 446, 26, 251, 445, 343]",28.729079344803235
21.0,215.78,6,12,"[514, 495, 330, 234, 94, 88, 311, 399, 122, 347, 117, 78, 54, 361, 26, 251, 425, 280, 243, 182, 319]",33.2003855399301
8.0,168.4,7,14,"[514, 234, 330, 364, 23, 473, 144, 408]",47.251344954403145
7.0,165.32,6,15,"[514, 234, 139, 364, 23, 473, 144]",35.230123474095286
4.0,133.96,5,14,"[484, 234, 380, 182]",48.87330559722761
13.0,192.5,7,15,"[56, 234, 359, 471, 330, 396, 498, 453, 78, 123, 11, 369, 163]",34.634254719857914
16.0,201.38,7,14,"[514, 234, 330, 88, 139, 170, 471, 396, 273, 55, 78, 388, 280, 52, 276, 182]",34.888966737351225
14.0,195.82,7,13,"[514, 234, 330, 401, 139, 170, 471, 273, 396, 55, 388, 78, 280, 52]",43.821862123830385
3.0,137.68,3,14,"[380, 155, 366]",43.22377123759564
21.0,214.26,7,12,"[514, 234, 330, 473, 236, 88, 399, 311, 122, 347, 78, 238, 361, 425, 280, 243, 182, 117, 26, 54, 319]",23.315368322203277
23.0,223.4,7,12,"[514, 298, 330, 88, 229, 392, 450, 272, 424, 418, 78, 253, 204, 52, 276, 55, 469, 280, 425, 349, 319, 254, 182]",26.47839874312644
15.0,201.64,6,13,"[367, 234, 365, 471, 359, 8, 396, 237, 315, 115, 19, 117, 54, 446, 26]",34.86738303916714
9.0,184.92,5,14,"[121, 234, 22, 174, 359, 340, 108, 52, 377]",36.031436274453455
14.0,198.46,6,13,"[180, 372, 52, 330, 401, 139, 170, 471, 273, 396, 55, 388, 78, 280]",31.585876590653616
10.0,181.02,6,13,"[514, 234, 330, 471, 163, 52, 27, 117, 11, 302]",34.36538374585682
5.0,154.12,5,14,"[180, 359, 52, 340, 516]",39.20012244878835
7.0,147.16,7,14,"[514, 252, 452, 473, 359, 203, 6]",59.879175011016976
4.0,150.2,4,14,"[180, 79, 380, 75]",46.49132822365909
6.0,164.34,4,14,"[332, 211, 172, 198, 359, 52]",28.207204753395892
8.0,179.86,5,14,"[180, 79, 172, 373, 359, 273, 50, 23]",38.53115103393616
12.0,193.46,5,13,"[104, 234, 22, 198, 359, 340, 42, 302, 143, 347, 6, 117]",27.75081260071496
15.0,199.46,7,14,"[514, 234, 330, 473, 236, 88, 311, 115, 341, 315, 19, 117, 446, 54, 26]",28.15301760025024
9.0,169.72,7,14,"[514, 234, 52, 471, 330, 453, 11, 135, 302]",45.44818588238699
16.0,204.62,6,13,"[514, 234, 424, 364, 23, 72, 11, 420, 315, 115, 19, 109, 280, 52, 276, 182]",30.654467863592085
13.0,194.62,6,12,"[514, 7, 330, 176, 117, 408, 55, 453, 78, 234, 123, 11, 369]",40.487929065339955
10.0,179.18,7,14,"[514, 234, 330, 364, 23, 144, 408, 147, 473, 26]",31.521579909642853
12.0,191.1,6,13,"[514, 234, 330, 471, 163, 27, 52, 117, 11, 302, 496, 280]",39.562512559239714
3.0,135.4,4,16,"[54, 359, 108]",48.979461001525934
5.0,135.52,6,14,"[111, 359, 485, 496, 280]",52.91041863376249
9.0,178.72,6,13,"[54, 468, 330, 163, 117, 408, 55, 234, 302]",44.33671616166448
