n_nodes,influence,communities,time,nodes,std
1.0,35.96,1,3,[234],26.923365317136714
43.0,477.0,6,22,"[334, 24, 98, 926, 633, 848, 396, 916, 278, 920, 408, 882, 708, 626, 802, 154, 345, 765, 235, 587, 224, 759, 625, 428, 739, 557, 404, 322, 760, 368, 561, 223, 247, 571, 377, 629, 480, 768, 338, 504, 637, 605, 657]",102.25709559732273
2.0,46.2,3,10,"[629, 291]",63.619669914264726
4.0,104.8,4,11,"[333, 594, 545, 320]",78.92067156328564
6.0,103.78,6,14,"[482, 60, 583, 264, 929, 926]",74.50552731173708
10.0,201.36,5,18,"[482, 72, 377, 223, 633, 724, 278, 920, 618, 313]",93.44293659769046
40.0,474.04,6,22,"[334, 24, 12, 926, 98, 1003, 633, 269, 882, 848, 916, 392, 278, 708, 396, 541, 418, 451, 463, 121, 375, 458, 760, 29, 718, 326, 596, 253, 588, 411, 357, 336, 340, 174, 641, 426, 466, 39, 556, 670]",121.36364529792272
32.0,402.3,7,24,"[334, 24, 12, 926, 1003, 98, 633, 269, 882, 392, 708, 848, 916, 396, 278, 541, 418, 451, 463, 121, 375, 458, 760, 29, 718, 326, 946, 253, 588, 411, 357, 336]",135.02682548293876
6.0,130.64,4,14,"[334, 754, 12, 299, 724, 633]",77.92593663216375
11.0,211.06,5,20,"[482, 72, 377, 223, 920, 503, 724, 278, 552, 618, 313]",105.58992565581245
36.0,450.06,6,23,"[482, 72, 377, 223, 633, 724, 278, 261, 618, 313, 405, 594, 552, 29, 411, 253, 541, 451, 174, 856, 670, 340, 426, 760, 326, 556, 434, 692, 949, 311, 569, 926, 739, 135, 716, 121]",119.91314189862594
22.0,327.08,6,23,"[482, 72, 377, 480, 633, 724, 278, 261, 618, 313, 405, 552, 594, 121, 253, 981, 174, 860, 94, 614, 111, 925]",114.28282285628055
3.0,81.0,4,9,"[140, 431, 582]",58.89490640114814
21.0,326.06,6,24,"[482, 398, 377, 223, 929, 926, 152, 854, 346, 405, 594, 552, 2, 638, 691, 632, 882, 572, 108, 29, 763]",113.5755184888011
20.0,322.98,6,24,"[482, 72, 377, 223, 920, 503, 724, 278, 269, 882, 571, 629, 594, 480, 523, 338, 979, 637, 605, 573]",131.30115612590774
13.0,237.44,5,21,"[482, 72, 926, 223, 920, 261, 405, 724, 278, 594, 552, 313, 618]",134.33555002306724
7.0,99.52,7,12,"[334, 1023, 98, 843, 505, 633, 968]",60.0326577789123
25.0,347.44,7,21,"[629, 24, 12, 926, 1003, 98, 633, 269, 948, 848, 594, 405, 367, 722, 396, 552, 249, 172, 284, 517, 379, 425, 909, 729, 76]",107.341540887021
8.0,155.5,6,17,"[482, 60, 935, 633, 39, 684, 420, 191]",75.98560126760859
10.0,197.28,6,20,"[482, 72, 569, 264, 929, 724, 278, 920, 618, 313]",117.32914556920628
7.0,147.76,5,15,"[482, 72, 480, 223, 920, 6, 633]",81.52398420096996
9.0,187.36,6,17,"[482, 60, 935, 633, 363, 684, 420, 191, 552]",97.74201962308739
20.0,303.46,7,23,"[140, 431, 1014, 480, 278, 121, 633, 724, 253, 313, 973, 618, 823, 261, 174, 860, 594, 552, 333, 614]",100.18295463800217
28.0,370.4,7,23,"[482, 398, 377, 220, 724, 285, 278, 1004, 152, 117, 633, 631, 405, 618, 340, 594, 261, 426, 425, 76, 556, 885, 174, 734, 614, 111, 981, 94]",120.27568332792794
18.0,283.74,7,21,"[140, 98, 1023, 471, 926, 152, 809, 929, 346, 920, 218, 638, 691, 579, 601, 219, 594, 552]",113.79316148169889
8.0,173.32,5,16,"[482, 398, 377, 39, 684, 420, 249, 633]",79.29429739899332
10.0,172.06,7,16,"[464, 72, 377, 98, 929, 724, 278, 920, 618, 1027]",103.67058599236333
46.0,498.82,7,25,"[140, 431, 1014, 117, 480, 121, 618, 760, 278, 633, 969, 451, 724, 458, 411, 649, 631, 206, 313, 761, 326, 909, 885, 285, 336, 859, 174, 76, 981, 578, 614, 111, 668, 425, 426, 115, 127, 556, 1015, 94, 541, 814, 346, 39, 670, 552]",115.18178501829183
5.0,135.18,3,16,"[355, 644, 377, 230, 633]",117.72693149827698
13.0,235.06,6,22,"[482, 514, 72, 223, 906, 191, 633, 757, 278, 594, 552, 313, 618]",94.98628111469571
41.0,471.9,7,22,"[140, 431, 12, 926, 269, 98, 1003, 633, 618, 641, 247, 629, 480, 763, 594, 861, 691, 625, 638, 2, 136, 29, 579, 739, 557, 121, 760, 404, 322, 368, 561, 223, 839, 253, 981, 174, 860, 94, 614, 571, 925]",116.57355446240798
15.0,274.86,7,23,"[140, 431, 1014, 480, 155, 633, 121, 724, 969, 909, 313, 729, 624, 429, 618]",123.74586861790578
23.0,355.24,6,20,"[482, 72, 480, 223, 920, 6, 633, 594, 405, 367, 722, 414, 552, 249, 388, 284, 140, 379, 909, 729, 517, 425, 76]",110.20042831132736
26.0,368.02,7,21,"[482, 60, 935, 633, 39, 684, 109, 854, 346, 412, 405, 882, 594, 2, 638, 632, 121, 691, 375, 29, 157, 800, 1003, 718, 326, 340]",111.3746847358052
32.0,409.3,6,24,"[334, 24, 12, 633, 926, 1003, 570, 269, 882, 392, 848, 916, 278, 418, 708, 121, 463, 396, 375, 718, 641, 357, 29, 253, 174, 426, 340, 411, 556, 670, 541, 346]",127.68083489701968
8.0,134.72,7,17,"[856, 72, 480, 223, 929, 1006, 313, 633]",85.38306389442816
23.0,332.24,7,21,"[482, 60, 72, 344, 633, 968, 1004, 206, 405, 926, 552, 722, 414, 249, 31, 284, 140, 379, 909, 729, 517, 425, 76]",107.89001992770231
9.0,170.18,7,19,"[482, 563, 377, 344, 968, 1004, 206, 926, 633]",115.94529917163524
35.0,437.34,7,26,"[334, 98, 1023, 471, 929, 926, 152, 161, 346, 2, 405, 638, 594, 691, 552, 579, 601, 219, 376, 76, 885, 426, 760, 451, 117, 556, 1004, 458, 411, 206, 670, 989, 29, 429, 578]",144.8863292377856
12.0,211.08,7,19,"[482, 376, 72, 344, 7, 633, 968, 1004, 926, 285, 594, 552]",115.73860894273786
8.0,174.06,4,17,"[604, 72, 377, 98, 360, 724, 278, 206]",97.37109427340333
11.0,190.04,7,20,"[482, 72, 377, 355, 633, 670, 660, 968, 926, 1004, 206]",103.45680451280138
2.0,59.78,2,9,"[482, 154]",42.55716625904502
5.0,127.42,5,14,"[482, 60, 339, 633, 140]",73.13912496058454
19.0,287.52,7,22,"[482, 72, 377, 344, 968, 633, 206, 1004, 926, 670, 660, 29, 429, 578, 763, 889, 245, 21, 732]",130.94252326879914
21.0,325.98,7,23,"[482, 72, 377, 344, 633, 552, 2, 638, 1004, 670, 206, 660, 29, 968, 691, 926, 579, 429, 21, 688, 732]",124.36768068915654
50.0,520.58,7,24,"[482, 72, 377, 344, 633, 2, 638, 206, 552, 660, 1004, 691, 29, 670, 579, 926, 594, 618, 340, 968, 174, 76, 718, 641, 357, 253, 289, 541, 1019, 326, 760, 588, 426, 336, 466, 556, 39, 657, 981, 346, 860, 451, 94, 614, 111, 115, 1015, 761, 127, 578]",100.40898166996814
12.0,223.98,5,21,"[482, 72, 480, 223, 920, 6, 633, 594, 405, 367, 883, 414]",113.74267273103793
29.0,399.2,7,24,"[482, 72, 377, 344, 968, 633, 206, 301, 926, 670, 660, 29, 631, 405, 579, 763, 601, 552, 117, 732, 219, 21, 474, 376, 733, 1003, 511, 613, 213]",110.69076926284323
7.0,136.44,6,16,"[482, 60, 339, 968, 633, 920, 6]",96.45522069851897
33.0,422.82,7,23,"[482, 72, 377, 344, 633, 2, 638, 206, 552, 660, 1004, 691, 29, 670, 579, 926, 340, 594, 968, 618, 174, 76, 718, 641, 879, 253, 289, 541, 1019, 326, 760, 588, 426]",108.58996086195077
30.0,400.0,6,23,"[589, 72, 377, 98, 293, 926, 152, 161, 346, 405, 594, 552, 2, 638, 691, 579, 601, 581, 121, 375, 458, 760, 1003, 29, 718, 326, 340, 596, 670, 253]",114.32882401214489
40.0,466.74,7,26,"[482, 60, 377, 344, 968, 633, 1004, 206, 660, 670, 926, 29, 429, 552, 2, 638, 691, 579, 601, 219, 376, 733, 763, 1003, 117, 21, 732, 340, 596, 253, 588, 411, 357, 336, 723, 101, 174, 641, 466, 39]",116.92630328544557
14.0,243.9,7,21,"[334, 24, 12, 773, 926, 802, 206, 405, 968, 1004, 552, 722, 414, 578]",131.85954497115483
19.0,301.56,6,22,"[482, 398, 39, 684, 109, 2, 638, 854, 346, 269, 412, 882, 691, 29, 632, 757, 108, 763, 594]",94.2870531939566
18.0,291.08,6,23,"[140, 431, 1014, 480, 155, 633, 315, 346, 926, 920, 218, 638, 691, 579, 601, 219, 594, 552]",109.12764819238065
24.0,341.4,7,23,"[482, 72, 377, 344, 633, 7, 440, 835, 458, 206, 411, 660, 29, 429, 1004, 926, 552, 578, 451, 426, 670, 594, 556, 968]",111.18961102549103
