measure,Hyperarea,GD
two-hop,0.14342403224884892,1.5604054484911414
page_rank,0.9704266997289531,0.08619387522832743
degree_centrality,0.9253783415745149,0.19150508373973335
katz_centrality,0.5670172875883952,0.8146837959752385
betweenness,0.8472842132491377,0.3599211601613844
closeness,0.707061701927673,0.6052481425323741
eigenvector_centrality,0.6365273444065943,0.7205955249545851
core,0.5557665280725242,0.8054396926294416
