n_nodes,influence,communities,nodes
0.5847953216374271,44.36,13,"[193, 681, 518, 639]"
0.29239766081871377,43.35,12,"[237, 626]"
1.4619883040935673,46.62,14,"[193, 681, 667, 619, 518, 658, 613, 71, 577, 1]"
1.169590643274854,46.45,13,"[193, 681, 506, 663, 555, 619, 626, 518]"
1.9005847953216375,47.36,14,"[193, 681, 635, 611, 660, 163, 650, 626, 555, 671, 518, 1, 658]"
0.5847953216374271,45.11,12,"[577, 398, 658, 555]"
0.8771929824561404,45.85,13,"[237, 667, 671, 681, 626, 518]"
1.608187134502924,46.96,14,"[237, 650, 681, 671, 518, 577, 588, 619, 1, 611, 658]"
1.7543859649122808,47.23,14,"[193, 681, 518, 663, 619, 613, 626, 509, 577, 658, 1, 525]"
2.4853801169590644,48.42,13,"[237, 667, 681, 658, 518, 613, 619, 586, 671, 577, 626, 635, 650, 555, 464, 594, 525]"
0.7309941520467838,45.61,12,"[237, 661, 619, 626, 518]"
1.4619883040935673,47.21,13,"[23, 681, 667, 653, 80, 594, 518, 555, 658, 626]"
1.0233918128654973,45.24,14,"[436, 613, 681, 4, 537, 518, 619]"
1.3157894736842106,46.93,13,"[237, 661, 625, 681, 536, 626, 518, 552, 663]"
2.192982456140351,48.12,13,"[237, 518, 663, 650, 625, 555, 681, 605, 619, 679, 626, 671, 108, 647, 525]"
2.3391812865497075,48.25,14,"[237, 614, 663, 671, 502, 625, 577, 518, 681, 658, 525, 75, 492, 1, 513, 613]"
1.0233918128654973,46.17,12,"[237, 619, 650, 658, 518, 626, 304]"
2.046783625730994,47.88,12,"[237, 667, 518, 577, 658, 681, 643, 586, 671, 619, 555, 525, 626, 635]"
1.169590643274854,46.87,12,"[237, 566, 627, 653, 626, 555, 619, 518]"
1.0233918128654973,46.15,13,"[237, 650, 681, 671, 601, 626, 518]"
0.4385964912280702,44.13,12,"[237, 592, 614]"
1.9005847953216375,47.69,13,"[237, 107, 537, 681, 518, 671, 594, 619, 555, 658, 626, 635, 605]"
2.046783625730994,47.86,13,"[436, 536, 614, 663, 525, 681, 671, 619, 667, 658, 41, 518, 555, 577]"
1.7543859649122808,47.5,13,"[237, 649, 657, 518, 443, 525, 626, 681, 650, 555, 605, 619]"
0.8771929824561404,45.98,12,"[436, 223, 626, 663, 658, 518]"
2.192982456140351,47.89,14,"[237, 619, 650, 494, 518, 626, 658, 557, 577, 1, 671, 681, 513, 613, 525]"
1.3157894736842106,46.19,14,"[237, 612, 677, 4, 681, 663, 518, 627, 619]"
1.7543859649122808,47.5,12,"[237, 663, 518, 657, 650, 443, 555, 605, 681, 619, 525, 563]"
2.046783625730994,47.7,14,"[237, 650, 681, 636, 663, 619, 626, 518, 509, 525, 611, 295, 577, 1]"
0.7309941520467838,45.2,13,"[237, 683, 663, 619, 518]"
1.608187134502924,47.33,13,"[237, 671, 650, 507, 681, 626, 658, 555, 518, 619, 525]"
2.4853801169590644,48.3,14,"[237, 518, 650, 671, 500, 681, 626, 586, 613, 619, 577, 658, 635, 555, 464, 594, 3]"
2.046783625730994,47.88,12,"[237, 667, 518, 643, 658, 577, 681, 586, 671, 619, 555, 525, 626, 635]"
1.3157894736842106,46.95,12,"[237, 650, 671, 681, 619, 552, 518, 626, 559]"
0.14619883040935688,42.15,11,[436]
0.4385964912280702,42.28,13,"[436, 649, 613]"
1.169590643274854,45.62,14,"[237, 650, 681, 577, 1, 611, 626, 518]"
