n_nodes,influence,communities,nodes
0.14619883040935688,42.15,11,[436]
0.5847953216374271,44.59,13,"[673, 436, 530, 661]"
0.29239766081871377,43.35,12,"[237, 626]"
0.4385964912280702,44.07,12,"[509, 436, 639]"
1.3157894736842106,46.51,13,"[656, 436, 76, 627, 679, 633, 563, 530, 620]"
1.0233918128654973,45.33,14,"[436, 673, 658, 530, 1, 650, 613]"
1.169590643274854,45.83,14,"[614, 673, 639, 1, 398, 613, 506, 530]"
2.3391812865497075,47.95,14,"[444, 633, 673, 530, 594, 660, 1, 601, 612, 563, 652, 627, 662, 620, 558, 646]"
1.9005847953216375,47.35,14,"[426, 673, 633, 594, 660, 1, 530, 601, 627, 612, 650, 620, 347]"
0.5847953216374271,44.89,12,"[518, 436, 639, 661]"
1.169590643274854,46.46,12,"[518, 671, 474, 436, 626, 620, 627, 601]"
1.169590643274854,46.34,13,"[518, 671, 679, 436, 154, 626, 620, 601]"
0.4385964912280702,44.07,12,"[436, 509, 639]"
1.608187134502924,47.28,13,"[518, 660, 436, 681, 620, 650, 459, 601, 627, 633, 530]"
2.4853801169590644,48.32,14,"[518, 673, 594, 633, 660, 530, 510, 601, 1, 492, 661, 590, 347, 612, 650, 620, 646]"
2.046783625730994,47.63,14,"[287, 673, 530, 627, 660, 633, 601, 89, 535, 661, 1, 347, 612, 620]"
0.7309941520467838,45.49,12,"[518, 335, 671, 436, 626]"
1.4619883040935673,47.1,12,"[518, 570, 436, 663, 661, 523, 626, 458, 509, 646]"
2.192982456140351,47.67,14,"[426, 673, 633, 261, 660, 590, 646, 601, 530, 627, 1, 612, 347, 650, 620]"
1.3157894736842106,46.85,12,"[518, 570, 436, 661, 629, 575, 633, 627, 620]"
1.7543859649122808,47.56,12,"[518, 570, 436, 213, 626, 523, 633, 668, 627, 601, 646, 620]"
2.4853801169590644,48.36,13,"[518, 164, 639, 633, 681, 650, 601, 50, 530, 528, 558, 620, 72, 548, 612, 590, 646]"
0.8771929824561404,45.87,12,"[518, 499, 530, 633, 398, 639]"
1.7543859649122808,47.02,14,"[518, 673, 530, 627, 660, 612, 89, 1, 173, 620, 535, 633]"
1.3157894736842106,46.08,14,"[673, 436, 571, 633, 507, 660, 627, 1, 613]"
1.608187134502924,46.9,14,"[647, 673, 627, 611, 620, 633, 89, 535, 102, 1, 530]"
1.4619883040935673,47.05,13,"[518, 671, 679, 530, 436, 620, 601, 626, 509, 646]"
1.9005847953216375,47.63,12,"[518, 469, 436, 661, 633, 626, 668, 601, 667, 646, 590, 627, 620]"
0.8771929824561404,45.56,13,"[518, 671, 681, 436, 83, 620]"
0.8771929824561404,44.79,14,"[518, 673, 436, 613, 1, 620]"
2.3391812865497075,48.2,13,"[518, 164, 639, 633, 650, 681, 601, 627, 668, 530, 464, 563, 521, 558, 646, 620]"
0.7309941520467838,45.24,13,"[518, 680, 661, 626, 436]"
1.4619883040935673,46.42,14,"[160, 673, 633, 1, 530, 398, 613, 620, 627, 601]"
1.9005847953216375,47.62,13,"[518, 671, 639, 681, 620, 633, 601, 164, 302, 650, 627, 662, 646]"
2.192982456140351,48.11,13,"[518, 571, 627, 164, 681, 650, 633, 620, 601, 668, 646, 460, 530, 464, 563]"
1.0233918128654973,46.1,13,"[518, 639, 436, 671, 664, 601, 679]"
1.0233918128654973,46.15,12,"[518, 587, 436, 671, 664, 619, 620]"
0.4385964912280702,43.64,13,"[626, 436, 610]"
2.046783625730994,47.88,13,"[518, 593, 639, 436, 650, 668, 620, 601, 627, 633, 681, 530, 662, 558]"
1.7543859649122808,47.38,13,"[518, 570, 538, 436, 661, 681, 668, 601, 633, 558, 620, 627]"
