n_nodes,influence,communities,nodes
0.0727802037845704,49.66,12,[756]
0.873362445414847,53.25,14,"[1282, 1314, 1252, 631, 1257, 953, 1275, 598, 1224, 1353, 82, 1228]"
0.43668122270742327,52.56,13,"[1282, 1314, 1252, 1202, 567, 1275]"
0.9461426491994176,53.34,14,"[1282, 1314, 1301, 1178, 1245, 1275, 1032, 13, 1054, 1223, 1257, 1353, 1228]"
0.5094614264919939,52.45,14,"[1282, 496, 1252, 1275, 1304, 1353, 1228]"
0.727802037845706,53.06,14,"[1282, 1314, 1252, 1006, 1257, 953, 1275, 13, 1353, 1228]"
1.6011644832605532,54.27,14,"[1282, 1286, 1226, 1252, 1257, 1347, 1054, 1275, 1310, 598, 1085, 1240, 1001, 363, 623, 1068, 1228, 1353, 1304, 937, 1015, 1251]"
1.4556040756914117,54.07,14,"[1282, 1314, 1252, 1257, 1367, 363, 1286, 1001, 1275, 902, 789, 1304, 1049, 1240, 1054, 1279, 1310, 1059, 1353, 1228]"
1.8195050946142648,54.43,14,"[1282, 1314, 1252, 1286, 1257, 442, 1228, 1275, 1054, 1032, 1304, 1240, 1310, 1288, 175, 1348, 598, 1353, 1225, 1254, 745, 1359, 363, 1269, 1061]"
2.0378457059679764,54.65,14,"[1282, 115, 477, 1286, 1032, 1257, 615, 1275, 1094, 1304, 1310, 609, 1240, 1061, 1001, 1225, 363, 1059, 1279, 1251, 1014, 948, 1373, 1228, 1353, 745, 1267, 1013]"
0.873362445414847,53.38,13,"[1282, 1309, 1252, 1169, 738, 1275, 1240, 1257, 1054, 1225, 1353, 1228]"
1.2372634643377,53.77,14,"[1282, 1314, 1252, 1286, 1257, 1032, 1228, 1275, 442, 1054, 1288, 1304, 1310, 1240, 175, 268, 1353]"
1.0189228529839882,53.48,14,"[1282, 1314, 1252, 567, 1257, 1035, 1275, 1362, 1304, 1347, 1013, 1190, 1353, 1228]"
0.6550218340611353,53.01,13,"[1282, 1314, 1252, 1178, 635, 1251, 1353, 1110, 1304]"
0.5822416302765645,52.65,14,"[1282, 496, 1265, 1275, 1353, 1304, 1228, 750]"
0.8005822416302764,53.12,13,"[1282, 1314, 1252, 1257, 1367, 285, 771, 1100, 1251, 1353, 1304]"
