n_nodes,influence,communities,nodes
1.938923897237033,45.55,47,"[2033, 5890, 6052, 1545, 4782, 4136, 4250, 3448, 3651, 3835, 2077, 1777, 105, 3738, 748, 5992, 1054, 524, 1721, 5169, 2920, 3701, 4744, 1666, 6077, 6641, 2574, 4105, 5083, 2809, 372, 3271, 1940, 4973, 767, 48, 668, 596, 1641, 882, 1504, 2875, 519, 2420, 1568, 32, 3710, 2524, 4444, 5454, 151, 4065, 5466, 326, 4914, 1891, 283, 2119, 5584, 255, 1725, 319, 55, 4906, 2781, 2971, 5738, 434, 4139, 5190, 4684, 1728, 92, 6897, 3252, 3827, 1291, 3299, 1981, 1129, 2440, 2066, 1361, 4220, 5778, 2795, 86, 2565, 3158, 4705, 1254, 1074, 1587, 765, 4431, 135, 2685, 5107, 193, 963, 6761, 1476, 4291, 2189, 322, 1201, 75, 3801, 2296, 1717, 1951, 1289, 1026, 445, 3550, 1246, 2678, 6260, 2515, 4641]"
2.1166585878170947,47.62,47,"[1246, 5216, 3827, 4119, 5454, 1717, 2781, 3337, 2971, 4914, 151, 1644, 75, 6115, 1052, 1740, 4782, 1054, 5738, 2627, 2668, 1615, 2685, 3835, 5695, 3738, 4291, 1601, 5265, 2043, 2033, 4574, 991, 2574, 2212, 767, 1179, 255, 596, 260, 5169, 5890, 541, 603, 4296, 4105, 2312, 5943, 3252, 55, 4906, 4087, 5727, 4744, 811, 3080, 1074, 2886, 519, 5778, 1986, 4139, 882, 1587, 5083, 2550, 3379, 452, 2114, 1053, 4641, 1815, 733, 1875, 1725, 963, 2077, 2452, 2515, 1940, 668, 346, 5992, 5584, 1201, 6052, 2565, 2920, 1504, 372, 200, 2987, 524, 1131, 1777, 3158, 3701, 445, 2324, 3448, 5681, 4684, 24, 2875, 434, 6489, 1147, 1546, 1361, 1858, 322, 1471, 211, 1476, 32, 4973, 2119, 4705, 4074, 48, 1254, 6236, 2795, 1526, 710, 92, 4374, 2809, 1908, 1568, 6897]"
1.696558410082404,42.86,46,"[1246, 4119, 3827, 2781, 5216, 4782, 3337, 2971, 5454, 4914, 1644, 1951, 75, 151, 1451, 3035, 3738, 5738, 1717, 3835, 2627, 1052, 6249, 1726, 6115, 5695, 4855, 596, 92, 1254, 1875, 1201, 6897, 1179, 4087, 4684, 4374, 5265, 710, 255, 5778, 733, 1615, 841, 5083, 2686, 2574, 1178, 4220, 3550, 1131, 452, 5438, 2440, 5584, 1528, 5169, 3253, 924, 2668, 2565, 2033, 4574, 1513, 2515, 1129, 262, 1526, 4286, 1858, 1777, 4973, 6236, 55, 1568, 4906, 5727, 1981, 1908, 2875, 193, 445, 4136, 963, 519, 3651, 3331, 5681, 2324, 4139, 3864, 4641, 4729, 1157, 4105, 2920, 6032, 3158, 2066, 200, 1940, 1815, 434, 6077, 1476]"
2.2459201809662304,48.46,48,"[4119, 1986, 3835, 6260, 733, 1513, 5695, 6641, 2033, 2066, 1728, 668, 372, 3448, 3701, 4914, 2781, 2949, 1157, 1858, 3827, 1458, 1875, 24, 2043, 4641, 1587, 4220, 262, 5546, 612, 2971, 5169, 4444, 4087, 2691, 748, 6236, 765, 2920, 2324, 1601, 5083, 2678, 1291, 346, 5727, 1940, 193, 3184, 1546, 2524, 767, 2550, 326, 5454, 1074, 452, 3158, 135, 2565, 3710, 519, 5466, 55, 4705, 1254, 2627, 6761, 255, 4291, 3271, 5265, 6032, 1815, 2452, 1026, 3253, 6753, 882, 4374, 1476, 4105, 1054, 1666, 1053, 1644, 1717, 6052, 1545, 1246, 6249, 2515, 1129, 1528, 322, 2212, 1777, 48, 963, 2795, 5992, 2668, 1891, 4723, 3651, 151, 3864, 710, 3713, 4250, 6058, 1721, 2296, 1201, 4136, 4065, 5778, 4139, 1451, 1951, 319, 1471, 1884, 2077, 4574, 3080, 524, 1819, 3738, 75, 1052, 541, 1568, 4252, 2875, 5190, 445, 1981]"
1.938923897237033,45.08,48,"[211, 1615, 2033, 6236, 4136, 6905, 4250, 3448, 3651, 2077, 1777, 4684, 105, 5107, 268, 2678, 748, 3827, 5992, 1291, 3835, 1074, 1054, 524, 1721, 5169, 2920, 5738, 3701, 4744, 1666, 6077, 6641, 1254, 4220, 2574, 3710, 668, 1201, 4705, 4105, 5083, 55, 2809, 372, 3271, 4973, 767, 2119, 4914, 92, 4641, 48, 596, 1641, 882, 1504, 2875, 2420, 1568, 32, 2524, 4444, 2440, 3738, 5454, 151, 4065, 1940, 2565, 519, 5466, 326, 1891, 283, 5584, 255, 1725, 319, 4906, 2781, 2971, 434, 4139, 5190, 1728, 6897, 3299, 1981, 1129, 2066, 1361, 5778, 2795, 86, 3158, 1587, 765, 4431, 135, 2685, 193, 963, 6761, 1476, 4291, 2189, 322, 75, 3801, 2296, 1717, 1951, 1289, 1026, 445, 3550, 1246, 6260, 2515]"
2.2459201809662304,49.18,47,"[733, 5943, 48, 3651, 1528, 2195, 5083, 4286, 452, 1254, 748, 991, 3331, 2452, 6249, 5727, 5216, 262, 5438, 811, 6236, 193, 5454, 3801, 346, 668, 2033, 445, 4065, 3412, 3271, 882, 434, 3710, 4684, 5190, 1504, 1666, 92, 4220, 2795, 3252, 2668, 3299, 4444, 4574, 6897, 1568, 1891, 519, 4906, 1728, 1815, 1361, 326, 4554, 2781, 319, 322, 151, 2212, 55, 767, 4723, 255, 3864, 1615, 710, 1129, 3713, 2515, 5466, 6058, 2875, 765, 5265, 2920, 1451, 1471, 1884, 3448, 6052, 3080, 1940, 4374, 75, 5169, 1981, 3827, 1052, 2440, 541, 6761, 2296, 1819, 4105, 4252, 1026, 2565, 135, 2066, 4641, 1951, 1777, 5992, 596, 1074, 1587, 2678, 6260, 1717, 4744, 1545, 3835, 1291, 6032, 5778, 2971, 4250, 372, 1053, 2077, 1054, 1644, 5738, 32, 4136, 4139, 4705, 2524, 1246, 1201, 3158, 4914, 4291, 1476, 963, 3253, 6077]"
1.74503150751333,43.56,45,"[524, 1054, 4684, 3710, 4906, 5109, 6115, 2875, 1875, 2066, 3253, 6305, 3835, 3842, 3080, 5454, 5436, 1329, 3864, 3738, 3358, 3827, 2627, 5727, 4723, 6167, 2043, 1587, 882, 4087, 5738, 4136, 3158, 2033, 4139, 6381, 4220, 4444, 1513, 262, 748, 1361, 2678, 322, 5265, 1819, 4065, 255, 2971, 2515, 6761, 2691, 2565, 519, 6236, 4105, 346, 2524, 135, 1601, 1291, 6032, 5083, 6249, 5778, 2324, 372, 2550, 1940, 2781, 326, 4374, 151, 5546, 1476, 1815, 4252, 3184, 541, 1053, 2296, 2920, 1951, 765, 4641, 1891, 2212, 75, 6052, 452, 48, 1777, 1074, 4705, 4972, 5169, 4914, 55, 5466, 445, 1471, 1858, 193, 4291, 5190, 1644, 3271, 1246]"
1.74503150751333,43.11,46,"[1246, 4119, 3827, 5216, 1026, 5265, 2781, 3835, 1361, 2550, 1546, 1052, 2668, 2565, 1986, 2077, 55, 211, 1568, 2324, 519, 5466, 2886, 6052, 4744, 4291, 1725, 5546, 5107, 1545, 3271, 2971, 2685, 2296, 2043, 6032, 4087, 765, 4972, 4105, 524, 1131, 2875, 1513, 6167, 2574, 3080, 135, 4220, 541, 2212, 882, 2920, 4065, 1951, 4374, 1777, 1053, 32, 5727, 4252, 4641, 1471, 4914, 2691, 4136, 1054, 262, 4139, 326, 2515, 5083, 4444, 2524, 48, 5738, 372, 1291, 1074, 4184, 2452, 5169, 1819, 748, 2678, 1940, 322, 151, 3253, 3710, 445, 1815, 1601, 4705, 193, 6761, 1644, 3184, 6249, 255, 2627, 5190, 6236, 346, 1476, 4723, 75, 3158]"
2.4074971724026497,50.1,47,"[1246, 5265, 3827, 4119, 5216, 2781, 1546, 3835, 1052, 1026, 2550, 2668, 2565, 1361, 1986, 1568, 2324, 6052, 4291, 733, 4973, 2077, 211, 55, 4906, 2795, 5466, 6897, 2312, 596, 2886, 3404, 519, 452, 2296, 5584, 1289, 765, 4744, 5546, 1587, 1179, 6880, 1728, 4087, 2971, 1131, 1526, 1513, 4220, 1545, 2043, 3550, 3448, 5890, 5992, 2686, 882, 2875, 963, 603, 1528, 4065, 1777, 4286, 524, 2189, 3299, 2119, 1504, 2574, 5727, 2809, 2212, 924, 541, 4485, 1884, 5109, 135, 4782, 372, 1471, 5083, 92, 2524, 5738, 3701, 32, 2678, 4914, 4444, 2515, 5681, 326, 4346, 4641, 4136, 4074, 255, 3572, 3738, 4252, 1420, 1091, 1875, 48, 1054, 6641, 6761, 5943, 4705, 1074, 260, 4723, 1981, 3864, 322, 5169, 841, 767, 993, 2691, 445, 1601, 3253, 6236, 193, 346, 1254, 1505, 262, 1147, 3331, 3158, 2627, 1717, 4431, 75, 1476, 1597, 1291, 2452, 1819, 2440, 5695, 1940, 151, 1815]"
1.8419777023751815,44.8,46,"[6077, 86, 5265, 1361, 1545, 4744, 211, 1725, 2886, 1986, 2574, 6167, 2668, 1131, 5546, 2685, 1054, 2971, 32, 733, 524, 5107, 2875, 5727, 4220, 4087, 3080, 1819, 5738, 2043, 1587, 882, 3253, 1513, 4065, 326, 262, 322, 2678, 2452, 452, 2691, 748, 2565, 2515, 5778, 1601, 5083, 4444, 2524, 2627, 1815, 6249, 4291, 372, 2550, 1291, 3271, 75, 6236, 135, 5190, 445, 1011, 4705, 519, 2781, 1052, 3710, 2920, 1476, 3864, 5466, 1891, 3184, 55, 1074, 1246, 3158, 3651, 6052, 4641, 6761, 2296, 6032, 1858, 765, 1026, 4374, 4105, 4252, 1940, 1777, 1053, 1644, 255, 1546, 2033, 2324, 4119, 151, 668, 2077, 4136, 4139, 48, 5169, 5695, 4914, 3835, 193, 200, 5454, 1254]"
1.938923897237033,44.48,49,"[1246, 5216, 3827, 6905, 2152, 2416, 2464, 1052, 3404, 5454, 710, 733, 5438, 3412, 4136, 6956, 2114, 4374, 2043, 4855, 2213, 5107, 5738, 6032, 3835, 75, 2627, 2987, 4485, 2524, 3252, 3550, 748, 2312, 1458, 5890, 1815, 1777, 1157, 2678, 4973, 767, 6761, 1568, 2119, 92, 2574, 596, 6897, 4641, 48, 1641, 882, 1504, 2420, 32, 1615, 255, 4444, 1361, 3738, 151, 4065, 326, 1891, 283, 5584, 1725, 319, 2781, 4105, 434, 5190, 5778, 1728, 3299, 2920, 1981, 1129, 2066, 2565, 86, 135, 2440, 1587, 4139, 2971, 5169, 765, 1291, 4431, 3158, 524, 2795, 519, 4705, 1254, 4914, 1476, 2685, 193, 2077, 1940, 322, 4291, 5466, 6236, 963, 4906, 2189, 2875, 3801, 2515, 2296, 1717, 1951, 1289, 1026, 445, 6260]"
1.4865083212150587,39.94,44,"[211, 1615, 2033, 6236, 4250, 6905, 3448, 4136, 3651, 4684, 105, 1777, 268, 5992, 5107, 2077, 2678, 1074, 1054, 3701, 3835, 3827, 748, 4744, 1666, 6077, 6641, 4220, 3710, 668, 1291, 1201, 5083, 2920, 5738, 1721, 55, 5169, 524, 2809, 372, 3271, 1254, 4311, 5265, 1528, 3331, 260, 262, 4705, 4119, 2452, 2574, 1819, 4782, 3253, 5727, 1091, 1505, 4074, 4105, 3184, 841, 4914, 2565, 596, 519, 135, 2440, 5778, 1940, 2875, 2524, 2971, 1568, 4906, 255, 4139, 322, 963, 1476, 5454, 75, 1361, 215, 5466, 3158, 1246, 3550, 6761, 2795, 6897]"
