generation,hv
1,0.17858577760944888
2,0.18057635119022572
3,0.1821688584494102
4,0.18379730393188293
5,0.18558256533266007
6,0.1867237582235689
7,0.1876909305783501
8,0.18919630307621096
9,0.19013372329531905
10,0.1908104861900153
11,0.1917324166421187
12,0.19267547587986927
13,0.1933770497552217
14,0.1941734699603024
15,0.19464159617893365
16,0.19523022485937522
17,0.19579375850411704
18,0.1965341883039459
19,0.19669814768056781
20,0.19717344541233572
21,0.19765829230316037
22,0.19827749722958665
23,0.1987242842514273
24,0.19904597483482722
25,0.1995601390116287
26,0.1999062863835935
27,0.20015274446268003
28,0.20050186564547126
29,0.2010261190365975
30,0.20135267713111427
31,0.2016634438693207
32,0.20190026161118832
33,0.20217298601467265
34,0.20254501395727253
35,0.20282071918528807
36,0.20330198207297062
37,0.20364018993112543
38,0.20386867188486302
39,0.2041054054622733
40,0.20449691396989716
41,0.20466220595042714
42,0.20489894654154217
43,0.20511759878803182
44,0.20526691705592728
45,0.205422088260461
46,0.20550904066546036
47,0.20561765139081772
48,0.2058066602140583
49,0.2059371291503598
50,0.20613007616883391
51,0.2063771549607934
52,0.2065334027690106
53,0.2067023103143543
54,0.2068203790206063
55,0.20704049362454235
56,0.20710497762628174
57,0.20728901723968632
58,0.20752920506670033
59,0.20785159351372584
60,0.2081121982353519
61,0.20829065143289996
62,0.20846850495868932
63,0.20860202485656976
64,0.20880596235043283
65,0.20900193578251908
66,0.209116006677047
67,0.20932919174066128
68,0.20946858561629428
69,0.20963680932542192
70,0.20979575740997916
71,0.2099120726900364
72,0.20995906801890898
73,0.21010613488757035
74,0.21033965268133936
75,0.2104997369860708
76,0.21062341314929373
77,0.2107150647364951
78,0.21079485965576739
79,0.2109321599405238
80,0.21098292162886279
81,0.211040139432451
82,0.211133470801947
83,0.21116878831236238
84,0.21123575867244593
85,0.2113209997334792
86,0.21140091037888029
87,0.21145327820561374
88,0.21154839105612364
89,0.2115857530614821
90,0.2115944290142939
91,0.2116911935922793
92,0.21175954565220445
93,0.21186579626590354
94,0.21194357474505182
95,0.21197491197800503
96,0.21200748362299934
97,0.21209446408281785
98,0.21215630041100308
99,0.2122495651503037
100,0.21234826551080807
101,0.21243408169563321
102,0.21250244427611548
103,0.21257015107520089
104,0.21259977696418797
105,0.21265109974890936
106,0.21273601116581797
107,0.2128136002749372
108,0.21289033020522094
109,0.21295549102947153
110,0.21298269368345746
111,0.21305130174360698
112,0.21310554222951647
113,0.21318890712452132
114,0.2132895432675448
115,0.213364972155592
116,0.21338148943034688
117,0.2134758272664787
118,0.21351668911052196
119,0.21354949922147876
120,0.21362965885339955
121,0.21371551361360097
122,0.21375805523993885
123,0.21379473340908137
124,0.21389903771970428
125,0.21396123525368568
126,0.21399039823815735
127,0.21401207759962967
128,0.2140468199862531
129,0.21406808904599584
130,0.21413872406682655
131,0.21415974764690202
132,0.21418565627235614
133,0.2141995889968999
134,0.2142362566454852
135,0.2142590757339842
136,0.21428053416375595
137,0.21432374559890024
138,0.2143739847662332
139,0.21437782126274738
140,0.21440312320273813
141,0.21447543449901108
142,0.21449908471152632
143,0.21453809844436028
144,0.2145833263196286
145,0.21462767046809464
146,0.21465474336854215
147,0.21467439927618567
148,0.21473431034240906
149,0.21476518116399443
150,0.21477190380002523
151,0.21481295852094992
152,0.21487686038519266
153,0.2149165965296189
154,0.21496928347991973
155,0.21498953204561713
156,0.21499379988497525
157,0.2150397817335072
158,0.21504763357600748
159,0.2150949445215952
160,0.21519476006115948
161,0.21523316710853008
162,0.215261081653551
163,0.2152768554755993
