n_nodes,influence,communities,nodes
0.6593406593406597,1.81,4,"[456, 152, 376]"
2.197802197802198,4.9,11,"[414, 148, 62, 376, 152, 285, 33, 180, 12, 342]"
0.43956043956044,1.28,3,"[376, 152]"
1.7582417582417587,3.9,11,"[456, 152, 285, 33, 54, 376, 240, 180]"
2.197802197802198,4.94,10,"[376, 399, 285, 148, 33, 180, 12, 81, 152, 342]"
0.8791208791208793,2.32,6,"[456, 152, 38, 376]"
2.417582417582418,5.24,14,"[12, 152, 342, 456, 285, 81, 127, 22, 54, 399, 33]"
2.417582417582418,5.24,14,"[12, 342, 152, 456, 285, 81, 127, 22, 54, 399, 33]"
0.2197802197802199,0.69,1,[152]
1.0989010989010992,2.78,6,"[148, 376, 324, 152, 285]"
2.197802197802198,4.87,12,"[180, 148, 285, 127, 456, 33, 376, 12, 152, 54]"
1.5384615384615388,3.62,9,"[12, 152, 62, 324, 342, 285, 376]"
1.7582417582417587,4.08,10,"[414, 285, 152, 180, 33, 342, 12, 376]"
1.0989010989010992,2.74,7,"[456, 152, 38, 60, 376]"
1.3186813186813189,3.18,8,"[324, 285, 152, 38, 127, 376]"
0.6593406593406597,1.81,4,"[456, 376, 152]"
1.9780219780219783,4.39,12,"[376, 456, 285, 152, 180, 33, 12, 81, 54]"
1.3186813186813189,3.25,7,"[324, 285, 152, 342, 148, 376]"
2.417582417582418,5.28,13,"[81, 376, 62, 148, 342, 285, 152, 33, 12, 456, 54]"
1.9780219780219783,4.55,10,"[12, 152, 33, 79, 148, 285, 54, 342, 376]"
1.5384615384615388,3.66,8,"[456, 152, 285, 324, 376, 148, 38]"
1.9780219780219783,4.49,11,"[456, 148, 285, 81, 33, 12, 152, 376, 54]"
2.197802197802198,4.78,13,"[12, 152, 490, 456, 81, 285, 33, 127, 54, 376]"
2.417582417582418,5.35,12,"[376, 81, 285, 54, 399, 456, 33, 12, 152, 148, 342]"
0.8791208791208793,2.34,5,"[342, 38, 376, 152]"
2.197802197802198,4.9,11,"[456, 152, 342, 148, 62, 285, 54, 33, 12, 376]"
1.5384615384615388,3.47,10,"[456, 152, 62, 487, 324, 285, 376]"
